,index,networkx_function,num_np_calls,np_calls,np_calls_w_args
2917,5135,/classes/tests/test_multigraph.py_test_remove_node,0,[],[]
2918,5134,/classes/tests/test_multigraph.py_test_add_node,0,[],[]
2919,5133,/classes/tests/test_multigraph.py_test_correct_edges,0,[],[]
2920,5155,/classes/tests/test_digraph.py_test_edges,0,[],[]
2921,5156,/classes/tests/test_digraph.py_test_out_edges,0,[],[]
2922,5157,/classes/tests/test_digraph.py_test_out_edges_dir,0,[],[]
2923,5158,/classes/tests/test_digraph.py_test_out_edges_data,0,[],[]
2924,5179,/classes/tests/test_digraph.py_test_remove_edge,0,[],[]
2925,5178,/classes/tests/test_digraph.py_test_add_edges_from,0,[],[]
2926,5177,/classes/tests/test_digraph.py_test_add_edge,0,[],[]
2927,5176,/classes/tests/test_digraph.py_test_data_input,0,[],[]
2928,5175,/classes/tests/test_digraph.py_setup_method,0,[],[]
2929,5174,/classes/tests/test_digraph.py_test_out_degree_weighted,0,[],[]
2930,5173,/classes/tests/test_digraph.py_test_in_degree_weighted,0,[],[]
2931,5172,/classes/tests/test_digraph.py_test_edges_data,0,[],[]
2932,5171,/classes/tests/test_digraph.py_test_di_attributes_cached,0,[],[]
2933,5170,/classes/tests/test_digraph.py_test_di_cache_reset,0,[],[]
2934,5169,/classes/tests/test_digraph.py_Foo,0,[],[]
2935,5168,/classes/tests/test_digraph.py_test_reverse_hashable,0,[],[]
2936,5167,/classes/tests/test_digraph.py_test_reverse_nocopy,0,[],[]
2937,5166,/classes/tests/test_digraph.py_test_reverse_copy,0,[],[]
2938,5165,/classes/tests/test_digraph.py_test_to_undirected_reciprocal,0,[],[]
2939,5164,/classes/tests/test_digraph.py_test_size,0,[],[]
2940,5163,/classes/tests/test_digraph.py_test_out_degree,0,[],[]
2941,5162,/classes/tests/test_digraph.py_test_in_degree,0,[],[]
2942,5161,/classes/tests/test_digraph.py_test_degree,0,[],[]
2943,5160,/classes/tests/test_digraph.py_test_in_edges_data,0,[],[]
2944,5159,/classes/tests/test_digraph.py_test_in_edges_dir,0,[],[]
2945,5132,/classes/tests/test_multigraph.py_test_correct_nodes,0,[],[]
2946,5130,/classes/tests/test_multigraph.py_test_remove_multiedge,0,[],[]
2947,5081,/classes/tests/test_multidigraph.py_test_to_undirected,0,[],[]
2948,5093,/classes/tests/test_multidigraph.py_test_di_attributes_cached,0,[],[]
2949,5103,/classes/tests/test_multigraph.py_test_get_edge_data,0,[],[]
2950,5102,/classes/tests/test_multigraph.py_test_has_edge,0,[],[]
2951,5101,/classes/tests/test_multidigraph.py_setup_method,0,[],[]
2952,5100,/classes/tests/test_multidigraph.py_setup_method,0,[],[]
2953,5099,/classes/tests/test_multidigraph.py_test_remove_edges_from,0,[],[]
2954,5098,/classes/tests/test_multidigraph.py_test_remove_multiedge,0,[],[]
2955,5097,/classes/tests/test_multidigraph.py_test_remove_edge,0,[],[]
2956,5096,/classes/tests/test_multidigraph.py_test_add_edges_from,0,[],[]
2957,5095,/classes/tests/test_multidigraph.py_test_add_edge,0,[],[]
2958,5094,/classes/tests/test_multidigraph.py_setup_method,0,[],[]
2959,5092,/classes/tests/test_multidigraph.py_test_reverse_nocopy,0,[],[]
2960,5129,/classes/tests/test_multigraph.py_test_remove_edges_from,0,[],[]
2961,5091,/classes/tests/test_multidigraph.py_test_reverse_copy,0,[],[]
2962,5090,/classes/tests/test_multidigraph.py_test_to_undirected_reciprocal,0,[],[]
2963,5089,/classes/tests/test_multidigraph.py_test_size,0,[],[]
2964,5088,/classes/tests/test_multidigraph.py_test_out_degree,0,[],[]
2965,5087,/classes/tests/test_multidigraph.py_test_in_degree,0,[],[]
2966,5086,/classes/tests/test_multidigraph.py_test_degree,0,[],[]
2967,5085,/classes/tests/test_multidigraph.py_test_predecessors,0,[],[]
2968,5084,/classes/tests/test_multidigraph.py_test_has_predecessor,0,[],[]
2969,5083,/classes/tests/test_multidigraph.py_test_successors,0,[],[]
2970,5082,/classes/tests/test_multidigraph.py_test_has_successor,0,[],[]
2971,5104,/classes/tests/test_multigraph.py_test_adjacency,0,[],[]
2972,5105,/classes/tests/test_multigraph.py_deepcopy_edge_attr,0,[],[]
2973,5106,/classes/tests/test_multigraph.py_shallow_copy_edge_attr,0,[],[]
2974,5107,/classes/tests/test_multigraph.py_graphs_equal,0,[],[]
2975,5128,/classes/tests/test_multigraph.py_test_remove_edge,0,[],[]
2976,5127,/classes/tests/test_multigraph.py_test_multigraph_add_edges_from_four_tuple_misordered,0,[],[]
2977,5126,/classes/tests/test_multigraph.py_test_add_edges_from,0,[],[]
2978,5125,/classes/tests/test_multigraph.py_test_add_edge_conflicting_key,0,[],[]
2979,5124,/classes/tests/test_multigraph.py_test_add_edge,0,[],[]
2980,5123,/classes/tests/test_multigraph.py_test_remove_node,0,[],[]
2981,5122,/classes/tests/test_multigraph.py_test_getitem,0,[],[]
2982,5121,/classes/tests/test_multigraph.py_test_non_multigraph_input_raise,0,[],[]
2983,5120,/classes/tests/test_multigraph.py_test_non_multigraph_input_mgi_none,0,[],[]
2984,5119,/classes/tests/test_multigraph.py_test_non_multigraph_input,0,[],[]
2985,5118,/classes/tests/test_multigraph.py_test_data_multigraph_input,0,[],[]
2986,5117,/classes/tests/test_multigraph.py_test_data_input,0,[],[]
2987,5116,/classes/tests/test_multigraph.py_setup_method,0,[],[]
2988,5115,/classes/tests/test_multigraph.py_test_edge_attr4,0,[],[]
2989,5114,/classes/tests/test_multigraph.py_test_edge_attr,0,[],[]
2990,5113,/classes/tests/test_multigraph.py_test_edge_lookup,0,[],[]
2991,5112,/classes/tests/test_multigraph.py_test_number_of_edges_selfloops,0,[],[]
2992,5111,/classes/tests/test_multigraph.py_test_to_directed,0,[],[]
2993,5110,/classes/tests/test_multigraph.py_test_to_undirected,0,[],[]
2994,5109,/classes/tests/test_multigraph.py_different_attrdict,0,[],[]
2995,5108,/classes/tests/test_multigraph.py_same_attrdict,0,[],[]
2996,5385,/classes/tests/test_reportviews.py_test_pickle,0,[],[]
2997,5386,/classes/tests/test_reportviews.py_modify_edge,0,[],[]
2998,5387,/classes/tests/test_reportviews.py_test_str,0,[],[]
2999,5674,/tests/test_convert_numpy.py_test_dtype_int_multigraph,0,[],[]
3000,5696,/readwrite/text.py__parse_network_text,0,[],[]
3001,5695,/readwrite/text.py_forest_str,0,[],[]
3002,5694,/readwrite/text.py_write_network_text,0,[],[]
3003,5693,/readwrite/text.py_generate_network_text,0,[],[]
3004,5692,/readwrite/text.py_as_dict,0,[],[]
3005,5690,/tests/test_all_random_functions.py_kernel_integral,0,[],[]
3006,5678,/tests/test_convert_numpy.py_test_to_numpy_array_complex_weights,0,[],[]
3007,5677,/tests/test_convert_numpy.py_test_to_numpy_array_multigraph_nodelist,0,[],[]
3008,5676,/tests/test_convert_numpy.py_test_numpy_multigraph,0,[],[]
3009,5675,/tests/test_convert_numpy.py_multigraph_test_graph,0,[],[]
3010,5673,/tests/test_convert_numpy.py_test_dtype_int_graph,0,[],[]
3011,5652,/tests/test_relabel.py_test_relabel_preserve_node_order_full_mapping_with_copy_false,0,[],[]
3012,5664,/tests/test_convert_numpy.py_test_nodelist,0,[],[]
3013,5663,/tests/test_convert_numpy.py_test_identity_weighted_digraph_array,0,[],[]
3014,5662,/tests/test_convert_numpy.py_test_identity_weighted_graph_array,0,[],[]
3015,5661,/tests/test_convert_numpy.py_test_identity_digraph_array,0,[],[]
3016,5660,/tests/test_convert_numpy.py_test_identity_graph_array,0,[],[]
3017,5658,/tests/test_convert_numpy.py_identity_conversion,0,[],[]
3018,5657,/tests/test_convert_numpy.py_assert_equal,0,[],[]
3019,5656,/tests/test_convert_numpy.py_create_weighted,0,[],[]
3020,5655,/tests/test_convert_numpy.py_setup_method,0,[],[]
3021,5654,/tests/test_relabel.py_test_relabel_preserve_node_order_partial_mapping_with_copy_false,0,[],[]
3022,5697,/readwrite/text.py_ParseStackFrame,0,[],[]
3023,5698,/readwrite/gml.py_escape,0,[],[]
3024,5699,/readwrite/gml.py_fixup,0,[],[]
3025,5700,/readwrite/gml.py_unescape,0,[],[]
3026,5721,/readwrite/gml.py_write_gml,0,[],[]
3027,5720,/readwrite/gml.py_stringize,0,[],[]
3028,5719,/readwrite/gml.py_generate_gml,0,[],[]
3029,5718,/readwrite/gml.py_stringize,0,[],[]
3030,5717,/readwrite/gml.py_literal_stringizer,0,[],[]
3031,5716,/readwrite/gml.py_pop_attr,0,[],[]
3032,5715,/readwrite/gml.py_parse_graph,0,[],[]
3033,5714,/readwrite/gml.py_parse_dict,0,[],[]
3034,5713,/readwrite/gml.py_clean_dict_value,0,[],[]
3035,5712,/readwrite/gml.py_parse_kv,0,[],[]
3036,5711,/readwrite/gml.py_consume,0,[],[]
3037,5710,/readwrite/gml.py_unexpected,0,[],[]
3038,5709,/readwrite/gml.py_tokenize,0,[],[]
3039,5708,/readwrite/gml.py_parse_gml_lines,0,[],[]
3040,5707,/readwrite/gml.py_filter_lines,0,[],[]
3041,5706,/readwrite/gml.py_decode_line,0,[],[]
3042,5705,/readwrite/gml.py_parse_gml,0,[],[]
3043,5704,/readwrite/gml.py_filter_lines,0,[],[]
3044,5703,/readwrite/gml.py_read_gml,0,[],[]
3045,5702,/readwrite/gml.py_literal_destringizer,0,[],[]
3046,5701,/readwrite/gml.py_fixup,0,[],[]
3047,5653,/tests/test_relabel.py_test_relabel_preserve_node_order_partial_mapping_with_copy_true,0,[],[]
3048,5651,/tests/test_relabel.py_test_relabel_preserve_node_order_full_mapping_with_copy_true,0,[],[]
3049,5723,/readwrite/p2g.py_read_p2g,0,[],[]
3050,5612,/tests/test_convert_scipy.py_test_symmetric,0,[],[]
3051,5624,/tests/test_exceptions.py_test_raises_networkx_unbounded,0,[],[]
3052,5623,/tests/test_exceptions.py_test_raises_networkx_no_path,0,[],[]
3053,5622,/tests/test_exceptions.py_test_raises_networkx_unfeasible,0,[],[]
3054,5621,/tests/test_exceptions.py_test_raises_networkxalgorithmerr,0,[],[]
3055,5620,/tests/test_exceptions.py_test_raises_networkx_pointless_concept,0,[],[]
3056,5619,/tests/test_exceptions.py_test_raises_networkxerr,0,[],[]
3057,5618,/tests/test_exceptions.py_test_raises_networkxexception,0,[],[]
3058,5617,/tests/test_lazy_imports.py_test_lazy_attach,0,[],[]
3059,5614,/tests/test_lazy_imports.py_test_lazy_import_basics,0,[],[]
3060,5613,/tests/test_convert_scipy.py_test_from_scipy_sparse_array_formats,0,[],[]
3061,5611,/tests/test_convert_scipy.py_test_from_scipy_sparse_array_parallel_edges,0,[],[]
3062,5650,/tests/test_relabel.py_test_relabel_circular,0,[],[]
3063,5606,/tests/test_convert_scipy.py_test_null_raise,0,[],[]
3064,5605,/tests/test_convert_scipy.py_test_format_keyword_raise,0,[],[]
3065,5602,/tests/test_convert_scipy.py_test_nodelist,0,[],[]
3066,5601,/tests/test_convert_scipy.py_test_identity_weighted_digraph_matrix,0,[],[]
3067,5600,/tests/test_convert_scipy.py_test_identity_weighted_graph_matrix,0,[],[]
3068,5599,/tests/test_convert_scipy.py_test_identity_digraph_matrix,0,[],[]
3069,5598,/tests/test_convert_scipy.py_test_identity_graph_matrix,0,[],[]
3070,5597,/tests/test_convert_scipy.py_test_shape,0,[],[]
3071,5596,/tests/test_convert_scipy.py_identity_conversion,0,[],[]
3072,5595,/tests/test_convert_scipy.py_create_weighted,0,[],[]
3073,5625,/tests/test_relabel.py_test_convert_node_labels_to_integers,0,[],[]
3074,5626,/tests/test_relabel.py_test_convert_to_integers2,0,[],[]
3075,5627,/tests/test_relabel.py_test_convert_to_integers_raise,0,[],[]
3076,5628,/tests/test_relabel.py_test_relabel_nodes_copy,0,[],[]
3077,5649,/tests/test_relabel.py_test_relabel_multigraph_nonnumeric_key,0,[],[]
3078,5648,/tests/test_relabel.py_test_relabel_multidigraph_merge_copy,0,[],[]
3079,5647,/tests/test_relabel.py_test_relabel_multigraph_merge_copy,0,[],[]
3080,5646,/tests/test_relabel.py_test_relabel_multidigraph_inout_copy,0,[],[]
3081,5645,/tests/test_relabel.py_test_relabel_multidigraph_merge_inplace,0,[],[]
3082,5644,/tests/test_relabel.py_test_relabel_multigraph_merge_inplace,0,[],[]
3083,5643,/tests/test_relabel.py_test_relabel_multidigraph_inout_merge_nodes,0,[],[]
3084,5642,/tests/test_relabel.py_test_relabel_selfloop,0,[],[]
3085,5641,/tests/test_relabel.py_test_relabel_toposort,0,[],[]
3086,5640,/tests/test_relabel.py_test_relabel_copy_name,0,[],[]
3087,5639,/tests/test_relabel.py_test_relabel_nodes_missing,0,[],[]
3088,5638,/tests/test_relabel.py_test_relabel_isolated_nodes_to_same,0,[],[]
3089,5637,/tests/test_relabel.py_test_relabel_nodes_multidigraph,0,[],[]
3090,5636,/tests/test_relabel.py_test_relabel_nodes_multigraph,0,[],[]
3091,5635,/tests/test_relabel.py_test_relabel_nodes_digraph,0,[],[]
3092,5634,/tests/test_relabel.py_test_relabel_nodes_orderedgraph,0,[],[]
3093,5633,/tests/test_relabel.py_test_relabel_nodes_graph,0,[],[]
3094,5632,/tests/test_relabel.py_test_relabel_nodes_non_mapping_or_callable,0,[],[]
3095,5631,/tests/test_relabel.py_test_relabel_nodes_callable_type,0,[],[]
3096,5630,/tests/test_relabel.py_mapping,0,[],[]
3097,5629,/tests/test_relabel.py_test_relabel_nodes_function,0,[],[]
3098,5722,/readwrite/p2g.py_write_p2g,0,[],[]
3099,5724,/readwrite/p2g.py_parse_p2g,0,[],[]
3100,5593,/tests/test_convert_scipy.py_test_exceptions,0,[],[]
3101,5790,/readwrite/gexf.py_get_attr_id,0,[],[]
3102,5800,/readwrite/gexf.py_make_graph,0,[],[]
3103,5799,/readwrite/gexf.py___call__,0,[],[]
3104,5798,/readwrite/gexf.py___init__,0,[],[]
3105,5797,/readwrite/gexf.py_indent,0,[],[]
3106,5796,/readwrite/gexf.py_write,0,[],[]
3107,5795,/readwrite/gexf.py_alter_graph_mode_timeformat,0,[],[]
3108,5794,/readwrite/gexf.py_add_spells,0,[],[]
3109,5793,/readwrite/gexf.py_add_slices,0,[],[]
3110,5792,/readwrite/gexf.py_add_parents,0,[],[]
3111,5791,/readwrite/gexf.py_add_viz,0,[],[]
3112,5789,/readwrite/gexf.py_add_attributes,0,[],[]
3113,5776,/readwrite/pajek.py_parse_pajek,0,[],[]
3114,5788,/readwrite/gexf.py_edge_key_data,0,[],[]
3115,5787,/readwrite/gexf.py_add_edges,0,[],[]
3116,5786,/readwrite/gexf.py_add_nodes,0,[],[]
3117,5785,/readwrite/gexf.py_add_graph,0,[],[]
3118,5784,/readwrite/gexf.py___str__,0,[],[]
3119,5783,/readwrite/gexf.py___init__,0,[],[]
3120,5782,/readwrite/gexf.py_set_version,0,[],[]
3121,5780,/readwrite/gexf.py_read_gexf,0,[],[]
3122,5779,/readwrite/gexf.py_generate_gexf,0,[],[]
3123,5778,/readwrite/gexf.py_write_gexf,0,[],[]
3124,5801,/readwrite/gexf.py_add_node,0,[],[]
3125,5802,/readwrite/gexf.py_add_start_end,0,[],[]
3126,5803,/readwrite/gexf.py_add_viz,0,[],[]
3127,5804,/readwrite/gexf.py_add_parents,0,[],[]
3128,5825,/readwrite/graph6.py_write_graph6_file,0,[],[]
3129,5824,/readwrite/graph6.py_write_graph6,0,[],[]
3130,5823,/readwrite/graph6.py_read_graph6,0,[],[]
3131,5822,/readwrite/graph6.py_to_graph6_bytes,0,[],[]
3132,5821,/readwrite/graph6.py_bits,0,[],[]
3133,5820,/readwrite/graph6.py_from_graph6_bytes,0,[],[]
3134,5819,/readwrite/graph6.py__generate_graph6_bytes,0,[],[]
3135,5818,/readwrite/leda.py_parse_leda,0,[],[]
3136,5817,/readwrite/leda.py_read_leda,0,[],[]
3137,5816,/readwrite/edgelist.py_read_weighted_edgelist,0,[],[]
3138,5815,/readwrite/edgelist.py_write_weighted_edgelist,0,[],[]
3139,5814,/readwrite/edgelist.py_read_edgelist,0,[],[]
3140,5813,/readwrite/edgelist.py_parse_edgelist,0,[],[]
3141,5812,/readwrite/edgelist.py_write_edgelist,0,[],[]
3142,5811,/readwrite/edgelist.py_generate_edgelist,0,[],[]
3143,5810,/readwrite/gexf.py_relabel_gexf_graph,0,[],[]
3144,5809,/readwrite/gexf.py_find_gexf_attributes,0,[],[]
3145,5808,/readwrite/gexf.py_decode_attr_elements,0,[],[]
3146,5807,/readwrite/gexf.py_add_edge,0,[],[]
3147,5806,/readwrite/gexf.py_add_spells,0,[],[]
3148,5805,/readwrite/gexf.py_add_slices,0,[],[]
3149,5777,/readwrite/pajek.py_make_qstr,0,[],[]
3150,5775,/readwrite/pajek.py_read_pajek,0,[],[]
3151,5725,/readwrite/graphml.py_write_graphml_xml,0,[],[]
3152,5738,/readwrite/graphml.py_add_nodes,0,[],[]
3153,5748,/readwrite/graphml.py_add_attributes,0,[],[]
3154,5747,/readwrite/graphml.py_add_graph_element,0,[],[]
3155,5746,/readwrite/graphml.py___init__,0,[],[]
3156,5745,/readwrite/graphml.py_append,0,[],[]
3157,5744,/readwrite/graphml.py___init__,0,[],[]
3158,5743,/readwrite/graphml.py_indent,0,[],[]
3159,5742,/readwrite/graphml.py_dump,0,[],[]
3160,5741,/readwrite/graphml.py_add_graphs,0,[],[]
3161,5740,/readwrite/graphml.py_add_graph_element,0,[],[]
3162,5739,/readwrite/graphml.py_add_edges,0,[],[]
3163,5737,/readwrite/graphml.py_add_attributes,0,[],[]
3164,5774,/readwrite/pajek.py_write_pajek,0,[],[]
3165,5736,/readwrite/graphml.py_add_data,0,[],[]
3166,5735,/readwrite/graphml.py_get_key,0,[],[]
3167,5734,/readwrite/graphml.py_attr_type,0,[],[]
3168,5733,/readwrite/graphml.py___str__,0,[],[]
3169,5732,/readwrite/graphml.py___init__,0,[],[]
3170,5731,/readwrite/graphml.py_get_xml_type,0,[],[]
3171,5729,/readwrite/graphml.py_parse_graphml,0,[],[]
3172,5728,/readwrite/graphml.py_read_graphml,0,[],[]
3173,5727,/readwrite/graphml.py_generate_graphml,0,[],[]
3174,5726,/readwrite/graphml.py_write_graphml_lxml,0,[],[]
3175,5749,/readwrite/graphml.py___str__,0,[],[]
3176,5750,/readwrite/graphml.py_dump,0,[],[]
3177,5751,/readwrite/graphml.py___init__,0,[],[]
3178,5752,/readwrite/graphml.py___call__,0,[],[]
3179,5773,/readwrite/pajek.py_generate_pajek,0,[],[]
3180,5772,/readwrite/sparse6.py_write_sparse6,0,[],[]
3181,5771,/readwrite/sparse6.py_read_sparse6,0,[],[]
3182,5770,/readwrite/sparse6.py_to_sparse6_bytes,0,[],[]
3183,5769,/readwrite/sparse6.py_parseData,0,[],[]
3184,5768,/readwrite/sparse6.py_from_sparse6_bytes,0,[],[]
3185,5767,/readwrite/sparse6.py_enc,0,[],[]
3186,5766,/readwrite/sparse6.py__generate_sparse6_bytes,0,[],[]
3187,5765,/readwrite/multiline_adjlist.py_read_multiline_adjlist,0,[],[]
3188,5764,/readwrite/multiline_adjlist.py_parse_multiline_adjlist,0,[],[]
3189,5763,/readwrite/multiline_adjlist.py_write_multiline_adjlist,0,[],[]
3190,5762,/readwrite/multiline_adjlist.py_generate_multiline_adjlist,0,[],[]
3191,5761,/readwrite/adjlist.py_read_adjlist,0,[],[]
3192,5760,/readwrite/adjlist.py_parse_adjlist,0,[],[]
3193,5759,/readwrite/adjlist.py_write_adjlist,0,[],[]
3194,5758,/readwrite/adjlist.py_generate_adjlist,0,[],[]
3195,5757,/readwrite/graphml.py_find_graphml_keys,0,[],[]
3196,5756,/readwrite/graphml.py_decode_data_elements,0,[],[]
3197,5755,/readwrite/graphml.py_add_edge,0,[],[]
3198,5754,/readwrite/graphml.py_add_node,0,[],[]
3199,5753,/readwrite/graphml.py_make_graph,0,[],[]
3200,5594,/tests/test_convert_scipy.py_G,0,[],[]
3201,5592,/tests/test_convert_scipy.py_setup_method,0,[],[]
3202,5388,/classes/tests/test_reportviews.py_test_repr,0,[],[]
3203,5451,/classes/tests/test_reportviews.py_test_contains_with_nbunch,0,[],[]
3204,5461,/classes/tests/test_reportviews.py_test_nbunch,0,[],[]
3205,5460,/classes/tests/test_reportviews.py_test_iter,0,[],[]
3206,5459,/classes/tests/test_reportviews.py_test_repr,0,[],[]
3207,5458,/classes/tests/test_reportviews.py_test_str,0,[],[]
3208,5457,/classes/tests/test_reportviews.py_test_pickle,0,[],[]
3209,5456,/classes/tests/test_reportviews.py_setup_class,0,[],[]
3210,5455,/classes/tests/test_reportviews.py_test_contains_with_nbunch,0,[],[]
3211,5454,/classes/tests/test_reportviews.py_test_repr,0,[],[]
3212,5453,/classes/tests/test_reportviews.py_modify_edge,0,[],[]
3213,5452,/classes/tests/test_reportviews.py_setup_class,0,[],[]
3214,5450,/classes/tests/test_reportviews.py_test_repr,0,[],[]
3215,5438,/classes/tests/test_reportviews.py_test_repr,0,[],[]
3216,5449,/classes/tests/test_reportviews.py_modify_edge,0,[],[]
3217,5448,/classes/tests/test_reportviews.py_setup_class,0,[],[]
