,index,networkx_function,num_np_calls,np_calls,np_calls_w_args
2534,6427,/generators/tests/test_geometric.py_test_pos_name,0,[],[]
2535,6426,/generators/tests/test_geometric.py_test_metric,0,[],[]
2536,6399,/generators/tests/test_degree_seq.py_test_random_degree_sequence_graph,0,[],[]
2537,6397,/generators/tests/test_degree_seq.py_test_directed_havel_hakimi,0,[],[]
2538,6348,/generators/tests/test_random_graphs.py_test_gnp_generators_basic,0,[],[]
2539,6360,/generators/tests/test_random_graphs.py_test_random_kernel_graph,0,[],[]
2540,6370,/generators/tests/test_trees.py_test_implementations_consistent,0,[],[]
2541,6369,/generators/tests/test_trees.py_source_label,0,[],[]
2542,6368,/generators/tests/test_trees.py_test_basic_prefix_tree,0,[],[]
2543,6367,/generators/tests/test_random_graphs.py_test_connected_watts_strogatz_zero_tries,0,[],[]
2544,6366,/generators/tests/test_random_graphs.py_test_connected_watts_strogatz,0,[],[]
2545,6365,/generators/tests/test_random_graphs.py_test_newman_watts_strogatz_nonzero_probability,0,[],[]
2546,6364,/generators/tests/test_random_graphs.py_test_newman_watts_strogatz_zero_probability,0,[],[]
2547,6363,/generators/tests/test_random_graphs.py_test_watts_strogatz,0,[],[]
2548,6362,/generators/tests/test_random_graphs.py_root,0,[],[]
2549,6361,/generators/tests/test_random_graphs.py_integral,0,[],[]
2550,6359,/generators/tests/test_random_graphs.py_test_watts_strogatz_big_k,0,[],[]
2551,6396,/generators/tests/test_degree_seq.py_test_havel_hakimi_construction,0,[],[]
2552,6358,/generators/tests/test_random_graphs.py_test_gnm,0,[],[]
2553,6357,/generators/tests/test_random_graphs.py_test_random_zero_regular_graph,0,[],[]
2554,6356,/generators/tests/test_random_graphs.py_test_extended_barabasi_albert,0,[],[]
2555,6355,/generators/tests/test_random_graphs.py_test_dual_barabasi_albert,0,[],[]
2556,6354,/generators/tests/test_random_graphs.py_is_lobster,0,[],[]
2557,6353,/generators/tests/test_random_graphs.py_is_caterpillar,0,[],[]
2558,6352,/generators/tests/test_random_graphs.py_test_random_graph,0,[],[]
2559,6351,/generators/tests/test_random_graphs.py_test_gnp_random_graph_aliases,0,[],[]
2560,6350,/generators/tests/test_random_graphs.py_test_gnp_generators_edge_probability,0,[],[]
2561,6349,/generators/tests/test_random_graphs.py_test_gnp_generators_for_p_close_to_1,0,[],[]
2562,6371,/generators/tests/test_trees.py_test_random_tree,0,[],[]
2563,6372,/generators/tests/test_trees.py_test_random_directed_tree,0,[],[]
2564,6373,/generators/tests/test_trees.py_test_random_tree_using_generator,0,[],[]
2565,6374,/generators/tests/test_trees.py_test_random_labeled_rooted_tree,0,[],[]
2566,6395,/generators/tests/test_degree_seq.py_test_expected_degree_graph_skew,0,[],[]
2567,6394,/generators/tests/test_degree_seq.py_test_expected_degree_graph_selfloops,0,[],[]
2568,6393,/generators/tests/test_degree_seq.py_test_expected_degree_graph,0,[],[]
2569,6392,/generators/tests/test_degree_seq.py_test_expected_degree_graph_empty,0,[],[]
2570,6391,/generators/tests/test_degree_seq.py_test_simple_directed_configuration_model,0,[],[]
2571,6390,/generators/tests/test_degree_seq.py_test_directed_configuration_model,0,[],[]
2572,6389,/generators/tests/test_degree_seq.py_test_directed_configuration_raise_unequal,0,[],[]
2573,6388,/generators/tests/test_degree_seq.py_test_odd_degree_sum,0,[],[]
2574,6387,/generators/tests/test_degree_seq.py_test_directed_disallowed,0,[],[]
2575,6386,/generators/tests/test_degree_seq.py_test_random_seed,0,[],[]
2576,6385,/generators/tests/test_degree_seq.py_test_degree_sequence,0,[],[]
2577,6384,/generators/tests/test_degree_seq.py_test_degree_zero,0,[],[]
2578,6383,/generators/tests/test_degree_seq.py_test_empty_degree_sequence,0,[],[]
2579,6382,/generators/tests/test_trees.py_test_random_unlabeled_tree,0,[],[]
2580,6381,/generators/tests/test_trees.py_test_random_unlabeled_forest_n_zero,0,[],[]
2581,6380,/generators/tests/test_trees.py_test_random_unlabeled_rooted_forest,0,[],[]
2582,6379,/generators/tests/test_trees.py_test_random_unlabeled_tree_n_zero,0,[],[]
2583,6378,/generators/tests/test_trees.py_test_random_unlabeled_rooted_tree,0,[],[]
2584,6377,/generators/tests/test_trees.py_test_random_labeled_rooted_forest_n_zero,0,[],[]
2585,6376,/generators/tests/test_trees.py_test_random_labeled_rooted_forest,0,[],[]
2586,6375,/generators/tests/test_trees.py_test_random_labeled_tree_n_zero,0,[],[]
2587,5829,/readwrite/tests/test_edgelist.py_test_read_weighted_edgelist,0,[],[]
2588,5827,/readwrite/graph6.py_n_to_data,0,[],[]
2589,4979,/classes/tests/test_graphviews.py_setup_method,0,[],[]
2590,5246,/classes/tests/historical_tests.py_test_self_loop,0,[],[]
2591,5256,/classes/tests/historical_tests.py_test_order_size,0,[],[]
2592,5255,/classes/tests/historical_tests.py_test_null,0,[],[]
2593,5254,/classes/tests/historical_tests.py_test_degree_graph,0,[],[]
2594,5253,/classes/tests/historical_tests.py_test_degree2,0,[],[]
2595,5252,/classes/tests/historical_tests.py_test_degree,0,[],[]
2596,5251,/classes/tests/historical_tests.py_test_edges_nbunch,0,[],[]
2597,5250,/classes/tests/historical_tests.py_test_remove_edge,0,[],[]
2598,5249,/classes/tests/historical_tests.py_test_add_edges_from3,0,[],[]
2599,5248,/classes/tests/historical_tests.py_test_add_edges_from2,0,[],[]
2600,5247,/classes/tests/historical_tests.py_test_add_edges_from,0,[],[]
2601,5245,/classes/tests/historical_tests.py_test_add_edge,0,[],[]
2602,5258,/classes/tests/historical_tests.py_test_subgraph,0,[],[]
2603,5244,/classes/tests/historical_tests.py_test_nbunch_graph,0,[],[]
2604,5243,/classes/tests/historical_tests.py_test_nbunch_iterator,0,[],[]
2605,5242,/classes/tests/historical_tests.py_test_nbunch_dict,0,[],[]
2606,5241,/classes/tests/historical_tests.py_test_nbunch_is_set,0,[],[]
2607,5240,/classes/tests/historical_tests.py_test_nbunch_is_list,0,[],[]
2608,5239,/classes/tests/historical_tests.py_test_add_remove,0,[],[]
2609,5238,/classes/tests/historical_tests.py_test_contains,0,[],[]
2610,5237,/classes/tests/historical_tests.py_test_add_nodes_from,0,[],[]
2611,5236,/classes/tests/historical_tests.py_test_nonhashable_node,0,[],[]
2612,5235,/classes/tests/historical_tests.py_test_add_remove_node,0,[],[]
2613,5257,/classes/tests/historical_tests.py_test_copy,0,[],[]
2614,5259,/classes/tests/historical_tests.py_test_to_directed,0,[],[]
2615,5826,/readwrite/graph6.py_data_to_n,0,[],[]
2616,5272,/classes/tests/test_graph.py_test_has_node,0,[],[]
2617,5282,/classes/tests/test_graph.py_test_nbunch_iter_node_format_raise,0,[],[]
2618,5281,/classes/tests/test_graph.py_test_nbunch_iter,0,[],[]
2619,5280,/classes/tests/test_graph.py_test_size,0,[],[]
2620,5279,/classes/tests/test_graph.py_test_degree,0,[],[]
2621,5278,/classes/tests/test_graph.py_test_edges,0,[],[]
2622,5277,/classes/tests/test_graph.py_MyGraph,0,[],[]
2623,5276,/classes/tests/test_graph.py_count_objects_of_type,0,[],[]
2624,5275,/classes/tests/test_graph.py_test_memory_leak,0,[],[]
2625,5274,/classes/tests/test_graph.py_test_neighbors,0,[],[]
2626,5273,/classes/tests/test_graph.py_test_has_edge,0,[],[]
2627,5271,/classes/tests/test_graph.py_test_none_node,0,[],[]
2628,5260,/classes/tests/historical_tests.py_test_to_undirected,0,[],[]
2629,5270,/classes/tests/test_graph.py_test_nodes,0,[],[]
2630,5269,/classes/tests/test_graph.py_test_order,0,[],[]
2631,5268,/classes/tests/test_graph.py_test_contains,0,[],[]
2632,5267,/classes/tests/historical_tests.py_test_node_tuple_issue,0,[],[]
2633,5266,/classes/tests/historical_tests.py_test_subgraph_nbunch,0,[],[]
2634,5265,/classes/tests/historical_tests.py_test_complete_subgraph,0,[],[]
2635,5264,/classes/tests/historical_tests.py_test_empty_subgraph,0,[],[]
2636,5263,/classes/tests/historical_tests.py_test_null_subgraph,0,[],[]
2637,5262,/classes/tests/historical_tests.py_test_iterators,0,[],[]
2638,5261,/classes/tests/historical_tests.py_test_neighbors,0,[],[]
2639,5234,/classes/tests/historical_tests.py_test_name,0,[],[]
2640,5233,/classes/tests/historical_tests.py_setup_class,0,[],[]
2641,5232,/classes/tests/test_backends.py_convert_to_nx,0,[],[]
2642,5195,/classes/tests/test_digraph_historical.py_test_degree_digraph,0,[],[]
2643,5205,/classes/tests/test_subgraphviews.py_test_shown_node,0,[],[]
2644,5204,/classes/tests/test_subgraphviews.py_test_hidden_edges,0,[],[]
2645,5203,/classes/tests/test_subgraphviews.py_test_hidden_nodes,0,[],[]
2646,5202,/classes/tests/test_subgraphviews.py_setup_class,0,[],[]
2647,5201,/classes/tests/test_digraph_historical.py_test_reverse3,0,[],[]
2648,5200,/classes/tests/test_digraph_historical.py_test_reverse2,0,[],[]
2649,5199,/classes/tests/test_digraph_historical.py_test_reverse,0,[],[]
2650,5198,/classes/tests/test_digraph_historical.py_test_predecessors,0,[],[]
2651,5197,/classes/tests/test_digraph_historical.py_test_successors,0,[],[]
2652,5196,/classes/tests/test_digraph_historical.py_test_neighbors,0,[],[]
2653,5194,/classes/tests/test_digraph_historical.py_test_out_degree,0,[],[]
2654,5231,/classes/tests/test_backends.py_from_scipy_sparse_array,0,[],[]
2655,5193,/classes/tests/test_digraph_historical.py_test_in_degree,0,[],[]
2656,5192,/classes/tests/test_digraph_historical.py_setup_class,0,[],[]
2657,5191,/classes/tests/test_graph_historical.py_setup_class,0,[],[]
2658,5190,/classes/tests/dispatch_interface.py_can_run,0,[],[]
2659,5189,/classes/tests/dispatch_interface.py_on_start_tests,0,[],[]
2660,5188,/classes/tests/dispatch_interface.py_convert_to_nx,0,[],[]
2661,5187,/classes/tests/dispatch_interface.py_convert_from_nx,0,[],[]
2662,5186,/classes/tests/dispatch_interface.py___getattr__,0,[],[]
2663,5185,/classes/tests/dispatch_interface.py_convert,0,[],[]
2664,5184,/classes/tests/test_digraph.py_test_pred_succ,0,[],[]
2665,5206,/classes/tests/test_subgraphviews.py_test_shown_edges,0,[],[]
2666,5207,/classes/tests/test_subgraphviews.py_test_inoutedges,0,[],[]
2667,5208,/classes/tests/test_subgraphviews.py_test_pred,0,[],[]
2668,5209,/classes/tests/test_subgraphviews.py_test_inout_degree,0,[],[]
2669,5230,/classes/tests/test_backends.py_test_graph_converter_needs_backend,0,[],[]
2670,5229,/classes/tests/test_backends.py_test_pickle,0,[],[]
2671,5228,/classes/tests/test_backends.py_test_dispatch_kwds_vs_args,0,[],[]
2672,5227,/classes/tests/test_subgraphviews.py_test_readonly,0,[],[]
2673,5226,/classes/tests/test_subgraphviews.py_test_graph_attr_dict,0,[],[]
2674,5225,/classes/tests/test_subgraphviews.py_test_edge_attr_dict,0,[],[]
2675,5224,/classes/tests/test_subgraphviews.py_test_node_attr_dict,0,[],[]
2676,5223,/classes/tests/test_subgraphviews.py_test_remove_node,0,[],[]
2677,5222,/classes/tests/test_subgraphviews.py_test_add_node,0,[],[]
2678,5221,/classes/tests/test_subgraphviews.py_test_correct_edges,0,[],[]
2679,5220,/classes/tests/test_subgraphviews.py_test_correct_nodes,0,[],[]
2680,5219,/classes/tests/test_subgraphviews.py_setup_class,0,[],[]
2681,5218,/classes/tests/test_subgraphviews.py_graphs_equal,0,[],[]
2682,5217,/classes/tests/test_subgraphviews.py_same_attrdict,0,[],[]
2683,5216,/classes/tests/test_subgraphviews.py_test_partial_subgraph,0,[],[]
2684,5215,/classes/tests/test_subgraphviews.py_test_full_graph,0,[],[]
2685,5214,/classes/tests/test_subgraphviews.py_setup_class,0,[],[]
2686,5213,/classes/tests/test_subgraphviews.py_test_inout_degree,0,[],[]
2687,5212,/classes/tests/test_subgraphviews.py_test_shown_edges,0,[],[]
2688,5211,/classes/tests/test_subgraphviews.py_test_hidden_edges,0,[],[]
2689,5210,/classes/tests/test_subgraphviews.py_setup_class,0,[],[]
2690,5283,/classes/tests/test_graph.py_test_selfloop_degree,0,[],[]
2691,5284,/classes/tests/test_graph.py_test_selfloops,0,[],[]
2692,5285,/classes/tests/test_graph.py_test_cache_reset,0,[],[]
2693,5349,/classes/tests/test_graph.py_test_correct_nodes,0,[],[]
2694,5359,/classes/tests/test_reportviews.py_test_repr,0,[],[]
2695,5358,/classes/tests/test_reportviews.py_test_str,0,[],[]
2696,5357,/classes/tests/test_reportviews.py_test_pickle,0,[],[]
2697,5356,/classes/tests/test_reportviews.py_setup_class,0,[],[]
2698,5355,/classes/tests/test_graph.py_test_graph_attr_dict,0,[],[]
2699,5354,/classes/tests/test_graph.py_test_edge_attr_dict,0,[],[]
2700,5353,/classes/tests/test_graph.py_test_node_attr_dict,0,[],[]
2701,5352,/classes/tests/test_graph.py_test_remove_node,0,[],[]
2702,5351,/classes/tests/test_graph.py_test_add_node,0,[],[]
2703,5350,/classes/tests/test_graph.py_test_correct_edges,0,[],[]
2704,5348,/classes/tests/test_graph.py_setup_method,0,[],[]
2705,5336,/classes/tests/test_graph.py_test_add_nodes_from,0,[],[]
2706,5347,/classes/tests/test_graph.py_test_update,0,[],[]
2707,5346,/classes/tests/test_graph.py_test_get_edge_data,0,[],[]
2708,5345,/classes/tests/test_graph.py_test_edges_data,0,[],[]
2709,5344,/classes/tests/test_graph.py_test_clear_edges,0,[],[]
2710,5343,/classes/tests/test_graph.py_test_clear,0,[],[]
2711,5342,/classes/tests/test_graph.py_test_remove_edges_from,0,[],[]
2712,5341,/classes/tests/test_graph.py_test_remove_edge,0,[],[]
2713,5340,/classes/tests/test_graph.py_test_add_edges_from,0,[],[]
2714,5339,/classes/tests/test_graph.py_test_add_edge,0,[],[]
2715,5338,/classes/tests/test_graph.py_test_remove_nodes_from,0,[],[]
2716,5360,/classes/tests/test_reportviews.py_test_contains,0,[],[]
2717,5361,/classes/tests/test_reportviews.py_test_getitem,0,[],[]
2718,5362,/classes/tests/test_reportviews.py_test_iter,0,[],[]
2719,5363,/classes/tests/test_reportviews.py_test_call,0,[],[]
2720,5384,/classes/tests/test_reportviews.py_setup_class,0,[],[]
2721,5383,/classes/tests/test_reportviews.py_n_its,0,[],[]
2722,5382,/classes/tests/test_reportviews.py_setup_class,0,[],[]
2723,5381,/classes/tests/test_reportviews.py_n_its,0,[],[]
2724,5380,/classes/tests/test_reportviews.py_setup_class,0,[],[]
2725,5379,/classes/tests/test_reportviews.py_test_sub,0,[],[]
2726,5378,/classes/tests/test_reportviews.py_test_xor,0,[],[]
2727,5377,/classes/tests/test_reportviews.py_test_or,0,[],[]
2728,5376,/classes/tests/test_reportviews.py_test_and,0,[],[]
2729,5375,/classes/tests/test_reportviews.py_test_len,0,[],[]
2730,5374,/classes/tests/test_reportviews.py_n_its,0,[],[]
2731,5373,/classes/tests/test_reportviews.py_setup_class,0,[],[]
2732,5372,/classes/tests/test_reportviews.py_test_nodedataview_unhashable,0,[],[]
2733,5371,/classes/tests/test_reportviews.py_test_iter,0,[],[]
2734,5370,/classes/tests/test_reportviews.py_test_getitem,0,[],[]
2735,5369,/classes/tests/test_reportviews.py_test_contains,0,[],[]
2736,5368,/classes/tests/test_reportviews.py_test_repr,0,[],[]
2737,5367,/classes/tests/test_reportviews.py_test_str,0,[],[]
2738,5366,/classes/tests/test_reportviews.py_test_pickle,0,[],[]
2739,5365,/classes/tests/test_reportviews.py_test_viewtype,0,[],[]
2740,5364,/classes/tests/test_reportviews.py_setup_class,0,[],[]
2741,5337,/classes/tests/test_graph.py_test_remove_node,0,[],[]
2742,5335,/classes/tests/test_graph.py_test_add_node,0,[],[]
2743,5286,/classes/tests/test_graph.py_test_attributes_cached,0,[],[]
2744,5298,/classes/tests/test_graph.py_deepcopy_graph_attr,0,[],[]
2745,5308,/classes/tests/test_graph.py_graphs_equal,0,[],[]
2746,5307,/classes/tests/test_graph.py_different_attrdict,0,[],[]
2747,5306,/classes/tests/test_graph.py_same_attrdict,0,[],[]
2748,5305,/classes/tests/test_graph.py_shallow_copy_edge_attr,0,[],[]
2749,5304,/classes/tests/test_graph.py_shallow_copy_node_attr,0,[],[]
2750,5303,/classes/tests/test_graph.py_shallow_copy_graph_attr,0,[],[]
2751,5302,/classes/tests/test_graph.py_shallow_copy_attrdict,0,[],[]
2752,5301,/classes/tests/test_graph.py_is_shallow_copy,0,[],[]
2753,5300,/classes/tests/test_graph.py_deepcopy_edge_attr,0,[],[]
2754,5299,/classes/tests/test_graph.py_deepcopy_node_attr,0,[],[]
2755,5297,/classes/tests/test_graph.py_deep_copy_attrdict,0,[],[]
2756,5334,/classes/tests/test_graph.py_test_getitem,0,[],[]
2757,5296,/classes/tests/test_graph.py_is_deepcopy,0,[],[]
2758,5295,/classes/tests/test_graph.py_test_fresh_copy,0,[],[]
2759,5294,/classes/tests/test_graph.py_test_class_copy,0,[],[]
2760,5293,/classes/tests/test_graph.py_test_copy,0,[],[]
2761,5292,/classes/tests/test_graph.py_test_graph_chain,0,[],[]
2762,5291,/classes/tests/test_graph.py_test_str_named,0,[],[]
2763,5290,/classes/tests/test_graph.py_test_str_unnamed,0,[],[]
2764,5289,/classes/tests/test_graph.py_test_name,0,[],[]
2765,5288,/classes/tests/test_graph.py_add_attributes,0,[],[]
2766,5287,/classes/tests/test_graph.py_test_weighted_degree,0,[],[]
2767,5309,/classes/tests/test_graph.py_test_graph_attr,0,[],[]
2768,5310,/classes/tests/test_graph.py_test_node_attr,0,[],[]
2769,5311,/classes/tests/test_graph.py_test_node_attr2,0,[],[]
2770,5312,/classes/tests/test_graph.py_test_edge_lookup,0,[],[]
2771,5333,/classes/tests/test_graph.py_test_adjacency,0,[],[]
2772,5332,/classes/tests/test_graph.py_test_data_input,0,[],[]
2773,5331,/classes/tests/test_graph.py_test_pickle,0,[],[]
2774,5330,/classes/tests/test_graph.py_setup_method,0,[],[]
2775,5329,/classes/tests/test_graph.py_test_selfloops_attr,0,[],[]
2776,5328,/classes/tests/test_graph.py_test_subgraph,0,[],[]
2777,5327,/classes/tests/test_graph.py_test_to_directed,0,[],[]
2778,5326,/classes/tests/test_graph.py_to_undirected_class,0,[],[]
2779,5325,/classes/tests/test_graph.py_to_directed_class,0,[],[]
2780,5324,/classes/tests/test_graph.py_newDiGraph,0,[],[]
2781,5323,/classes/tests/test_graph.py_to_undirected_class,0,[],[]
2782,5322,/classes/tests/test_graph.py_to_directed_class,0,[],[]
2783,5321,/classes/tests/test_graph.py_newGraph,0,[],[]
2784,5320,/classes/tests/test_graph.py_test_directed_class,0,[],[]
2785,5319,/classes/tests/test_graph.py_test_to_undirected_as_view,0,[],[]
2786,5318,/classes/tests/test_graph.py_test_to_directed_as_view,0,[],[]
2787,5317,/classes/tests/test_graph.py_test_to_undirected,0,[],[]
2788,5316,/classes/tests/test_graph.py_test_edge_attr4,0,[],[]
2789,5315,/classes/tests/test_graph.py_test_edge_attr3,0,[],[]
2790,5314,/classes/tests/test_graph.py_test_edge_attr2,0,[],[]
2791,5313,/classes/tests/test_graph.py_test_edge_attr,0,[],[]
2792,5183,/classes/tests/test_digraph.py_setup_method,0,[],[]
2793,5182,/classes/tests/test_digraph.py_test_clear_edges,0,[],[]
2794,5181,/classes/tests/test_digraph.py_test_clear,0,[],[]
2795,5042,/classes/tests/test_coreviews.py_setup_method,0,[],[]
2796,5052,/classes/tests/test_coreviews.py_test_copy,0,[],[]
2797,5051,/classes/tests/test_coreviews.py_test_str_repr,0,[],[]
2798,5050,/classes/tests/test_coreviews.py_test_hide_show_nodes,0,[],[]
2799,5049,/classes/tests/test_coreviews.py_setup_method,0,[],[]
2800,5048,/classes/tests/test_coreviews.py_test_copy,0,[],[]
2801,5047,/classes/tests/test_coreviews.py_test_getitem,0,[],[]
2802,5046,/classes/tests/test_coreviews.py_setup_method,0,[],[]
2803,5045,/classes/tests/test_coreviews.py_test_copy,0,[],[]
2804,3405,/algorithms/connectivity/tests/test_cuts.py_test_octahedral_cutset,0,[],[]
2805,5043,/classes/tests/test_coreviews.py_test_len,0,[],[]
2806,5041,/classes/tests/test_coreviews.py_test_repr,0,[],[]
2807,5029,/classes/tests/test_coreviews.py_test_getitem,0,[],[]
2808,5040,/classes/tests/test_coreviews.py_test_str,0,[],[]
2809,5039,/classes/tests/test_coreviews.py_test_copy,0,[],[]
2810,5038,/classes/tests/test_coreviews.py_test_getitem,0,[],[]
2811,5037,/classes/tests/test_coreviews.py_test_iter,0,[],[]
2812,5036,/classes/tests/test_coreviews.py_test_len,0,[],[]
2813,5035,/classes/tests/test_coreviews.py_test_pickle,0,[],[]
2814,5034,/classes/tests/test_coreviews.py_setup_method,0,[],[]
2815,5033,/classes/tests/test_coreviews.py_test_repr,0,[],[]
2816,5032,/classes/tests/test_coreviews.py_test_str,0,[],[]
2817,5031,/classes/tests/test_coreviews.py_test_items,0,[],[]
2818,5053,/classes/tests/test_special.py_test_factories,0,[],[]
2819,5054,/classes/tests/test_special.py_mydict1,0,[],[]
2820,5055,/classes/tests/test_special.py_mydict2,0,[],[]
2821,5056,/classes/tests/test_special.py_mydict3,0,[],[]
2822,5077,/classes/tests/test_multidigraph.py_test_in_edges_no_keys,0,[],[]
2823,5076,/classes/tests/test_multidigraph.py_test_in_edges,0,[],[]
2824,5075,/classes/tests/test_multidigraph.py_test_out_edges_data,0,[],[]
2825,5074,/classes/tests/test_multidigraph.py_test_out_edges_multi,0,[],[]
2826,5073,/classes/tests/test_multidigraph.py_test_out_edges,0,[],[]
2827,5072,/classes/tests/test_multidigraph.py_test_edges_multi,0,[],[]
2828,5071,/classes/tests/test_multidigraph.py_test_edges_data,0,[],[]
2829,5070,/classes/tests/test_multidigraph.py_test_edges,0,[],[]
2830,5069,/classes/tests/test_special.py_setup_method,0,[],[]
2831,5068,/classes/tests/test_special.py_setup_method,0,[],[]
2832,5067,/classes/tests/test_special.py_edge_attr_dict_factory,0,[],[]
2833,5066,/classes/tests/test_special.py_MyGraph,0,[],[]
2834,5065,/classes/tests/test_special.py_setup_method,0,[],[]
2835,5064,/classes/tests/test_special.py_setup_method,0,[],[]
2836,5063,/classes/tests/test_special.py_edge_attr_dict_factory,0,[],[]
2837,5062,/classes/tests/test_special.py_MyGraph,0,[],[]
2838,5061,/classes/tests/test_special.py_setup_method,0,[],[]
2839,5060,/classes/tests/test_special.py_setup_method,0,[],[]
2840,5059,/classes/tests/test_special.py_MyGraph,0,[],[]
2841,5058,/classes/tests/test_special.py_mydict5,0,[],[]
2842,5057,/classes/tests/test_special.py_mydict4,0,[],[]
2843,5030,/classes/tests/test_coreviews.py_test_copy,0,[],[]
2844,5028,/classes/tests/test_coreviews.py_test_iter,0,[],[]
2845,5079,/classes/tests/test_multidigraph.py_is_shallow,0,[],[]
2846,4991,/classes/tests/test_graphviews.py_test_subgraph_toundirected,0,[],[]
2847,5001,/classes/tests/test_graphviews.py_MyGraph,0,[],[]
2848,5000,/classes/tests/test_graphviews.py_test_subclass,0,[],[]
2849,4999,/classes/tests/test_graphviews.py_test_copy_of_view,0,[],[]
2850,4998,/classes/tests/test_graphviews.py_test_copy_multisubgraph,0,[],[]
2851,4997,/classes/tests/test_graphviews.py_test_copy_multidisubgraph,0,[],[]
2852,4996,/classes/tests/test_graphviews.py_test_copy_disubgraph,0,[],[]
2853,4995,/classes/tests/test_graphviews.py_test_copy_subgraph,0,[],[]
2854,4994,/classes/tests/test_graphviews.py_test_subgraph_edgesubgraph_toundirected,0,[],[]
2855,4993,/classes/tests/test_graphviews.py_test_reverse_reverse_copy,0,[],[]
2856,4992,/classes/tests/test_graphviews.py_test_reverse_subgraph_toundirected,0,[],[]
2857,4990,/classes/tests/test_graphviews.py_test_subgraph_todirected,0,[],[]
2858,5027,/classes/tests/test_coreviews.py_test_len,0,[],[]
2859,4989,/classes/tests/test_graphviews.py_test_subgraph_copy,0,[],[]
2860,4988,/classes/tests/test_graphviews.py_test_restricted_induced_subgraph_chains,0,[],[]
2861,4987,/classes/tests/test_graphviews.py_test_subgraph_of_subgraph,0,[],[]
2862,4986,/classes/tests/test_graphviews.py_test_pickle,0,[],[]
2863,4985,/classes/tests/test_graphviews.py_setup_class,0,[],[]
2864,4984,/classes/tests/test_graphviews.py_test_iter,0,[],[]
2865,4983,/classes/tests/test_graphviews.py_test_contains,0,[],[]
2866,4982,/classes/tests/test_graphviews.py_test_pickle,0,[],[]
2867,4981,/classes/tests/test_graphviews.py_test_already_directed,0,[],[]
2868,4980,/classes/tests/test_graphviews.py_test_directed,0,[],[]
2869,5002,/classes/tests/test_graphviews.py_my_method,0,[],[]
2870,5003,/classes/tests/test_graphviews.py_to_directed_class,0,[],[]
2871,5004,/classes/tests/test_coreviews.py_setup_method,0,[],[]
2872,5005,/classes/tests/test_coreviews.py_test_pickle,0,[],[]
2873,5026,/classes/tests/test_coreviews.py_test_pickle,0,[],[]
2874,5025,/classes/tests/test_coreviews.py_setup_method,0,[],[]
2875,5024,/classes/tests/test_coreviews.py_test_copy,0,[],[]
2876,5023,/classes/tests/test_coreviews.py_test_getitem,0,[],[]
2877,5022,/classes/tests/test_coreviews.py_setup_method,0,[],[]
2878,5021,/classes/tests/test_coreviews.py_test_repr,0,[],[]
2879,5020,/classes/tests/test_coreviews.py_test_str,0,[],[]
2880,5019,/classes/tests/test_coreviews.py_test_items,0,[],[]
2881,5018,/classes/tests/test_coreviews.py_test_copy,0,[],[]
2882,5017,/classes/tests/test_coreviews.py_test_getitem,0,[],[]
2883,5016,/classes/tests/test_coreviews.py_test_iter,0,[],[]
2884,5015,/classes/tests/test_coreviews.py_test_len,0,[],[]
2885,5014,/classes/tests/test_coreviews.py_test_pickle,0,[],[]
2886,5013,/classes/tests/test_coreviews.py_setup_method,0,[],[]
2887,5012,/classes/tests/test_coreviews.py_test_repr,0,[],[]
2888,5011,/classes/tests/test_coreviews.py_test_str,0,[],[]
2889,5010,/classes/tests/test_coreviews.py_test_items,0,[],[]
2890,5009,/classes/tests/test_coreviews.py_test_copy,0,[],[]
2891,5008,/classes/tests/test_coreviews.py_test_getitem,0,[],[]
2892,5007,/classes/tests/test_coreviews.py_test_iter,0,[],[]
2893,5006,/classes/tests/test_coreviews.py_test_len,0,[],[]
2894,5078,/classes/tests/test_multidigraph.py_test_in_edges_data,0,[],[]
2895,5080,/classes/tests/test_multidigraph.py_is_deep,0,[],[]
2896,5180,/classes/tests/test_digraph.py_test_remove_edges_from,0,[],[]
2897,5144,/classes/tests/test_filters.py_test_show_edges,0,[],[]
2898,5154,/classes/tests/test_digraph.py_test_predecessors,0,[],[]
2899,5153,/classes/tests/test_digraph.py_test_has_predecessor,0,[],[]
2900,5152,/classes/tests/test_digraph.py_test_successors,0,[],[]
2901,5151,/classes/tests/test_digraph.py_test_has_successor,0,[],[]
2902,5150,/classes/tests/test_filters.py_test_show_multidiedges,0,[],[]
2903,5149,/classes/tests/test_filters.py_test_hide_multidiedges,0,[],[]
2904,5148,/classes/tests/test_filters.py_test_show_multiedges,0,[],[]
2905,5147,/classes/tests/test_filters.py_test_hide_multiedges,0,[],[]
2906,5146,/classes/tests/test_filters.py_test_show_diedges,0,[],[]
2907,5145,/classes/tests/test_filters.py_test_hide_diedges,0,[],[]
2908,5143,/classes/tests/test_filters.py_test_hide_edges,0,[],[]
2909,5131,/classes/tests/test_multigraph.py_setup_method,0,[],[]
2910,5142,/classes/tests/test_filters.py_test_show_nodes,0,[],[]
2911,5141,/classes/tests/test_filters.py_test_hide_nodes,0,[],[]
2912,5140,/classes/tests/test_filters.py_test_no_filter,0,[],[]
2913,5139,/classes/tests/test_multigraph.py_setup_method,0,[],[]
2914,5138,/classes/tests/test_multigraph.py_test_graph_attr_dict,0,[],[]
2915,5137,/classes/tests/test_multigraph.py_test_edge_attr_dict,0,[],[]
2916,5136,/classes/tests/test_multigraph.py_test_node_attr_dict,0,[],[]
