,function_name,np,function_np,numpy_api_link,ak,function_ak,arkouda_api_link,partial_ak_coverage
742,std,numpy.std,std,https://numpy.org/doc/stable/reference/generated/numpy.std.html,arkouda.pdarrayclass.std,pdarrayclass.std,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.std,True
743,std,numpy.std,std,https://numpy.org/doc/stable/reference/generated/numpy.std.html,arkouda.array_api._statistical_functions.std,array_api._statistical_functions.std,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.std,True
744,sum,numpy.ma.MaskedArray.sum,ma.MaskedArray.sum,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.sum.html,arkouda.pdarrayclass.sum,pdarrayclass.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.sum,True
745,sum,numpy.ma.MaskedArray.sum,ma.MaskedArray.sum,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.sum.html,arkouda.array_api._statistical_functions.sum,array_api._statistical_functions.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.sum,True
746,sum,numpy.ma.sum,ma.sum,https://numpy.org/doc/stable/reference/generated/numpy.ma.sum.html,arkouda.pdarrayclass.sum,pdarrayclass.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.sum,True
747,sum,numpy.ma.sum,ma.sum,https://numpy.org/doc/stable/reference/generated/numpy.ma.sum.html,arkouda.array_api._statistical_functions.sum,array_api._statistical_functions.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.sum,True
748,sum,numpy.matrix.sum,matrix.sum,https://numpy.org/doc/stable/reference/generated/numpy.matrix.sum.html,arkouda.pdarrayclass.sum,pdarrayclass.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.sum,True
749,sum,numpy.matrix.sum,matrix.sum,https://numpy.org/doc/stable/reference/generated/numpy.matrix.sum.html,arkouda.array_api._statistical_functions.sum,array_api._statistical_functions.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.sum,True
750,sum,numpy.ndarray.sum,ndarray.sum,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.sum.html,arkouda.pdarrayclass.sum,pdarrayclass.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.sum,True
751,sum,numpy.ndarray.sum,ndarray.sum,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.sum.html,arkouda.array_api._statistical_functions.sum,array_api._statistical_functions.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.sum,True
752,sum,numpy.sum,sum,https://numpy.org/doc/stable/reference/generated/numpy.sum.html,arkouda.pdarrayclass.sum,pdarrayclass.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.sum,True
753,sum,numpy.sum,sum,https://numpy.org/doc/stable/reference/generated/numpy.sum.html,arkouda.array_api._statistical_functions.sum,array_api._statistical_functions.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.sum,True
754,swapaxes,numpy.ma.MaskedArray.swapaxes,ma.MaskedArray.swapaxes,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.swapaxes.html,,,,False
755,swapaxes,numpy.ma.swapaxes,ma.swapaxes,https://numpy.org/doc/stable/reference/generated/numpy.ma.swapaxes.html,,,,False
756,swapaxes,numpy.matrix.swapaxes,matrix.swapaxes,https://numpy.org/doc/stable/reference/generated/numpy.matrix.swapaxes.html,,,,False
757,swapaxes,numpy.ndarray.swapaxes,ndarray.swapaxes,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.swapaxes.html,,,,False
758,swapaxes,numpy.swapaxes,swapaxes,https://numpy.org/doc/stable/reference/generated/numpy.swapaxes.html,,,,False
759,tobytes,numpy.ma.MaskedArray.tobytes,ma.MaskedArray.tobytes,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.tobytes.html,,,,False
760,tobytes,numpy.matrix.tobytes,matrix.tobytes,https://numpy.org/doc/stable/reference/generated/numpy.matrix.tobytes.html,,,,False
761,tobytes,numpy.ndarray.tobytes,ndarray.tobytes,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.tobytes.html,,,,False
762,tofile,numpy.ma.MaskedArray.tofile,ma.MaskedArray.tofile,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.tofile.html,,,,False
763,tofile,numpy.matrix.tofile,matrix.tofile,https://numpy.org/doc/stable/reference/generated/numpy.matrix.tofile.html,,,,False
764,tofile,numpy.ndarray.tofile,ndarray.tofile,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.tofile.html,,,,False
765,tolist,numpy.ma.MaskedArray.tolist,ma.MaskedArray.tolist,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.tolist.html,,,,False
766,tolist,numpy.matrix.tolist,matrix.tolist,https://numpy.org/doc/stable/reference/generated/numpy.matrix.tolist.html,,,,False
767,tolist,numpy.ndarray.tolist,ndarray.tolist,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.tolist.html,,,,False
768,torecords,numpy.ma.MaskedArray.torecords,ma.MaskedArray.torecords,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.torecords.html,,,,False
769,trace,numpy.ma.MaskedArray.trace,ma.MaskedArray.trace,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.trace.html,,,,False
770,trace,numpy.ma.trace,ma.trace,https://numpy.org/doc/stable/reference/generated/numpy.ma.trace.html,,,,False
771,trace,numpy.matrix.trace,matrix.trace,https://numpy.org/doc/stable/reference/generated/numpy.matrix.trace.html,,,,False
772,trace,numpy.ndarray.trace,ndarray.trace,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.trace.html,,,,False
773,trace,numpy.trace,trace,https://numpy.org/doc/stable/reference/generated/numpy.trace.html,,,,False
774,transpose,numpy.ma.MaskedArray.transpose,ma.MaskedArray.transpose,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.transpose.html,,,,False
775,transpose,numpy.ma.transpose,ma.transpose,https://numpy.org/doc/stable/reference/generated/numpy.ma.transpose.html,,,,False
776,transpose,numpy.matrix.transpose,matrix.transpose,https://numpy.org/doc/stable/reference/generated/numpy.matrix.transpose.html,,,,False
777,transpose,numpy.ndarray.transpose,ndarray.transpose,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.transpose.html,,,,False
778,transpose,numpy.transpose,transpose,https://numpy.org/doc/stable/reference/generated/numpy.transpose.html,,,,False
779,unshare_mask,numpy.ma.MaskedArray.unshare_mask,ma.MaskedArray.unshare_mask,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.unshare_mask.html,,,,False
780,var,numpy.ma.MaskedArray.var,ma.MaskedArray.var,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.var.html,arkouda.pdarrayclass.var,pdarrayclass.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.var,True
781,var,numpy.ma.MaskedArray.var,ma.MaskedArray.var,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.var.html,arkouda.array_api._statistical_functions.var,array_api._statistical_functions.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.var,True
782,var,numpy.ma.var,ma.var,https://numpy.org/doc/stable/reference/generated/numpy.ma.var.html,arkouda.pdarrayclass.var,pdarrayclass.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.var,True
783,var,numpy.ma.var,ma.var,https://numpy.org/doc/stable/reference/generated/numpy.ma.var.html,arkouda.array_api._statistical_functions.var,array_api._statistical_functions.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.var,True
784,var,numpy.matrix.var,matrix.var,https://numpy.org/doc/stable/reference/generated/numpy.matrix.var.html,arkouda.pdarrayclass.var,pdarrayclass.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.var,True
785,var,numpy.matrix.var,matrix.var,https://numpy.org/doc/stable/reference/generated/numpy.matrix.var.html,arkouda.array_api._statistical_functions.var,array_api._statistical_functions.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.var,True
786,var,numpy.ndarray.var,ndarray.var,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.var.html,arkouda.pdarrayclass.var,pdarrayclass.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.var,True
787,var,numpy.ndarray.var,ndarray.var,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.var.html,arkouda.array_api._statistical_functions.var,array_api._statistical_functions.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.var,True
788,var,numpy.var,var,https://numpy.org/doc/stable/reference/generated/numpy.var.html,arkouda.pdarrayclass.var,pdarrayclass.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.var,True
789,var,numpy.var,var,https://numpy.org/doc/stable/reference/generated/numpy.var.html,arkouda.array_api._statistical_functions.var,array_api._statistical_functions.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.var,True
790,MaskType,numpy.ma.MaskType,ma.MaskType,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskType.html,,,,False
791,maximum_fill_value,numpy.ma.maximum_fill_value,ma.maximum_fill_value,https://numpy.org/doc/stable/reference/generated/numpy.ma.maximum_fill_value.html,,,,False
792,median,numpy.ma.median,ma.median,https://numpy.org/doc/stable/reference/generated/numpy.ma.median.html,,,,False
793,median,numpy.median,median,https://numpy.org/doc/stable/reference/generated/numpy.median.html,,,,False
794,minimum_fill_value,numpy.ma.minimum_fill_value,ma.minimum_fill_value,https://numpy.org/doc/stable/reference/generated/numpy.ma.minimum_fill_value.html,,,,False
795,mr_,numpy.ma.mr_,ma.mr_,https://numpy.org/doc/stable/reference/generated/numpy.ma.mr_.html,,,,False
796,ndenumerate,numpy.ma.ndenumerate,ma.ndenumerate,https://numpy.org/doc/stable/reference/generated/numpy.ma.ndenumerate.html,,,,False
797,ndenumerate,numpy.ndenumerate,ndenumerate,https://numpy.org/doc/stable/reference/generated/numpy.ndenumerate.html,,,,False
798,notmasked_contiguous,numpy.ma.notmasked_contiguous,ma.notmasked_contiguous,https://numpy.org/doc/stable/reference/generated/numpy.ma.notmasked_contiguous.html,,,,False
799,notmasked_edges,numpy.ma.notmasked_edges,ma.notmasked_edges,https://numpy.org/doc/stable/reference/generated/numpy.ma.notmasked_edges.html,,,,False
800,ones,numpy.ma.ones,ma.ones,https://numpy.org/doc/stable/reference/generated/numpy.ma.ones.html,arkouda.pdarraycreation.ones,pdarraycreation.ones,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.ones,True
801,ones,numpy.ma.ones,ma.ones,https://numpy.org/doc/stable/reference/generated/numpy.ma.ones.html,arkouda.array_api._creation_functions.ones,array_api._creation_functions.ones,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.ones,True
802,ones,numpy.matlib.ones,matlib.ones,https://numpy.org/doc/stable/reference/generated/numpy.matlib.ones.html,arkouda.pdarraycreation.ones,pdarraycreation.ones,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.ones,True
803,ones,numpy.matlib.ones,matlib.ones,https://numpy.org/doc/stable/reference/generated/numpy.matlib.ones.html,arkouda.array_api._creation_functions.ones,array_api._creation_functions.ones,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.ones,True
804,ones,numpy.ones,ones,https://numpy.org/doc/stable/reference/generated/numpy.ones.html,arkouda.pdarraycreation.ones,pdarraycreation.ones,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.ones,True
805,ones,numpy.ones,ones,https://numpy.org/doc/stable/reference/generated/numpy.ones.html,arkouda.array_api._creation_functions.ones,array_api._creation_functions.ones,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.ones,True
806,ones_like,numpy.ma.ones_like,ma.ones_like,https://numpy.org/doc/stable/reference/generated/numpy.ma.ones_like.html,arkouda.pdarraycreation.ones_like,pdarraycreation.ones_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.ones_like,True
807,ones_like,numpy.ma.ones_like,ma.ones_like,https://numpy.org/doc/stable/reference/generated/numpy.ma.ones_like.html,arkouda.array_api._creation_functions.ones_like,array_api._creation_functions.ones_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.ones_like,True
808,ones_like,numpy.ones_like,ones_like,https://numpy.org/doc/stable/reference/generated/numpy.ones_like.html,arkouda.pdarraycreation.ones_like,pdarraycreation.ones_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.ones_like,True
809,ones_like,numpy.ones_like,ones_like,https://numpy.org/doc/stable/reference/generated/numpy.ones_like.html,arkouda.array_api._creation_functions.ones_like,array_api._creation_functions.ones_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.ones_like,True
810,outer,numpy.ma.outer,ma.outer,https://numpy.org/doc/stable/reference/generated/numpy.ma.outer.html,,,,False
811,outer,numpy.outer,outer,https://numpy.org/doc/stable/reference/generated/numpy.outer.html,,,,False
812,outerproduct,numpy.ma.outerproduct,ma.outerproduct,https://numpy.org/doc/stable/reference/generated/numpy.ma.outerproduct.html,,,,False
813,polyfit,numpy.ma.polyfit,ma.polyfit,https://numpy.org/doc/stable/reference/generated/numpy.ma.polyfit.html,,,,False
814,polyfit,numpy.polyfit,polyfit,https://numpy.org/doc/stable/reference/generated/numpy.polyfit.html,,,,False
815,polyfit,numpy.polynomial.polynomial.polyfit,polynomial.polynomial.polyfit,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyfit.html,,,,False
816,row_stack,numpy.ma.row_stack,ma.row_stack,https://numpy.org/doc/stable/reference/generated/numpy.ma.row_stack.html,,,,False
817,row_stack,numpy.row_stack,row_stack,https://numpy.org/doc/stable/reference/generated/numpy.row_stack.html,,,,False
818,setdiff1d,numpy.ma.setdiff1d,ma.setdiff1d,https://numpy.org/doc/stable/reference/generated/numpy.ma.setdiff1d.html,arkouda.pdarraysetops.setdiff1d,pdarraysetops.setdiff1d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.setdiff1d,True
819,setdiff1d,numpy.setdiff1d,setdiff1d,https://numpy.org/doc/stable/reference/generated/numpy.setdiff1d.html,arkouda.pdarraysetops.setdiff1d,pdarraysetops.setdiff1d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.setdiff1d,True
820,setxor1d,numpy.ma.setxor1d,ma.setxor1d,https://numpy.org/doc/stable/reference/generated/numpy.ma.setxor1d.html,arkouda.pdarraysetops.setxor1d,pdarraysetops.setxor1d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.setxor1d,True
821,setxor1d,numpy.setxor1d,setxor1d,https://numpy.org/doc/stable/reference/generated/numpy.setxor1d.html,arkouda.pdarraysetops.setxor1d,pdarraysetops.setxor1d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.setxor1d,True
822,stack,numpy.ma.stack,ma.stack,https://numpy.org/doc/stable/reference/generated/numpy.ma.stack.html,arkouda.array_api._manipulation_functions.stack,array_api._manipulation_functions.stack,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.stack,True
823,stack,numpy.stack,stack,https://numpy.org/doc/stable/reference/generated/numpy.stack.html,arkouda.array_api._manipulation_functions.stack,array_api._manipulation_functions.stack,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.stack,True
824,union1d,numpy.ma.union1d,ma.union1d,https://numpy.org/doc/stable/reference/generated/numpy.ma.union1d.html,arkouda.pdarraysetops.union1d,pdarraysetops.union1d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.union1d,True
825,union1d,numpy.union1d,union1d,https://numpy.org/doc/stable/reference/generated/numpy.union1d.html,arkouda.pdarraysetops.union1d,pdarraysetops.union1d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.union1d,True
826,unique,numpy.ma.unique,ma.unique,https://numpy.org/doc/stable/reference/generated/numpy.ma.unique.html,arkouda.categorical.Categorical.unique,categorical.Categorical.unique,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.categorical.Categorical.unique,True
827,unique,numpy.ma.unique,ma.unique,https://numpy.org/doc/stable/reference/generated/numpy.ma.unique.html,arkouda.groupbyclass.unique,groupbyclass.unique,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.groupbyclass.unique,True
828,unique,numpy.unique,unique,https://numpy.org/doc/stable/reference/generated/numpy.unique.html,arkouda.categorical.Categorical.unique,categorical.Categorical.unique,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.categorical.Categorical.unique,True
829,unique,numpy.unique,unique,https://numpy.org/doc/stable/reference/generated/numpy.unique.html,arkouda.groupbyclass.unique,groupbyclass.unique,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.groupbyclass.unique,True
830,vander,numpy.ma.vander,ma.vander,https://numpy.org/doc/stable/reference/generated/numpy.ma.vander.html,,,,False
831,vander,numpy.vander,vander,https://numpy.org/doc/stable/reference/generated/numpy.vander.html,,,,False
832,vstack,numpy.ma.vstack,ma.vstack,https://numpy.org/doc/stable/reference/generated/numpy.ma.vstack.html,,,,False
833,vstack,numpy.vstack,vstack,https://numpy.org/doc/stable/reference/generated/numpy.vstack.html,,,,False
834,where,numpy.ma.where,ma.where,https://numpy.org/doc/stable/reference/generated/numpy.ma.where.html,arkouda.numeric.where,numeric.where,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.where,True
835,where,numpy.ma.where,ma.where,https://numpy.org/doc/stable/reference/generated/numpy.ma.where.html,arkouda.array_api._searching_functions.where,array_api._searching_functions.where,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.where,True
836,where,numpy.where,where,https://numpy.org/doc/stable/reference/generated/numpy.where.html,arkouda.numeric.where,numeric.where,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.where,True
837,where,numpy.where,where,https://numpy.org/doc/stable/reference/generated/numpy.where.html,arkouda.array_api._searching_functions.where,array_api._searching_functions.where,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.where,True
838,zeros,numpy.ma.zeros,ma.zeros,https://numpy.org/doc/stable/reference/generated/numpy.ma.zeros.html,arkouda.pdarraycreation.zeros,pdarraycreation.zeros,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.zeros,True
839,zeros,numpy.ma.zeros,ma.zeros,https://numpy.org/doc/stable/reference/generated/numpy.ma.zeros.html,arkouda.array_api._creation_functions.zeros,array_api._creation_functions.zeros,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.zeros,True
840,zeros,numpy.matlib.zeros,matlib.zeros,https://numpy.org/doc/stable/reference/generated/numpy.matlib.zeros.html,arkouda.pdarraycreation.zeros,pdarraycreation.zeros,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.zeros,True
841,zeros,numpy.matlib.zeros,matlib.zeros,https://numpy.org/doc/stable/reference/generated/numpy.matlib.zeros.html,arkouda.array_api._creation_functions.zeros,array_api._creation_functions.zeros,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.zeros,True
842,zeros,numpy.zeros,zeros,https://numpy.org/doc/stable/reference/generated/numpy.zeros.html,arkouda.pdarraycreation.zeros,pdarraycreation.zeros,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.zeros,True
843,zeros,numpy.zeros,zeros,https://numpy.org/doc/stable/reference/generated/numpy.zeros.html,arkouda.array_api._creation_functions.zeros,array_api._creation_functions.zeros,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.zeros,True
844,zeros_like,numpy.ma.zeros_like,ma.zeros_like,https://numpy.org/doc/stable/reference/generated/numpy.ma.zeros_like.html,arkouda.pdarraycreation.zeros_like,pdarraycreation.zeros_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.zeros_like,True
845,zeros_like,numpy.ma.zeros_like,ma.zeros_like,https://numpy.org/doc/stable/reference/generated/numpy.ma.zeros_like.html,arkouda.array_api._creation_functions.zeros_like,array_api._creation_functions.zeros_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.zeros_like,True
846,zeros_like,numpy.zeros_like,zeros_like,https://numpy.org/doc/stable/reference/generated/numpy.zeros_like.html,arkouda.pdarraycreation.zeros_like,pdarraycreation.zeros_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.zeros_like,True
847,zeros_like,numpy.zeros_like,zeros_like,https://numpy.org/doc/stable/reference/generated/numpy.zeros_like.html,arkouda.array_api._creation_functions.zeros_like,array_api._creation_functions.zeros_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.zeros_like,True
848,mask_indices,numpy.mask_indices,mask_indices,https://numpy.org/doc/stable/reference/generated/numpy.mask_indices.html,,,,False
849,mat,numpy.mat,mat,https://numpy.org/doc/stable/reference/generated/numpy.mat.html,,,,False
850,rand,numpy.matlib.rand,matlib.rand,https://numpy.org/doc/stable/reference/generated/numpy.matlib.rand.html,,,,False
851,rand,numpy.random.rand,random.rand,https://numpy.org/doc/stable/reference/generated/numpy.random.rand.html,,,,False
852,rand,numpy.random.RandomState.rand,random.RandomState.rand,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.rand.html,,,,False
853,randn,numpy.matlib.randn,matlib.randn,https://numpy.org/doc/stable/reference/generated/numpy.matlib.randn.html,,,,False
854,randn,numpy.random.randn,random.randn,https://numpy.org/doc/stable/reference/generated/numpy.random.randn.html,,,,False
855,randn,numpy.random.RandomState.randn,random.RandomState.randn,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.randn.html,,,,False
856,repmat,numpy.matlib.repmat,matlib.repmat,https://numpy.org/doc/stable/reference/generated/numpy.matlib.repmat.html,,,,False
857,matmul,numpy.matmul,matmul,https://numpy.org/doc/stable/reference/generated/numpy.matmul.html,arkouda.array_api.linalg.matmul,array_api.linalg.matmul,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api.linalg.matmul,True
858,matrix,numpy.matrix,matrix,https://numpy.org/doc/stable/reference/generated/numpy.matrix.html,,,,False
859,astype,numpy.matrix.astype,matrix.astype,https://numpy.org/doc/stable/reference/generated/numpy.matrix.astype.html,arkouda.array_api._data_type_functions.astype,array_api._data_type_functions.astype,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._data_type_functions.astype,True
860,astype,numpy.ndarray.astype,ndarray.astype,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.astype.html,arkouda.array_api._data_type_functions.astype,array_api._data_type_functions.astype,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._data_type_functions.astype,True
861,byteswap,numpy.matrix.byteswap,matrix.byteswap,https://numpy.org/doc/stable/reference/generated/numpy.matrix.byteswap.html,,,,False
862,byteswap,numpy.ndarray.byteswap,ndarray.byteswap,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.byteswap.html,,,,False
863,dump,numpy.matrix.dump,matrix.dump,https://numpy.org/doc/stable/reference/generated/numpy.matrix.dump.html,,,,False
864,dump,numpy.ndarray.dump,ndarray.dump,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.dump.html,,,,False
865,dumps,numpy.matrix.dumps,matrix.dumps,https://numpy.org/doc/stable/reference/generated/numpy.matrix.dumps.html,,,,False
866,dumps,numpy.ndarray.dumps,ndarray.dumps,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.dumps.html,,,,False
867,fill,numpy.matrix.fill,matrix.fill,https://numpy.org/doc/stable/reference/generated/numpy.matrix.fill.html,,,,False
868,fill,numpy.ndarray.fill,ndarray.fill,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.fill.html,,,,False
869,getA,numpy.matrix.getA,matrix.getA,https://numpy.org/doc/stable/reference/generated/numpy.matrix.getA.html,,,,False
870,getA1,numpy.matrix.getA1,matrix.getA1,https://numpy.org/doc/stable/reference/generated/numpy.matrix.getA1.html,,,,False
871,getfield,numpy.matrix.getfield,matrix.getfield,https://numpy.org/doc/stable/reference/generated/numpy.matrix.getfield.html,,,,False
872,getfield,numpy.ndarray.getfield,ndarray.getfield,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.getfield.html,,,,False
873,getH,numpy.matrix.getH,matrix.getH,https://numpy.org/doc/stable/reference/generated/numpy.matrix.getH.html,,,,False
874,getI,numpy.matrix.getI,matrix.getI,https://numpy.org/doc/stable/reference/generated/numpy.matrix.getI.html,,,,False
875,getT,numpy.matrix.getT,matrix.getT,https://numpy.org/doc/stable/reference/generated/numpy.matrix.getT.html,,,,False
876,item,numpy.matrix.item,matrix.item,https://numpy.org/doc/stable/reference/generated/numpy.matrix.item.html,,,,False
877,item,numpy.ndarray.item,ndarray.item,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.item.html,,,,False
878,itemset,numpy.matrix.itemset,matrix.itemset,https://numpy.org/doc/stable/reference/generated/numpy.matrix.itemset.html,,,,False
879,itemset,numpy.ndarray.itemset,ndarray.itemset,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.itemset.html,,,,False
880,newbyteorder,numpy.matrix.newbyteorder,matrix.newbyteorder,https://numpy.org/doc/stable/reference/generated/numpy.matrix.newbyteorder.html,,,,False
881,newbyteorder,numpy.ndarray.newbyteorder,ndarray.newbyteorder,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.newbyteorder.html,,,,False
