,function_name,np,function_np,numpy_api_link,ak,function_ak,arkouda_api_link,partial_ak_coverage
665,min,numpy.min,min,https://numpy.org/doc/stable/reference/generated/numpy.min.html,arkouda.pdarrayclass.min,pdarrayclass.min,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.min,True
666,min,numpy.min,min,https://numpy.org/doc/stable/reference/generated/numpy.min.html,arkouda.array_api._statistical_functions.min,array_api._statistical_functions.min,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.min,True
667,min,numpy.ndarray.min,ndarray.min,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.min.html,arkouda.pdarrayclass.min,pdarrayclass.min,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.min,True
668,min,numpy.ndarray.min,ndarray.min,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.min.html,arkouda.array_api._statistical_functions.min,array_api._statistical_functions.min,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.min,True
669,nonzero,numpy.ma.MaskedArray.nonzero,ma.MaskedArray.nonzero,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.nonzero.html,arkouda.array_api._searching_functions.nonzero,array_api._searching_functions.nonzero,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.nonzero,True
670,nonzero,numpy.ma.nonzero,ma.nonzero,https://numpy.org/doc/stable/reference/generated/numpy.ma.nonzero.html,arkouda.array_api._searching_functions.nonzero,array_api._searching_functions.nonzero,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.nonzero,True
671,nonzero,numpy.matrix.nonzero,matrix.nonzero,https://numpy.org/doc/stable/reference/generated/numpy.matrix.nonzero.html,arkouda.array_api._searching_functions.nonzero,array_api._searching_functions.nonzero,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.nonzero,True
672,nonzero,numpy.ndarray.nonzero,ndarray.nonzero,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.nonzero.html,arkouda.array_api._searching_functions.nonzero,array_api._searching_functions.nonzero,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.nonzero,True
673,nonzero,numpy.nonzero,nonzero,https://numpy.org/doc/stable/reference/generated/numpy.nonzero.html,arkouda.array_api._searching_functions.nonzero,array_api._searching_functions.nonzero,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.nonzero,True
674,prod,numpy.ma.MaskedArray.prod,ma.MaskedArray.prod,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.prod.html,arkouda.pdarrayclass.prod,pdarrayclass.prod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.prod,True
675,prod,numpy.ma.MaskedArray.prod,ma.MaskedArray.prod,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.prod.html,arkouda.array_api._statistical_functions.prod,array_api._statistical_functions.prod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.prod,True
676,prod,numpy.ma.prod,ma.prod,https://numpy.org/doc/stable/reference/generated/numpy.ma.prod.html,arkouda.pdarrayclass.prod,pdarrayclass.prod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.prod,True
677,prod,numpy.ma.prod,ma.prod,https://numpy.org/doc/stable/reference/generated/numpy.ma.prod.html,arkouda.array_api._statistical_functions.prod,array_api._statistical_functions.prod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.prod,True
678,prod,numpy.matrix.prod,matrix.prod,https://numpy.org/doc/stable/reference/generated/numpy.matrix.prod.html,arkouda.pdarrayclass.prod,pdarrayclass.prod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.prod,True
679,prod,numpy.matrix.prod,matrix.prod,https://numpy.org/doc/stable/reference/generated/numpy.matrix.prod.html,arkouda.array_api._statistical_functions.prod,array_api._statistical_functions.prod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.prod,True
