,np,function,function_name,numpy_api_link
958,numpy.polynomial.hermite.Hermite,polynomial.hermite.Hermite,Hermite,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.Hermite.html
959,numpy.polynomial.hermite.hermline,polynomial.hermite.hermline,hermline,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermline.html
960,numpy.polynomial.hermite.hermmul,polynomial.hermite.hermmul,hermmul,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermmul.html
961,numpy.polynomial.hermite.hermmulx,polynomial.hermite.hermmulx,hermmulx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermmulx.html
962,numpy.polynomial.hermite.hermone,polynomial.hermite.hermone,hermone,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermone.html
963,numpy.polynomial.hermite.hermpow,polynomial.hermite.hermpow,hermpow,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermpow.html
964,numpy.polynomial.hermite.hermroots,polynomial.hermite.hermroots,hermroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermroots.html
965,numpy.polynomial.hermite.hermsub,polynomial.hermite.hermsub,hermsub,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermsub.html
966,numpy.polynomial.hermite.hermtrim,polynomial.hermite.hermtrim,hermtrim,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermtrim.html
967,numpy.polynomial.hermite.hermval,polynomial.hermite.hermval,hermval,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermval.html
968,numpy.polynomial.hermite.hermval2d,polynomial.hermite.hermval2d,hermval2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermval2d.html
969,numpy.polynomial.hermite.hermval3d,polynomial.hermite.hermval3d,hermval3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermval3d.html
970,numpy.polynomial.hermite.hermvander,polynomial.hermite.hermvander,hermvander,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermvander.html
971,numpy.polynomial.hermite.hermvander2d,polynomial.hermite.hermvander2d,hermvander2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermvander2d.html
972,numpy.polynomial.hermite.hermvander3d,polynomial.hermite.hermvander3d,hermvander3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermvander3d.html
973,numpy.polynomial.hermite.hermweight,polynomial.hermite.hermweight,hermweight,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermweight.html
974,numpy.polynomial.hermite.hermx,polynomial.hermite.hermx,hermx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermx.html
975,numpy.polynomial.hermite.hermzero,polynomial.hermite.hermzero,hermzero,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermzero.html
976,numpy.polynomial.hermite.poly2herm,polynomial.hermite.poly2herm,poly2herm,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.poly2herm.html
977,numpy.polynomial.laguerre.lag2poly,polynomial.laguerre.lag2poly,lag2poly,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lag2poly.html
978,numpy.polynomial.laguerre.lagadd,polynomial.laguerre.lagadd,lagadd,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagadd.html
979,numpy.polynomial.laguerre.lagcompanion,polynomial.laguerre.lagcompanion,lagcompanion,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagcompanion.html
980,numpy.polynomial.laguerre.lagder,polynomial.laguerre.lagder,lagder,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagder.html
981,numpy.polynomial.laguerre.lagdiv,polynomial.laguerre.lagdiv,lagdiv,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagdiv.html
982,numpy.polynomial.laguerre.lagdomain,polynomial.laguerre.lagdomain,lagdomain,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagdomain.html
983,numpy.polynomial.laguerre.lagfit,polynomial.laguerre.lagfit,lagfit,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagfit.html
984,numpy.polynomial.laguerre.lagfromroots,polynomial.laguerre.lagfromroots,lagfromroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagfromroots.html
985,numpy.polynomial.laguerre.laggauss,polynomial.laguerre.laggauss,laggauss,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.laggauss.html
986,numpy.polynomial.laguerre.laggrid2d,polynomial.laguerre.laggrid2d,laggrid2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.laggrid2d.html
987,numpy.polynomial.laguerre.laggrid3d,polynomial.laguerre.laggrid3d,laggrid3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.laggrid3d.html
988,numpy.polynomial.laguerre.lagint,polynomial.laguerre.lagint,lagint,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagint.html
989,numpy.polynomial.laguerre.lagline,polynomial.laguerre.lagline,lagline,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagline.html
990,numpy.polynomial.laguerre.lagmul,polynomial.laguerre.lagmul,lagmul,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagmul.html
991,numpy.polynomial.laguerre.lagmulx,polynomial.laguerre.lagmulx,lagmulx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagmulx.html
992,numpy.polynomial.laguerre.lagone,polynomial.laguerre.lagone,lagone,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagone.html
993,numpy.polynomial.laguerre.lagpow,polynomial.laguerre.lagpow,lagpow,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagpow.html
994,numpy.polynomial.laguerre.lagroots,polynomial.laguerre.lagroots,lagroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagroots.html
995,numpy.polynomial.laguerre.lagsub,polynomial.laguerre.lagsub,lagsub,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagsub.html
996,numpy.polynomial.laguerre.lagtrim,polynomial.laguerre.lagtrim,lagtrim,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagtrim.html
997,numpy.polynomial.laguerre.Laguerre,polynomial.laguerre.Laguerre,Laguerre,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.Laguerre.html
998,numpy.polynomial.laguerre.lagval,polynomial.laguerre.lagval,lagval,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagval.html
999,numpy.polynomial.laguerre.lagval2d,polynomial.laguerre.lagval2d,lagval2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagval2d.html
1000,numpy.polynomial.laguerre.lagval3d,polynomial.laguerre.lagval3d,lagval3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagval3d.html
1001,numpy.polynomial.laguerre.lagvander,polynomial.laguerre.lagvander,lagvander,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagvander.html
1002,numpy.polynomial.laguerre.lagvander2d,polynomial.laguerre.lagvander2d,lagvander2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagvander2d.html
1003,numpy.polynomial.laguerre.lagvander3d,polynomial.laguerre.lagvander3d,lagvander3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagvander3d.html
1004,numpy.polynomial.laguerre.lagweight,polynomial.laguerre.lagweight,lagweight,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagweight.html
1005,numpy.polynomial.laguerre.lagx,polynomial.laguerre.lagx,lagx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagx.html
1006,numpy.polynomial.laguerre.lagzero,polynomial.laguerre.lagzero,lagzero,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagzero.html
1007,numpy.polynomial.laguerre.poly2lag,polynomial.laguerre.poly2lag,poly2lag,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.poly2lag.html
1008,numpy.polynomial.legendre.leg2poly,polynomial.legendre.leg2poly,leg2poly,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.leg2poly.html
1009,numpy.polynomial.legendre.legadd,polynomial.legendre.legadd,legadd,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legadd.html
1010,numpy.polynomial.legendre.legcompanion,polynomial.legendre.legcompanion,legcompanion,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legcompanion.html
1011,numpy.polynomial.legendre.legder,polynomial.legendre.legder,legder,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legder.html
1012,numpy.polynomial.legendre.legdiv,polynomial.legendre.legdiv,legdiv,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legdiv.html
1013,numpy.polynomial.legendre.legdomain,polynomial.legendre.legdomain,legdomain,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legdomain.html
1014,numpy.polynomial.legendre.Legendre,polynomial.legendre.Legendre,Legendre,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.Legendre.html
1015,numpy.polynomial.legendre.legfit,polynomial.legendre.legfit,legfit,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legfit.html
1016,numpy.polynomial.legendre.legfromroots,polynomial.legendre.legfromroots,legfromroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legfromroots.html
1017,numpy.polynomial.legendre.leggauss,polynomial.legendre.leggauss,leggauss,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.leggauss.html
1018,numpy.polynomial.legendre.leggrid2d,polynomial.legendre.leggrid2d,leggrid2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.leggrid2d.html
1019,numpy.polynomial.legendre.leggrid3d,polynomial.legendre.leggrid3d,leggrid3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.leggrid3d.html
1020,numpy.polynomial.legendre.legint,polynomial.legendre.legint,legint,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legint.html
1021,numpy.polynomial.legendre.legline,polynomial.legendre.legline,legline,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legline.html
1022,numpy.polynomial.legendre.legmul,polynomial.legendre.legmul,legmul,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legmul.html
1023,numpy.polynomial.legendre.legmulx,polynomial.legendre.legmulx,legmulx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legmulx.html
1024,numpy.polynomial.legendre.legone,polynomial.legendre.legone,legone,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legone.html
1025,numpy.polynomial.legendre.legpow,polynomial.legendre.legpow,legpow,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legpow.html
1026,numpy.polynomial.legendre.legroots,polynomial.legendre.legroots,legroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legroots.html
1027,numpy.polynomial.legendre.legsub,polynomial.legendre.legsub,legsub,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legsub.html
1028,numpy.polynomial.legendre.legtrim,polynomial.legendre.legtrim,legtrim,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legtrim.html
1029,numpy.polynomial.legendre.legval,polynomial.legendre.legval,legval,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legval.html
1030,numpy.polynomial.legendre.legval2d,polynomial.legendre.legval2d,legval2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legval2d.html
1031,numpy.polynomial.legendre.legval3d,polynomial.legendre.legval3d,legval3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legval3d.html
1032,numpy.polynomial.legendre.legvander,polynomial.legendre.legvander,legvander,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legvander.html
1033,numpy.polynomial.legendre.legvander2d,polynomial.legendre.legvander2d,legvander2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legvander2d.html
1034,numpy.polynomial.legendre.legvander3d,polynomial.legendre.legvander3d,legvander3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legvander3d.html
1035,numpy.polynomial.legendre.legweight,polynomial.legendre.legweight,legweight,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legweight.html
1036,numpy.polynomial.legendre.legx,polynomial.legendre.legx,legx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legx.html
1037,numpy.polynomial.legendre.legzero,polynomial.legendre.legzero,legzero,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legzero.html
1038,numpy.polynomial.legendre.poly2leg,polynomial.legendre.poly2leg,poly2leg,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.poly2leg.html
1039,numpy.polynomial.polynomial.polyadd,polynomial.polynomial.polyadd,polyadd,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyadd.html
1040,numpy.polynomial.polynomial.polycompanion,polynomial.polynomial.polycompanion,polycompanion,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polycompanion.html
1041,numpy.polynomial.polynomial.polyder,polynomial.polynomial.polyder,polyder,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyder.html
1042,numpy.polynomial.polynomial.polydiv,polynomial.polynomial.polydiv,polydiv,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polydiv.html
1043,numpy.polynomial.polynomial.polydomain,polynomial.polynomial.polydomain,polydomain,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polydomain.html
1044,numpy.polynomial.polynomial.polyfit,polynomial.polynomial.polyfit,polyfit,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyfit.html
1045,numpy.polynomial.polynomial.polyfromroots,polynomial.polynomial.polyfromroots,polyfromroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyfromroots.html
1046,numpy.polynomial.polynomial.polygrid2d,polynomial.polynomial.polygrid2d,polygrid2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polygrid2d.html
1047,numpy.polynomial.polynomial.polygrid3d,polynomial.polynomial.polygrid3d,polygrid3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polygrid3d.html
1048,numpy.polynomial.polynomial.polyint,polynomial.polynomial.polyint,polyint,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyint.html
1049,numpy.polynomial.polynomial.polyline,polynomial.polynomial.polyline,polyline,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyline.html
1050,numpy.polynomial.polynomial.polymul,polynomial.polynomial.polymul,polymul,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polymul.html
1051,numpy.polynomial.polynomial.polymulx,polynomial.polynomial.polymulx,polymulx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polymulx.html
1052,numpy.polynomial.polynomial.Polynomial,polynomial.polynomial.Polynomial,Polynomial,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.Polynomial.html
1053,numpy.polynomial.polynomial.polyone,polynomial.polynomial.polyone,polyone,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyone.html
1054,numpy.polynomial.polynomial.polypow,polynomial.polynomial.polypow,polypow,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polypow.html
1055,numpy.polynomial.polynomial.polyroots,polynomial.polynomial.polyroots,polyroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyroots.html
1056,numpy.polynomial.polynomial.polysub,polynomial.polynomial.polysub,polysub,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polysub.html
1057,numpy.polynomial.polynomial.polytrim,polynomial.polynomial.polytrim,polytrim,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polytrim.html
1058,numpy.polynomial.polynomial.polyval,polynomial.polynomial.polyval,polyval,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyval.html
1059,numpy.polynomial.polynomial.polyval2d,polynomial.polynomial.polyval2d,polyval2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyval2d.html
1060,numpy.polynomial.polynomial.polyval3d,polynomial.polynomial.polyval3d,polyval3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyval3d.html
1061,numpy.polynomial.polynomial.polyvalfromroots,polynomial.polynomial.polyvalfromroots,polyvalfromroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyvalfromroots.html
1062,numpy.polynomial.polynomial.polyvander,polynomial.polynomial.polyvander,polyvander,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyvander.html
1063,numpy.polynomial.polynomial.polyvander2d,polynomial.polynomial.polyvander2d,polyvander2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyvander2d.html
1064,numpy.polynomial.polynomial.polyvander3d,polynomial.polynomial.polyvander3d,polyvander3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyvander3d.html
1065,numpy.polynomial.polynomial.polyx,polynomial.polynomial.polyx,polyx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyx.html
1066,numpy.polynomial.polynomial.polyzero,polynomial.polynomial.polyzero,polyzero,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyzero.html
1067,numpy.polynomial.polyutils.as_series,polynomial.polyutils.as_series,as_series,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.as_series.html
1068,numpy.polynomial.polyutils.getdomain,polynomial.polyutils.getdomain,getdomain,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.getdomain.html
1069,numpy.polynomial.polyutils.mapdomain,polynomial.polyutils.mapdomain,mapdomain,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.mapdomain.html
1070,numpy.polynomial.polyutils.mapparms,polynomial.polyutils.mapparms,mapparms,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.mapparms.html
1071,numpy.polynomial.polyutils.RankWarning,polynomial.polyutils.RankWarning,RankWarning,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.RankWarning.html
1072,numpy.polynomial.polyutils.trimcoef,polynomial.polyutils.trimcoef,trimcoef,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.trimcoef.html
1073,numpy.polynomial.polyutils.trimseq,polynomial.polyutils.trimseq,trimseq,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.trimseq.html
1074,numpy.polysub,polysub,polysub,https://numpy.org/doc/stable/reference/generated/numpy.polysub.html
1075,numpy.polyval,polyval,polyval,https://numpy.org/doc/stable/reference/generated/numpy.polyval.html
1076,numpy.positive,positive,positive,https://numpy.org/doc/stable/reference/generated/numpy.positive.html
1077,numpy.power,power,power,https://numpy.org/doc/stable/reference/generated/numpy.power.html
1078,numpy.printoptions,printoptions,printoptions,https://numpy.org/doc/stable/reference/generated/numpy.printoptions.html
1079,numpy.prod,prod,prod,https://numpy.org/doc/stable/reference/generated/numpy.prod.html
1080,numpy.promote_types,promote_types,promote_types,https://numpy.org/doc/stable/reference/generated/numpy.promote_types.html
1081,numpy.ptp,ptp,ptp,https://numpy.org/doc/stable/reference/generated/numpy.ptp.html
1082,numpy.put,put,put,https://numpy.org/doc/stable/reference/generated/numpy.put.html
1083,numpy.put_along_axis,put_along_axis,put_along_axis,https://numpy.org/doc/stable/reference/generated/numpy.put_along_axis.html
1084,numpy.putmask,putmask,putmask,https://numpy.org/doc/stable/reference/generated/numpy.putmask.html
1085,numpy.quantile,quantile,quantile,https://numpy.org/doc/stable/reference/generated/numpy.quantile.html
1086,numpy.r_,r_,r_,https://numpy.org/doc/stable/reference/generated/numpy.r_.html
1087,numpy.rad2deg,rad2deg,rad2deg,https://numpy.org/doc/stable/reference/generated/numpy.rad2deg.html
1088,numpy.radians,radians,radians,https://numpy.org/doc/stable/reference/generated/numpy.radians.html
1089,numpy.random,random,random,https://numpy.org/doc/stable/reference/generated/numpy.random.html
1090,numpy.random.beta,random.beta,beta,https://numpy.org/doc/stable/reference/generated/numpy.random.beta.html
1091,numpy.random.binomial,random.binomial,binomial,https://numpy.org/doc/stable/reference/generated/numpy.random.binomial.html
1092,numpy.random.BitGenerator,random.BitGenerator,BitGenerator,https://numpy.org/doc/stable/reference/generated/numpy.random.BitGenerator.html
1093,numpy.random.bytes,random.bytes,bytes,https://numpy.org/doc/stable/reference/generated/numpy.random.bytes.html
1094,numpy.random.chisquare,random.chisquare,chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.chisquare.html
1095,numpy.random.choice,random.choice,choice,https://numpy.org/doc/stable/reference/generated/numpy.random.choice.html
1096,numpy.random.default_rng,random.default_rng,default_rng,https://numpy.org/doc/stable/reference/generated/numpy.random.default_rng.html
1097,numpy.random.dirichlet,random.dirichlet,dirichlet,https://numpy.org/doc/stable/reference/generated/numpy.random.dirichlet.html
1098,numpy.random.exponential,random.exponential,exponential,https://numpy.org/doc/stable/reference/generated/numpy.random.exponential.html
1099,numpy.random.f,random.f,f,https://numpy.org/doc/stable/reference/generated/numpy.random.f.html
1100,numpy.random.gamma,random.gamma,gamma,https://numpy.org/doc/stable/reference/generated/numpy.random.gamma.html
1101,numpy.random.Generator.beta,random.Generator.beta,beta,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.beta.html
1102,numpy.random.Generator.binomial,random.Generator.binomial,binomial,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.binomial.html
1103,numpy.random.Generator.bit_generator,random.Generator.bit_generator,bit_generator,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.bit_generator.html
1104,numpy.random.Generator.bytes,random.Generator.bytes,bytes,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.bytes.html
1105,numpy.random.Generator.chisquare,random.Generator.chisquare,chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.chisquare.html
1106,numpy.random.Generator.choice,random.Generator.choice,choice,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.choice.html
1107,numpy.random.Generator.dirichlet,random.Generator.dirichlet,dirichlet,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.dirichlet.html
1108,numpy.random.Generator.exponential,random.Generator.exponential,exponential,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.exponential.html
1109,numpy.random.Generator.f,random.Generator.f,f,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.f.html
1110,numpy.random.Generator.gamma,random.Generator.gamma,gamma,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.gamma.html
1111,numpy.random.Generator.geometric,random.Generator.geometric,geometric,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.geometric.html
1112,numpy.random.Generator.gumbel,random.Generator.gumbel,gumbel,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.gumbel.html
1113,numpy.random.Generator.hypergeometric,random.Generator.hypergeometric,hypergeometric,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.hypergeometric.html
1114,numpy.random.Generator.integers,random.Generator.integers,integers,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.integers.html
1115,numpy.random.Generator.laplace,random.Generator.laplace,laplace,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.laplace.html
1116,numpy.random.Generator.logistic,random.Generator.logistic,logistic,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.logistic.html
1117,numpy.random.Generator.lognormal,random.Generator.lognormal,lognormal,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.lognormal.html
1118,numpy.random.Generator.logseries,random.Generator.logseries,logseries,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.logseries.html
1119,numpy.random.Generator.multinomial,random.Generator.multinomial,multinomial,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.multinomial.html
1120,numpy.random.Generator.multivariate_hypergeometric,random.Generator.multivariate_hypergeometric,multivariate_hypergeometric,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.multivariate_hypergeometric.html
1121,numpy.random.Generator.multivariate_normal,random.Generator.multivariate_normal,multivariate_normal,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.multivariate_normal.html
1122,numpy.random.Generator.negative_binomial,random.Generator.negative_binomial,negative_binomial,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.negative_binomial.html
1123,numpy.random.Generator.noncentral_chisquare,random.Generator.noncentral_chisquare,noncentral_chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.noncentral_chisquare.html
1124,numpy.random.Generator.noncentral_f,random.Generator.noncentral_f,noncentral_f,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.noncentral_f.html
1125,numpy.random.Generator.normal,random.Generator.normal,normal,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.normal.html
1126,numpy.random.Generator.pareto,random.Generator.pareto,pareto,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.pareto.html
1127,numpy.random.Generator.permutation,random.Generator.permutation,permutation,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.permutation.html
1128,numpy.random.Generator.permuted,random.Generator.permuted,permuted,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.permuted.html
1129,numpy.random.Generator.poisson,random.Generator.poisson,poisson,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.poisson.html
1130,numpy.random.Generator.power,random.Generator.power,power,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.power.html
1131,numpy.random.Generator.random,random.Generator.random,random,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.random.html
1132,numpy.random.Generator.rayleigh,random.Generator.rayleigh,rayleigh,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.rayleigh.html
1133,numpy.random.Generator.shuffle,random.Generator.shuffle,shuffle,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.shuffle.html
1134,numpy.random.Generator.spawn,random.Generator.spawn,spawn,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.spawn.html
1135,numpy.random.Generator.standard_cauchy,random.Generator.standard_cauchy,standard_cauchy,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.standard_cauchy.html
1136,numpy.random.Generator.standard_exponential,random.Generator.standard_exponential,standard_exponential,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.standard_exponential.html
1137,numpy.random.Generator.standard_gamma,random.Generator.standard_gamma,standard_gamma,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.standard_gamma.html
1138,numpy.random.Generator.standard_normal,random.Generator.standard_normal,standard_normal,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.standard_normal.html
1139,numpy.random.Generator.standard_t,random.Generator.standard_t,standard_t,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.standard_t.html
1140,numpy.random.Generator.triangular,random.Generator.triangular,triangular,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.triangular.html
1141,numpy.random.Generator.uniform,random.Generator.uniform,uniform,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.uniform.html
1142,numpy.random.Generator.vonmises,random.Generator.vonmises,vonmises,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.vonmises.html
1143,numpy.random.Generator.wald,random.Generator.wald,wald,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.wald.html
