,index,function_np,total_np_calls,num_networkx_funs_used_by,used_by_networkx,function_name,np,numpy_api_link,ak,function_ak,arkouda_api_link,partial_ak_coverage
1075,1424,polynomial.hermite_e.hermegrid2d,,,,hermegrid2d,numpy.polynomial.hermite_e.hermegrid2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite_e.hermegrid2d.html,,,,False
1076,1425,polynomial.hermite_e.hermegrid3d,,,,hermegrid3d,numpy.polynomial.hermite_e.hermegrid3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite_e.hermegrid3d.html,,,,False
1077,1426,polynomial.hermite_e.hermeint,,,,hermeint,numpy.polynomial.hermite_e.hermeint,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite_e.hermeint.html,,,,False
1078,1427,polynomial.hermite_e.hermeline,,,,hermeline,numpy.polynomial.hermite_e.hermeline,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite_e.hermeline.html,,,,False
1079,1428,polynomial.hermite_e.hermemul,,,,hermemul,numpy.polynomial.hermite_e.hermemul,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite_e.hermemul.html,,,,False
1080,1429,polynomial.hermite_e.hermemulx,,,,hermemulx,numpy.polynomial.hermite_e.hermemulx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite_e.hermemulx.html,,,,False
1081,1430,polynomial.hermite_e.hermeone,,,,hermeone,numpy.polynomial.hermite_e.hermeone,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite_e.hermeone.html,,,,False
1082,1431,polynomial.hermite_e.hermepow,,,,hermepow,numpy.polynomial.hermite_e.hermepow,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite_e.hermepow.html,,,,False
1083,1432,polynomial.hermite_e.hermeroots,,,,hermeroots,numpy.polynomial.hermite_e.hermeroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite_e.hermeroots.html,,,,False
1084,1433,polynomial.hermite_e.hermesub,,,,hermesub,numpy.polynomial.hermite_e.hermesub,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite_e.hermesub.html,,,,False
1085,1434,polynomial.hermite_e.hermetrim,,,,hermetrim,numpy.polynomial.hermite_e.hermetrim,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite_e.hermetrim.html,,,,False
1086,1435,polynomial.hermite_e.hermeval,,,,hermeval,numpy.polynomial.hermite_e.hermeval,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite_e.hermeval.html,,,,False
1087,1436,polynomial.hermite_e.hermeval2d,,,,hermeval2d,numpy.polynomial.hermite_e.hermeval2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite_e.hermeval2d.html,,,,False
1088,1437,polynomial.hermite_e.hermeval3d,,,,hermeval3d,numpy.polynomial.hermite_e.hermeval3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite_e.hermeval3d.html,,,,False
1089,1438,polynomial.hermite_e.hermevander,,,,hermevander,numpy.polynomial.hermite_e.hermevander,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite_e.hermevander.html,,,,False
1090,1439,polynomial.hermite_e.hermevander2d,,,,hermevander2d,numpy.polynomial.hermite_e.hermevander2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite_e.hermevander2d.html,,,,False
1091,1440,polynomial.hermite_e.hermevander3d,,,,hermevander3d,numpy.polynomial.hermite_e.hermevander3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite_e.hermevander3d.html,,,,False
1092,1441,polynomial.hermite_e.hermeweight,,,,hermeweight,numpy.polynomial.hermite_e.hermeweight,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite_e.hermeweight.html,,,,False
1093,1442,polynomial.hermite_e.hermex,,,,hermex,numpy.polynomial.hermite_e.hermex,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite_e.hermex.html,,,,False
1094,1443,polynomial.hermite_e.hermezero,,,,hermezero,numpy.polynomial.hermite_e.hermezero,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite_e.hermezero.html,,,,False
1095,1444,polynomial.hermite_e.HermiteE,,,,HermiteE,numpy.polynomial.hermite_e.HermiteE,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite_e.HermiteE.html,,,,False
1096,1445,polynomial.hermite_e.poly2herme,,,,poly2herme,numpy.polynomial.hermite_e.poly2herme,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite_e.poly2herme.html,,,,False
1097,1446,polynomial.hermite.herm2poly,,,,herm2poly,numpy.polynomial.hermite.herm2poly,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.herm2poly.html,,,,False
1098,1447,polynomial.hermite.hermadd,,,,hermadd,numpy.polynomial.hermite.hermadd,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermadd.html,,,,False
1099,1448,polynomial.hermite.hermcompanion,,,,hermcompanion,numpy.polynomial.hermite.hermcompanion,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermcompanion.html,,,,False
1100,1449,polynomial.hermite.hermder,,,,hermder,numpy.polynomial.hermite.hermder,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermder.html,,,,False
1101,1450,polynomial.hermite.hermdiv,,,,hermdiv,numpy.polynomial.hermite.hermdiv,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermdiv.html,,,,False
1102,1451,polynomial.hermite.hermdomain,,,,hermdomain,numpy.polynomial.hermite.hermdomain,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermdomain.html,,,,False
1103,1452,polynomial.hermite.hermfit,,,,hermfit,numpy.polynomial.hermite.hermfit,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermfit.html,,,,False
1104,1453,polynomial.hermite.hermfromroots,,,,hermfromroots,numpy.polynomial.hermite.hermfromroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermfromroots.html,,,,False
1105,1454,polynomial.hermite.hermgauss,,,,hermgauss,numpy.polynomial.hermite.hermgauss,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermgauss.html,,,,False
1106,1455,polynomial.hermite.hermgrid2d,,,,hermgrid2d,numpy.polynomial.hermite.hermgrid2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermgrid2d.html,,,,False
1107,1456,polynomial.hermite.hermgrid3d,,,,hermgrid3d,numpy.polynomial.hermite.hermgrid3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermgrid3d.html,,,,False
1108,1457,polynomial.hermite.hermint,,,,hermint,numpy.polynomial.hermite.hermint,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermint.html,,,,False
1109,1458,polynomial.hermite.Hermite,,,,Hermite,numpy.polynomial.hermite.Hermite,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.Hermite.html,,,,False
1110,1459,polynomial.hermite.hermline,,,,hermline,numpy.polynomial.hermite.hermline,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermline.html,,,,False
1111,1460,polynomial.hermite.hermmul,,,,hermmul,numpy.polynomial.hermite.hermmul,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermmul.html,,,,False
1112,1461,polynomial.hermite.hermmulx,,,,hermmulx,numpy.polynomial.hermite.hermmulx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermmulx.html,,,,False
1113,1462,polynomial.hermite.hermone,,,,hermone,numpy.polynomial.hermite.hermone,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermone.html,,,,False
1114,1463,polynomial.hermite.hermpow,,,,hermpow,numpy.polynomial.hermite.hermpow,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermpow.html,,,,False
1115,1464,polynomial.hermite.hermroots,,,,hermroots,numpy.polynomial.hermite.hermroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermroots.html,,,,False
1116,1465,polynomial.hermite.hermsub,,,,hermsub,numpy.polynomial.hermite.hermsub,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermsub.html,,,,False
1117,1466,polynomial.hermite.hermtrim,,,,hermtrim,numpy.polynomial.hermite.hermtrim,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermtrim.html,,,,False
1118,1467,polynomial.hermite.hermval,,,,hermval,numpy.polynomial.hermite.hermval,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermval.html,,,,False
1119,1468,polynomial.hermite.hermval2d,,,,hermval2d,numpy.polynomial.hermite.hermval2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermval2d.html,,,,False
1120,1469,polynomial.hermite.hermval3d,,,,hermval3d,numpy.polynomial.hermite.hermval3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermval3d.html,,,,False
1121,1470,polynomial.hermite.hermvander,,,,hermvander,numpy.polynomial.hermite.hermvander,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermvander.html,,,,False
1122,1471,polynomial.hermite.hermvander2d,,,,hermvander2d,numpy.polynomial.hermite.hermvander2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermvander2d.html,,,,False
1123,1472,polynomial.hermite.hermvander3d,,,,hermvander3d,numpy.polynomial.hermite.hermvander3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermvander3d.html,,,,False
1124,1473,polynomial.hermite.hermweight,,,,hermweight,numpy.polynomial.hermite.hermweight,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermweight.html,,,,False
1125,1474,polynomial.hermite.hermx,,,,hermx,numpy.polynomial.hermite.hermx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermx.html,,,,False
1126,1475,polynomial.hermite.hermzero,,,,hermzero,numpy.polynomial.hermite.hermzero,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.hermzero.html,,,,False
1127,1476,polynomial.hermite.poly2herm,,,,poly2herm,numpy.polynomial.hermite.poly2herm,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.hermite.poly2herm.html,,,,False
1128,1477,polynomial.laguerre.lag2poly,,,,lag2poly,numpy.polynomial.laguerre.lag2poly,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lag2poly.html,,,,False
1129,1478,polynomial.laguerre.lagadd,,,,lagadd,numpy.polynomial.laguerre.lagadd,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagadd.html,,,,False
1130,1479,polynomial.laguerre.lagcompanion,,,,lagcompanion,numpy.polynomial.laguerre.lagcompanion,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagcompanion.html,,,,False
1131,1480,polynomial.laguerre.lagder,,,,lagder,numpy.polynomial.laguerre.lagder,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagder.html,,,,False
1132,1481,polynomial.laguerre.lagdiv,,,,lagdiv,numpy.polynomial.laguerre.lagdiv,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagdiv.html,,,,False
1133,1482,polynomial.laguerre.lagdomain,,,,lagdomain,numpy.polynomial.laguerre.lagdomain,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagdomain.html,,,,False
1134,1483,polynomial.laguerre.lagfit,,,,lagfit,numpy.polynomial.laguerre.lagfit,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagfit.html,,,,False
1135,1484,polynomial.laguerre.lagfromroots,,,,lagfromroots,numpy.polynomial.laguerre.lagfromroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagfromroots.html,,,,False
1136,1485,polynomial.laguerre.laggauss,,,,laggauss,numpy.polynomial.laguerre.laggauss,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.laggauss.html,,,,False
1137,1486,polynomial.laguerre.laggrid2d,,,,laggrid2d,numpy.polynomial.laguerre.laggrid2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.laggrid2d.html,,,,False
1138,1487,polynomial.laguerre.laggrid3d,,,,laggrid3d,numpy.polynomial.laguerre.laggrid3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.laggrid3d.html,,,,False
1139,1488,polynomial.laguerre.lagint,,,,lagint,numpy.polynomial.laguerre.lagint,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagint.html,,,,False
1140,1489,polynomial.laguerre.lagline,,,,lagline,numpy.polynomial.laguerre.lagline,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagline.html,,,,False
1141,1490,polynomial.laguerre.lagmul,,,,lagmul,numpy.polynomial.laguerre.lagmul,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagmul.html,,,,False
1142,1491,polynomial.laguerre.lagmulx,,,,lagmulx,numpy.polynomial.laguerre.lagmulx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagmulx.html,,,,False
1143,1492,polynomial.laguerre.lagone,,,,lagone,numpy.polynomial.laguerre.lagone,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagone.html,,,,False
1144,1493,polynomial.laguerre.lagpow,,,,lagpow,numpy.polynomial.laguerre.lagpow,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagpow.html,,,,False
1145,1494,polynomial.laguerre.lagroots,,,,lagroots,numpy.polynomial.laguerre.lagroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagroots.html,,,,False
1146,1495,polynomial.laguerre.lagsub,,,,lagsub,numpy.polynomial.laguerre.lagsub,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagsub.html,,,,False
1147,1496,polynomial.laguerre.lagtrim,,,,lagtrim,numpy.polynomial.laguerre.lagtrim,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagtrim.html,,,,False
1148,1497,polynomial.laguerre.Laguerre,,,,Laguerre,numpy.polynomial.laguerre.Laguerre,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.Laguerre.html,,,,False
1149,1498,polynomial.laguerre.lagval,,,,lagval,numpy.polynomial.laguerre.lagval,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagval.html,,,,False
1150,1499,polynomial.laguerre.lagval2d,,,,lagval2d,numpy.polynomial.laguerre.lagval2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagval2d.html,,,,False
1151,1500,polynomial.laguerre.lagval3d,,,,lagval3d,numpy.polynomial.laguerre.lagval3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagval3d.html,,,,False
1152,1501,polynomial.laguerre.lagvander,,,,lagvander,numpy.polynomial.laguerre.lagvander,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagvander.html,,,,False
1153,1502,polynomial.laguerre.lagvander2d,,,,lagvander2d,numpy.polynomial.laguerre.lagvander2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagvander2d.html,,,,False
1154,1503,polynomial.laguerre.lagvander3d,,,,lagvander3d,numpy.polynomial.laguerre.lagvander3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagvander3d.html,,,,False
1155,1504,polynomial.laguerre.lagweight,,,,lagweight,numpy.polynomial.laguerre.lagweight,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagweight.html,,,,False
1156,1505,polynomial.laguerre.lagx,,,,lagx,numpy.polynomial.laguerre.lagx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagx.html,,,,False
1157,1506,polynomial.laguerre.lagzero,,,,lagzero,numpy.polynomial.laguerre.lagzero,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagzero.html,,,,False
1158,1507,polynomial.laguerre.poly2lag,,,,poly2lag,numpy.polynomial.laguerre.poly2lag,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.poly2lag.html,,,,False
1159,1508,polynomial.legendre.leg2poly,,,,leg2poly,numpy.polynomial.legendre.leg2poly,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.leg2poly.html,,,,False
1160,1509,polynomial.legendre.legadd,,,,legadd,numpy.polynomial.legendre.legadd,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legadd.html,,,,False
1161,1510,polynomial.legendre.legcompanion,,,,legcompanion,numpy.polynomial.legendre.legcompanion,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legcompanion.html,,,,False
1162,1511,polynomial.legendre.legder,,,,legder,numpy.polynomial.legendre.legder,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legder.html,,,,False
1163,1512,polynomial.legendre.legdiv,,,,legdiv,numpy.polynomial.legendre.legdiv,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legdiv.html,,,,False
1164,1513,polynomial.legendre.legdomain,,,,legdomain,numpy.polynomial.legendre.legdomain,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legdomain.html,,,,False
1165,1514,polynomial.legendre.Legendre,,,,Legendre,numpy.polynomial.legendre.Legendre,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.Legendre.html,,,,False
1166,1515,polynomial.legendre.legfit,,,,legfit,numpy.polynomial.legendre.legfit,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legfit.html,,,,False
1167,1516,polynomial.legendre.legfromroots,,,,legfromroots,numpy.polynomial.legendre.legfromroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legfromroots.html,,,,False
1168,1517,polynomial.legendre.leggauss,,,,leggauss,numpy.polynomial.legendre.leggauss,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.leggauss.html,,,,False
1169,1518,polynomial.legendre.leggrid2d,,,,leggrid2d,numpy.polynomial.legendre.leggrid2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.leggrid2d.html,,,,False
1170,1519,polynomial.legendre.leggrid3d,,,,leggrid3d,numpy.polynomial.legendre.leggrid3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.leggrid3d.html,,,,False
1171,1520,polynomial.legendre.legint,,,,legint,numpy.polynomial.legendre.legint,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legint.html,,,,False
1172,1521,polynomial.legendre.legline,,,,legline,numpy.polynomial.legendre.legline,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legline.html,,,,False
1173,1522,polynomial.legendre.legmul,,,,legmul,numpy.polynomial.legendre.legmul,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legmul.html,,,,False
1174,1523,polynomial.legendre.legmulx,,,,legmulx,numpy.polynomial.legendre.legmulx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legmulx.html,,,,False
1175,1524,polynomial.legendre.legone,,,,legone,numpy.polynomial.legendre.legone,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legone.html,,,,False
1176,1525,polynomial.legendre.legpow,,,,legpow,numpy.polynomial.legendre.legpow,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legpow.html,,,,False
1177,1526,polynomial.legendre.legroots,,,,legroots,numpy.polynomial.legendre.legroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legroots.html,,,,False
1178,1527,polynomial.legendre.legsub,,,,legsub,numpy.polynomial.legendre.legsub,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legsub.html,,,,False
1179,1528,polynomial.legendre.legtrim,,,,legtrim,numpy.polynomial.legendre.legtrim,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legtrim.html,,,,False
1180,1529,polynomial.legendre.legval,,,,legval,numpy.polynomial.legendre.legval,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legval.html,,,,False
1181,1530,polynomial.legendre.legval2d,,,,legval2d,numpy.polynomial.legendre.legval2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legval2d.html,,,,False
1182,1531,polynomial.legendre.legval3d,,,,legval3d,numpy.polynomial.legendre.legval3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legval3d.html,,,,False
1183,1532,polynomial.legendre.legvander,,,,legvander,numpy.polynomial.legendre.legvander,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legvander.html,,,,False
1184,1533,polynomial.legendre.legvander2d,,,,legvander2d,numpy.polynomial.legendre.legvander2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legvander2d.html,,,,False
1185,1534,polynomial.legendre.legvander3d,,,,legvander3d,numpy.polynomial.legendre.legvander3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legvander3d.html,,,,False
1186,1535,polynomial.legendre.legweight,,,,legweight,numpy.polynomial.legendre.legweight,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legweight.html,,,,False
1187,1536,polynomial.legendre.legx,,,,legx,numpy.polynomial.legendre.legx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legx.html,,,,False
1188,1537,polynomial.legendre.legzero,,,,legzero,numpy.polynomial.legendre.legzero,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legzero.html,,,,False
1189,1538,polynomial.legendre.poly2leg,,,,poly2leg,numpy.polynomial.legendre.poly2leg,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.poly2leg.html,,,,False
1190,1539,polynomial.polynomial.polycompanion,,,,polycompanion,numpy.polynomial.polynomial.polycompanion,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polycompanion.html,,,,False
1191,1540,polynomial.polynomial.polydomain,,,,polydomain,numpy.polynomial.polynomial.polydomain,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polydomain.html,,,,False
1192,1541,polynomial.polynomial.polyfromroots,,,,polyfromroots,numpy.polynomial.polynomial.polyfromroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyfromroots.html,,,,False
1193,1542,polynomial.polynomial.polygrid2d,,,,polygrid2d,numpy.polynomial.polynomial.polygrid2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polygrid2d.html,,,,False
1194,1543,polynomial.polynomial.polygrid3d,,,,polygrid3d,numpy.polynomial.polynomial.polygrid3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polygrid3d.html,,,,False
1195,1544,polynomial.polynomial.polyline,,,,polyline,numpy.polynomial.polynomial.polyline,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyline.html,,,,False
1196,1545,polynomial.polynomial.polymulx,,,,polymulx,numpy.polynomial.polynomial.polymulx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polymulx.html,,,,False
1197,1546,polynomial.polynomial.Polynomial,,,,Polynomial,numpy.polynomial.polynomial.Polynomial,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.Polynomial.html,,,,False
1198,1547,polynomial.polynomial.polyone,,,,polyone,numpy.polynomial.polynomial.polyone,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyone.html,,,,False
1199,1548,polynomial.polynomial.polypow,,,,polypow,numpy.polynomial.polynomial.polypow,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polypow.html,,,,False
1200,1549,polynomial.polynomial.polyroots,,,,polyroots,numpy.polynomial.polynomial.polyroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyroots.html,,,,False
1201,1550,polynomial.polynomial.polysub,,,,polysub,numpy.polynomial.polynomial.polysub,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polysub.html,,,,False
1202,1551,polysub,,,,polysub,numpy.polysub,https://numpy.org/doc/stable/reference/generated/numpy.polysub.html,,,,False
1203,1552,polynomial.polynomial.polytrim,,,,polytrim,numpy.polynomial.polynomial.polytrim,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polytrim.html,,,,False
1204,1553,polynomial.polynomial.polyval,,,,polyval,numpy.polynomial.polynomial.polyval,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyval.html,,,,False
1205,1554,polyval,,,,polyval,numpy.polyval,https://numpy.org/doc/stable/reference/generated/numpy.polyval.html,,,,False
1206,1555,polynomial.polynomial.polyval2d,,,,polyval2d,numpy.polynomial.polynomial.polyval2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyval2d.html,,,,False
1207,1556,polynomial.polynomial.polyval3d,,,,polyval3d,numpy.polynomial.polynomial.polyval3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyval3d.html,,,,False
1208,1557,polynomial.polynomial.polyvalfromroots,,,,polyvalfromroots,numpy.polynomial.polynomial.polyvalfromroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyvalfromroots.html,,,,False
1209,1558,polynomial.polynomial.polyvander,,,,polyvander,numpy.polynomial.polynomial.polyvander,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyvander.html,,,,False
1210,1559,polynomial.polynomial.polyvander2d,,,,polyvander2d,numpy.polynomial.polynomial.polyvander2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyvander2d.html,,,,False
1211,1560,polynomial.polynomial.polyvander3d,,,,polyvander3d,numpy.polynomial.polynomial.polyvander3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyvander3d.html,,,,False
1212,1561,polynomial.polynomial.polyx,,,,polyx,numpy.polynomial.polynomial.polyx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyx.html,,,,False
1213,1562,polynomial.polynomial.polyzero,,,,polyzero,numpy.polynomial.polynomial.polyzero,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyzero.html,,,,False
1214,1563,polynomial.polyutils.as_series,,,,as_series,numpy.polynomial.polyutils.as_series,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.as_series.html,,,,False
1215,1564,polynomial.polyutils.getdomain,,,,getdomain,numpy.polynomial.polyutils.getdomain,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.getdomain.html,,,,False
1216,1565,polynomial.polyutils.mapdomain,,,,mapdomain,numpy.polynomial.polyutils.mapdomain,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.mapdomain.html,,,,False
1217,1566,polynomial.polyutils.mapparms,,,,mapparms,numpy.polynomial.polyutils.mapparms,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.mapparms.html,,,,False
1218,1567,polynomial.polyutils.RankWarning,,,,RankWarning,numpy.polynomial.polyutils.RankWarning,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.RankWarning.html,,,,False
1219,1568,RankWarning,,,,RankWarning,numpy.RankWarning,https://numpy.org/doc/stable/reference/generated/numpy.RankWarning.html,,,,False
1220,1569,polynomial.polyutils.trimcoef,,,,trimcoef,numpy.polynomial.polyutils.trimcoef,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.trimcoef.html,,,,False
1221,1570,polynomial.polyutils.trimseq,,,,trimseq,numpy.polynomial.polyutils.trimseq,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.trimseq.html,,,,False
