,index,function_np,total_np_calls,num_pandas_funs_used_by,used_by_pandas,function_name,np,numpy_api_link,ak,function_ak,arkouda_api_link,partial_ak_coverage
806,1155,ma.prod,,,,prod,numpy.ma.prod,https://numpy.org/doc/stable/reference/generated/numpy.ma.prod.html,arkouda.pdarrayclass.prod,pdarrayclass.prod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.prod,True
807,1156,ma.prod,,,,prod,numpy.ma.prod,https://numpy.org/doc/stable/reference/generated/numpy.ma.prod.html,arkouda.array_api._statistical_functions.prod,array_api._statistical_functions.prod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.prod,True
808,1157,matrix.prod,,,,prod,numpy.matrix.prod,https://numpy.org/doc/stable/reference/generated/numpy.matrix.prod.html,arkouda.pdarrayclass.prod,pdarrayclass.prod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.prod,True
809,1158,matrix.prod,,,,prod,numpy.matrix.prod,https://numpy.org/doc/stable/reference/generated/numpy.matrix.prod.html,arkouda.array_api._statistical_functions.prod,array_api._statistical_functions.prod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.prod,True
810,1159,ndarray.prod,,,,prod,numpy.ndarray.prod,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.prod.html,arkouda.pdarrayclass.prod,pdarrayclass.prod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.prod,True
811,1160,ndarray.prod,,,,prod,numpy.ndarray.prod,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.prod.html,arkouda.array_api._statistical_functions.prod,array_api._statistical_functions.prod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.prod,True
812,1161,ma.MaskedArray.ptp,,,,ptp,numpy.ma.MaskedArray.ptp,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.ptp.html,,,,False
813,1162,ma.ptp,,,,ptp,numpy.ma.ptp,https://numpy.org/doc/stable/reference/generated/numpy.ma.ptp.html,,,,False
814,1163,matrix.ptp,,,,ptp,numpy.matrix.ptp,https://numpy.org/doc/stable/reference/generated/numpy.matrix.ptp.html,,,,False
815,1164,ndarray.ptp,,,,ptp,numpy.ndarray.ptp,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.ptp.html,,,,False
816,1165,ma.MaskedArray.ravel,,,,ravel,numpy.ma.MaskedArray.ravel,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.ravel.html,,,,False
817,1166,ma.ravel,,,,ravel,numpy.ma.ravel,https://numpy.org/doc/stable/reference/generated/numpy.ma.ravel.html,,,,False
818,1167,matrix.ravel,,,,ravel,numpy.matrix.ravel,https://numpy.org/doc/stable/reference/generated/numpy.matrix.ravel.html,,,,False
819,1168,ndarray.ravel,,,,ravel,numpy.ndarray.ravel,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.ravel.html,,,,False
820,1169,ma.MaskedArray.reshape,,,,reshape,numpy.ma.MaskedArray.reshape,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.reshape.html,arkouda.array_api._manipulation_functions.reshape,array_api._manipulation_functions.reshape,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.reshape,True
821,1170,ma.reshape,,,,reshape,numpy.ma.reshape,https://numpy.org/doc/stable/reference/generated/numpy.ma.reshape.html,arkouda.array_api._manipulation_functions.reshape,array_api._manipulation_functions.reshape,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.reshape,True
822,1171,matrix.reshape,,,,reshape,numpy.matrix.reshape,https://numpy.org/doc/stable/reference/generated/numpy.matrix.reshape.html,arkouda.array_api._manipulation_functions.reshape,array_api._manipulation_functions.reshape,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.reshape,True
823,1172,ndarray.reshape,,,,reshape,numpy.ndarray.reshape,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.reshape.html,arkouda.array_api._manipulation_functions.reshape,array_api._manipulation_functions.reshape,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.reshape,True
824,1173,ma.MaskedArray.resize,,,,resize,numpy.ma.MaskedArray.resize,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.resize.html,,,,False
825,1174,ma.resize,,,,resize,numpy.ma.resize,https://numpy.org/doc/stable/reference/generated/numpy.ma.resize.html,,,,False
826,1175,matrix.resize,,,,resize,numpy.matrix.resize,https://numpy.org/doc/stable/reference/generated/numpy.matrix.resize.html,,,,False
827,1176,ndarray.resize,,,,resize,numpy.ndarray.resize,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.resize.html,,,,False
828,1177,ma.MaskedArray.round,,,,round,numpy.ma.MaskedArray.round,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.round.html,arkouda.numeric.round,numeric.round,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.round,True
829,1178,ma.MaskedArray.round,,,,round,numpy.ma.MaskedArray.round,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.round.html,arkouda.array_api._elementwise_functions.round,array_api._elementwise_functions.round,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.round,True
830,1179,ma.round,,,,round,numpy.ma.round,https://numpy.org/doc/stable/reference/generated/numpy.ma.round.html,arkouda.numeric.round,numeric.round,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.round,True
831,1180,ma.round,,,,round,numpy.ma.round,https://numpy.org/doc/stable/reference/generated/numpy.ma.round.html,arkouda.array_api._elementwise_functions.round,array_api._elementwise_functions.round,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.round,True
832,1181,matrix.round,,,,round,numpy.matrix.round,https://numpy.org/doc/stable/reference/generated/numpy.matrix.round.html,arkouda.numeric.round,numeric.round,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.round,True
833,1182,matrix.round,,,,round,numpy.matrix.round,https://numpy.org/doc/stable/reference/generated/numpy.matrix.round.html,arkouda.array_api._elementwise_functions.round,array_api._elementwise_functions.round,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.round,True
834,1183,ndarray.round,,,,round,numpy.ndarray.round,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.round.html,arkouda.numeric.round,numeric.round,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.round,True
835,1184,ndarray.round,,,,round,numpy.ndarray.round,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.round.html,arkouda.array_api._elementwise_functions.round,array_api._elementwise_functions.round,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.round,True
836,1185,ma.MaskedArray.set_fill_value,,,,set_fill_value,numpy.ma.MaskedArray.set_fill_value,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.set_fill_value.html,,,,False
837,1186,ma.set_fill_value,,,,set_fill_value,numpy.ma.set_fill_value,https://numpy.org/doc/stable/reference/generated/numpy.ma.set_fill_value.html,,,,False
838,1187,ma.MaskedArray.shrink_mask,,,,shrink_mask,numpy.ma.MaskedArray.shrink_mask,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.shrink_mask.html,,,,False
839,1188,ma.MaskedArray.soften_mask,,,,soften_mask,numpy.ma.MaskedArray.soften_mask,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.soften_mask.html,,,,False
840,1189,ma.soften_mask,,,,soften_mask,numpy.ma.soften_mask,https://numpy.org/doc/stable/reference/generated/numpy.ma.soften_mask.html,,,,False
841,1190,ma.MaskedArray.sort,,,,sort,numpy.ma.MaskedArray.sort,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.sort.html,arkouda.sorting.sort,sorting.sort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.sorting.sort,True
842,1191,ma.MaskedArray.sort,,,,sort,numpy.ma.MaskedArray.sort,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.sort.html,arkouda.array_api._sorting_functions.sort,array_api._sorting_functions.sort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._sorting_functions.sort,True
843,1192,ma.sort,,,,sort,numpy.ma.sort,https://numpy.org/doc/stable/reference/generated/numpy.ma.sort.html,arkouda.sorting.sort,sorting.sort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.sorting.sort,True
844,1193,ma.sort,,,,sort,numpy.ma.sort,https://numpy.org/doc/stable/reference/generated/numpy.ma.sort.html,arkouda.array_api._sorting_functions.sort,array_api._sorting_functions.sort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._sorting_functions.sort,True
845,1194,matrix.sort,,,,sort,numpy.matrix.sort,https://numpy.org/doc/stable/reference/generated/numpy.matrix.sort.html,arkouda.sorting.sort,sorting.sort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.sorting.sort,True
846,1195,matrix.sort,,,,sort,numpy.matrix.sort,https://numpy.org/doc/stable/reference/generated/numpy.matrix.sort.html,arkouda.array_api._sorting_functions.sort,array_api._sorting_functions.sort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._sorting_functions.sort,True
847,1196,ndarray.sort,,,,sort,numpy.ndarray.sort,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.sort.html,arkouda.sorting.sort,sorting.sort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.sorting.sort,True
848,1197,ndarray.sort,,,,sort,numpy.ndarray.sort,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.sort.html,arkouda.array_api._sorting_functions.sort,array_api._sorting_functions.sort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._sorting_functions.sort,True
849,1198,ma.MaskedArray.squeeze,,,,squeeze,numpy.ma.MaskedArray.squeeze,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.squeeze.html,arkouda.array_api._manipulation_functions.squeeze,array_api._manipulation_functions.squeeze,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.squeeze,True
850,1199,ma.squeeze,,,,squeeze,numpy.ma.squeeze,https://numpy.org/doc/stable/reference/generated/numpy.ma.squeeze.html,arkouda.array_api._manipulation_functions.squeeze,array_api._manipulation_functions.squeeze,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.squeeze,True
851,1200,matrix.squeeze,,,,squeeze,numpy.matrix.squeeze,https://numpy.org/doc/stable/reference/generated/numpy.matrix.squeeze.html,arkouda.array_api._manipulation_functions.squeeze,array_api._manipulation_functions.squeeze,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.squeeze,True
852,1201,ndarray.squeeze,,,,squeeze,numpy.ndarray.squeeze,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.squeeze.html,arkouda.array_api._manipulation_functions.squeeze,array_api._manipulation_functions.squeeze,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.squeeze,True
853,1202,ma.MaskedArray.std,,,,std,numpy.ma.MaskedArray.std,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.std.html,arkouda.pdarrayclass.std,pdarrayclass.std,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.std,True
854,1203,ma.MaskedArray.std,,,,std,numpy.ma.MaskedArray.std,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.std.html,arkouda.array_api._statistical_functions.std,array_api._statistical_functions.std,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.std,True
855,1204,ma.std,,,,std,numpy.ma.std,https://numpy.org/doc/stable/reference/generated/numpy.ma.std.html,arkouda.pdarrayclass.std,pdarrayclass.std,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.std,True
856,1205,ma.std,,,,std,numpy.ma.std,https://numpy.org/doc/stable/reference/generated/numpy.ma.std.html,arkouda.array_api._statistical_functions.std,array_api._statistical_functions.std,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.std,True
857,1206,matrix.std,,,,std,numpy.matrix.std,https://numpy.org/doc/stable/reference/generated/numpy.matrix.std.html,arkouda.pdarrayclass.std,pdarrayclass.std,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.std,True
858,1207,matrix.std,,,,std,numpy.matrix.std,https://numpy.org/doc/stable/reference/generated/numpy.matrix.std.html,arkouda.array_api._statistical_functions.std,array_api._statistical_functions.std,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.std,True
859,1208,ndarray.std,,,,std,numpy.ndarray.std,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.std.html,arkouda.pdarrayclass.std,pdarrayclass.std,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.std,True
860,1209,ndarray.std,,,,std,numpy.ndarray.std,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.std.html,arkouda.array_api._statistical_functions.std,array_api._statistical_functions.std,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.std,True
861,1210,ma.MaskedArray.sum,,,,sum,numpy.ma.MaskedArray.sum,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.sum.html,arkouda.pdarrayclass.sum,pdarrayclass.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.sum,True
862,1211,ma.MaskedArray.sum,,,,sum,numpy.ma.MaskedArray.sum,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.sum.html,arkouda.array_api._statistical_functions.sum,array_api._statistical_functions.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.sum,True
863,1212,ma.sum,,,,sum,numpy.ma.sum,https://numpy.org/doc/stable/reference/generated/numpy.ma.sum.html,arkouda.pdarrayclass.sum,pdarrayclass.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.sum,True
864,1213,ma.sum,,,,sum,numpy.ma.sum,https://numpy.org/doc/stable/reference/generated/numpy.ma.sum.html,arkouda.array_api._statistical_functions.sum,array_api._statistical_functions.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.sum,True
865,1214,matrix.sum,,,,sum,numpy.matrix.sum,https://numpy.org/doc/stable/reference/generated/numpy.matrix.sum.html,arkouda.pdarrayclass.sum,pdarrayclass.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.sum,True
866,1215,matrix.sum,,,,sum,numpy.matrix.sum,https://numpy.org/doc/stable/reference/generated/numpy.matrix.sum.html,arkouda.array_api._statistical_functions.sum,array_api._statistical_functions.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.sum,True
867,1216,ndarray.sum,,,,sum,numpy.ndarray.sum,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.sum.html,arkouda.pdarrayclass.sum,pdarrayclass.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.sum,True
868,1217,ndarray.sum,,,,sum,numpy.ndarray.sum,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.sum.html,arkouda.array_api._statistical_functions.sum,array_api._statistical_functions.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.sum,True
869,1218,ma.MaskedArray.swapaxes,,,,swapaxes,numpy.ma.MaskedArray.swapaxes,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.swapaxes.html,,,,False
870,1219,ma.swapaxes,,,,swapaxes,numpy.ma.swapaxes,https://numpy.org/doc/stable/reference/generated/numpy.ma.swapaxes.html,,,,False
871,1220,matrix.swapaxes,,,,swapaxes,numpy.matrix.swapaxes,https://numpy.org/doc/stable/reference/generated/numpy.matrix.swapaxes.html,,,,False
872,1221,ndarray.swapaxes,,,,swapaxes,numpy.ndarray.swapaxes,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.swapaxes.html,,,,False
873,1222,swapaxes,,,,swapaxes,numpy.swapaxes,https://numpy.org/doc/stable/reference/generated/numpy.swapaxes.html,,,,False
874,1223,ma.MaskedArray.tobytes,,,,tobytes,numpy.ma.MaskedArray.tobytes,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.tobytes.html,,,,False
875,1224,matrix.tobytes,,,,tobytes,numpy.matrix.tobytes,https://numpy.org/doc/stable/reference/generated/numpy.matrix.tobytes.html,,,,False
876,1225,ndarray.tobytes,,,,tobytes,numpy.ndarray.tobytes,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.tobytes.html,,,,False
877,1226,ma.MaskedArray.tofile,,,,tofile,numpy.ma.MaskedArray.tofile,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.tofile.html,,,,False
878,1227,matrix.tofile,,,,tofile,numpy.matrix.tofile,https://numpy.org/doc/stable/reference/generated/numpy.matrix.tofile.html,,,,False
879,1228,ndarray.tofile,,,,tofile,numpy.ndarray.tofile,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.tofile.html,,,,False
880,1229,ma.MaskedArray.tolist,,,,tolist,numpy.ma.MaskedArray.tolist,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.tolist.html,,,,False
881,1230,matrix.tolist,,,,tolist,numpy.matrix.tolist,https://numpy.org/doc/stable/reference/generated/numpy.matrix.tolist.html,,,,False
882,1231,ndarray.tolist,,,,tolist,numpy.ndarray.tolist,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.tolist.html,,,,False
883,1232,ma.MaskedArray.torecords,,,,torecords,numpy.ma.MaskedArray.torecords,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.torecords.html,,,,False
884,1233,ma.MaskedArray.trace,,,,trace,numpy.ma.MaskedArray.trace,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.trace.html,,,,False
885,1234,ma.trace,,,,trace,numpy.ma.trace,https://numpy.org/doc/stable/reference/generated/numpy.ma.trace.html,,,,False
886,1235,matrix.trace,,,,trace,numpy.matrix.trace,https://numpy.org/doc/stable/reference/generated/numpy.matrix.trace.html,,,,False
887,1236,ndarray.trace,,,,trace,numpy.ndarray.trace,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.trace.html,,,,False
888,1237,trace,,,,trace,numpy.trace,https://numpy.org/doc/stable/reference/generated/numpy.trace.html,,,,False
889,1238,ma.MaskedArray.transpose,,,,transpose,numpy.ma.MaskedArray.transpose,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.transpose.html,,,,False
890,1239,ma.transpose,,,,transpose,numpy.ma.transpose,https://numpy.org/doc/stable/reference/generated/numpy.ma.transpose.html,,,,False
891,1240,matrix.transpose,,,,transpose,numpy.matrix.transpose,https://numpy.org/doc/stable/reference/generated/numpy.matrix.transpose.html,,,,False
892,1241,ndarray.transpose,,,,transpose,numpy.ndarray.transpose,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.transpose.html,,,,False
893,1242,ma.MaskedArray.unshare_mask,,,,unshare_mask,numpy.ma.MaskedArray.unshare_mask,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.unshare_mask.html,,,,False
894,1243,ma.MaskedArray.var,,,,var,numpy.ma.MaskedArray.var,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.var.html,arkouda.pdarrayclass.var,pdarrayclass.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.var,True
895,1244,ma.MaskedArray.var,,,,var,numpy.ma.MaskedArray.var,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.var.html,arkouda.array_api._statistical_functions.var,array_api._statistical_functions.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.var,True
896,1245,ma.var,,,,var,numpy.ma.var,https://numpy.org/doc/stable/reference/generated/numpy.ma.var.html,arkouda.pdarrayclass.var,pdarrayclass.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.var,True
897,1246,ma.var,,,,var,numpy.ma.var,https://numpy.org/doc/stable/reference/generated/numpy.ma.var.html,arkouda.array_api._statistical_functions.var,array_api._statistical_functions.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.var,True
898,1247,matrix.var,,,,var,numpy.matrix.var,https://numpy.org/doc/stable/reference/generated/numpy.matrix.var.html,arkouda.pdarrayclass.var,pdarrayclass.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.var,True
899,1248,matrix.var,,,,var,numpy.matrix.var,https://numpy.org/doc/stable/reference/generated/numpy.matrix.var.html,arkouda.array_api._statistical_functions.var,array_api._statistical_functions.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.var,True
900,1249,ndarray.var,,,,var,numpy.ndarray.var,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.var.html,arkouda.pdarrayclass.var,pdarrayclass.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.var,True
901,1250,ndarray.var,,,,var,numpy.ndarray.var,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.var.html,arkouda.array_api._statistical_functions.var,array_api._statistical_functions.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.var,True
902,1251,ma.MaskType,,,,MaskType,numpy.ma.MaskType,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskType.html,,,,False
903,1252,ma.maximum_fill_value,,,,maximum_fill_value,numpy.ma.maximum_fill_value,https://numpy.org/doc/stable/reference/generated/numpy.ma.maximum_fill_value.html,,,,False
904,1253,ma.median,,,,median,numpy.ma.median,https://numpy.org/doc/stable/reference/generated/numpy.ma.median.html,,,,False
905,1254,ma.minimum_fill_value,,,,minimum_fill_value,numpy.ma.minimum_fill_value,https://numpy.org/doc/stable/reference/generated/numpy.ma.minimum_fill_value.html,,,,False
906,1255,ma.mr_,,,,mr_,numpy.ma.mr_,https://numpy.org/doc/stable/reference/generated/numpy.ma.mr_.html,,,,False
907,1256,ma.ndenumerate,,,,ndenumerate,numpy.ma.ndenumerate,https://numpy.org/doc/stable/reference/generated/numpy.ma.ndenumerate.html,,,,False
908,1257,ndenumerate,,,,ndenumerate,numpy.ndenumerate,https://numpy.org/doc/stable/reference/generated/numpy.ndenumerate.html,,,,False
909,1258,ma.notmasked_contiguous,,,,notmasked_contiguous,numpy.ma.notmasked_contiguous,https://numpy.org/doc/stable/reference/generated/numpy.ma.notmasked_contiguous.html,,,,False
910,1259,ma.notmasked_edges,,,,notmasked_edges,numpy.ma.notmasked_edges,https://numpy.org/doc/stable/reference/generated/numpy.ma.notmasked_edges.html,,,,False
911,1260,ma.ones,,,,ones,numpy.ma.ones,https://numpy.org/doc/stable/reference/generated/numpy.ma.ones.html,arkouda.pdarraycreation.ones,pdarraycreation.ones,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.ones,True
912,1261,ma.ones,,,,ones,numpy.ma.ones,https://numpy.org/doc/stable/reference/generated/numpy.ma.ones.html,arkouda.array_api._creation_functions.ones,array_api._creation_functions.ones,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.ones,True
913,1262,matlib.ones,,,,ones,numpy.matlib.ones,https://numpy.org/doc/stable/reference/generated/numpy.matlib.ones.html,arkouda.pdarraycreation.ones,pdarraycreation.ones,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.ones,True
914,1263,matlib.ones,,,,ones,numpy.matlib.ones,https://numpy.org/doc/stable/reference/generated/numpy.matlib.ones.html,arkouda.array_api._creation_functions.ones,array_api._creation_functions.ones,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.ones,True
915,1264,ma.ones_like,,,,ones_like,numpy.ma.ones_like,https://numpy.org/doc/stable/reference/generated/numpy.ma.ones_like.html,arkouda.pdarraycreation.ones_like,pdarraycreation.ones_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.ones_like,True
916,1265,ma.ones_like,,,,ones_like,numpy.ma.ones_like,https://numpy.org/doc/stable/reference/generated/numpy.ma.ones_like.html,arkouda.array_api._creation_functions.ones_like,array_api._creation_functions.ones_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.ones_like,True
917,1266,ma.outer,,,,outer,numpy.ma.outer,https://numpy.org/doc/stable/reference/generated/numpy.ma.outer.html,,,,False
918,1267,ma.outerproduct,,,,outerproduct,numpy.ma.outerproduct,https://numpy.org/doc/stable/reference/generated/numpy.ma.outerproduct.html,,,,False
919,1268,ma.polyfit,,,,polyfit,numpy.ma.polyfit,https://numpy.org/doc/stable/reference/generated/numpy.ma.polyfit.html,,,,False
920,1269,polyfit,,,,polyfit,numpy.polyfit,https://numpy.org/doc/stable/reference/generated/numpy.polyfit.html,,,,False
921,1270,polynomial.polynomial.polyfit,,,,polyfit,numpy.polynomial.polynomial.polyfit,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyfit.html,,,,False
922,1271,ma.row_stack,,,,row_stack,numpy.ma.row_stack,https://numpy.org/doc/stable/reference/generated/numpy.ma.row_stack.html,,,,False
923,1272,row_stack,,,,row_stack,numpy.row_stack,https://numpy.org/doc/stable/reference/generated/numpy.row_stack.html,,,,False
924,1273,ma.setdiff1d,,,,setdiff1d,numpy.ma.setdiff1d,https://numpy.org/doc/stable/reference/generated/numpy.ma.setdiff1d.html,arkouda.pdarraysetops.setdiff1d,pdarraysetops.setdiff1d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.setdiff1d,True
