,index,function_np,total_np_calls,num_pandas_funs_used_by,used_by_pandas,function_name,np,numpy_api_link,ak,function_ak,arkouda_api_link,partial_ak_coverage
546,895,emath.power,,,,power,numpy.emath.power,https://numpy.org/doc/stable/reference/generated/numpy.emath.power.html,arkouda.pdarrayclass.power,pdarrayclass.power,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.power,True
547,896,ma.power,,,,power,numpy.ma.power,https://numpy.org/doc/stable/reference/generated/numpy.ma.power.html,arkouda.pdarrayclass.power,pdarrayclass.power,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.power,True
548,897,power,,,,power,numpy.power,https://numpy.org/doc/stable/reference/generated/numpy.power.html,arkouda.pdarrayclass.power,pdarrayclass.power,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.power,True
549,898,random.Generator.power,,,,power,numpy.random.Generator.power,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.power.html,arkouda.pdarrayclass.power,pdarrayclass.power,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.power,True
550,899,random.power,,,,power,numpy.random.power,https://numpy.org/doc/stable/reference/generated/numpy.random.power.html,arkouda.pdarrayclass.power,pdarrayclass.power,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.power,True
551,900,random.RandomState.power,,,,power,numpy.random.RandomState.power,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.power.html,arkouda.pdarrayclass.power,pdarrayclass.power,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.power,True
552,901,emath.sqrt,,,,sqrt,numpy.emath.sqrt,https://numpy.org/doc/stable/reference/generated/numpy.emath.sqrt.html,arkouda.pdarrayclass.sqrt,pdarrayclass.sqrt,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.sqrt,True
553,902,emath.sqrt,,,,sqrt,numpy.emath.sqrt,https://numpy.org/doc/stable/reference/generated/numpy.emath.sqrt.html,arkouda.array_api._elementwise_functions.sqrt,array_api._elementwise_functions.sqrt,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.sqrt,True
554,903,ma.empty,,,,empty,numpy.ma.empty,https://numpy.org/doc/stable/reference/generated/numpy.ma.empty.html,arkouda.array_api._creation_functions.empty,array_api._creation_functions.empty,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.empty,True
555,904,matlib.empty,,,,empty,numpy.matlib.empty,https://numpy.org/doc/stable/reference/generated/numpy.matlib.empty.html,arkouda.array_api._creation_functions.empty,array_api._creation_functions.empty,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.empty,True
556,905,ma.empty_like,,,,empty_like,numpy.ma.empty_like,https://numpy.org/doc/stable/reference/generated/numpy.ma.empty_like.html,arkouda.array_api._creation_functions.empty_like,array_api._creation_functions.empty_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.empty_like,True
557,906,euler_gamma,,,,euler_gamma,numpy.euler_gamma,https://numpy.org/doc/stable/reference/generated/numpy.euler_gamma.html,,,,False
558,907,exceptions.AxisError,,,,AxisError,numpy.exceptions.AxisError,https://numpy.org/doc/stable/reference/generated/numpy.exceptions.AxisError.html,,,,False
559,908,exceptions.DTypePromotionError,,,,DTypePromotionError,numpy.exceptions.DTypePromotionError,https://numpy.org/doc/stable/reference/generated/numpy.exceptions.DTypePromotionError.html,,,,False
560,909,exceptions.TooHardError,,,,TooHardError,numpy.exceptions.TooHardError,https://numpy.org/doc/stable/reference/generated/numpy.exceptions.TooHardError.html,,,,False
561,910,exceptions.VisibleDeprecationWarning,,,,VisibleDeprecationWarning,numpy.exceptions.VisibleDeprecationWarning,https://numpy.org/doc/stable/reference/generated/numpy.exceptions.VisibleDeprecationWarning.html,,,,False
562,911,exp2,,,,exp2,numpy.exp2,https://numpy.org/doc/stable/reference/generated/numpy.exp2.html,,,,False
563,912,expand_dims,,,,expand_dims,numpy.expand_dims,https://numpy.org/doc/stable/reference/generated/numpy.expand_dims.html,arkouda.array_api._manipulation_functions.expand_dims,array_api._manipulation_functions.expand_dims,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.expand_dims,True
564,913,ma.expand_dims,,,,expand_dims,numpy.ma.expand_dims,https://numpy.org/doc/stable/reference/generated/numpy.ma.expand_dims.html,arkouda.array_api._manipulation_functions.expand_dims,array_api._manipulation_functions.expand_dims,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.expand_dims,True
565,914,expm1,,,,expm1,numpy.expm1,https://numpy.org/doc/stable/reference/generated/numpy.expm1.html,arkouda.numeric.expm1,numeric.expm1,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.expm1,True
566,915,expm1,,,,expm1,numpy.expm1,https://numpy.org/doc/stable/reference/generated/numpy.expm1.html,arkouda.array_api._elementwise_functions.expm1,array_api._elementwise_functions.expm1,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.expm1,True
567,916,extract,,,,extract,numpy.extract,https://numpy.org/doc/stable/reference/generated/numpy.extract.html,,,,False
568,917,matlib.eye,,,,eye,numpy.matlib.eye,https://numpy.org/doc/stable/reference/generated/numpy.matlib.eye.html,arkouda.array_api._creation_functions.eye,array_api._creation_functions.eye,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.eye,True
569,918,fft.fft,,,,fft,numpy.fft.fft,https://numpy.org/doc/stable/reference/generated/numpy.fft.fft.html,,,,False
570,919,fft.fft2,,,,fft2,numpy.fft.fft2,https://numpy.org/doc/stable/reference/generated/numpy.fft.fft2.html,,,,False
571,920,fft.fftfreq,,,,fftfreq,numpy.fft.fftfreq,https://numpy.org/doc/stable/reference/generated/numpy.fft.fftfreq.html,,,,False
572,921,fft.fftn,,,,fftn,numpy.fft.fftn,https://numpy.org/doc/stable/reference/generated/numpy.fft.fftn.html,,,,False
573,922,fft.fftshift,,,,fftshift,numpy.fft.fftshift,https://numpy.org/doc/stable/reference/generated/numpy.fft.fftshift.html,,,,False
574,923,fft.hfft,,,,hfft,numpy.fft.hfft,https://numpy.org/doc/stable/reference/generated/numpy.fft.hfft.html,,,,False
575,924,fft.ifft,,,,ifft,numpy.fft.ifft,https://numpy.org/doc/stable/reference/generated/numpy.fft.ifft.html,,,,False
576,925,fft.ifft2,,,,ifft2,numpy.fft.ifft2,https://numpy.org/doc/stable/reference/generated/numpy.fft.ifft2.html,,,,False
577,926,fft.ifftn,,,,ifftn,numpy.fft.ifftn,https://numpy.org/doc/stable/reference/generated/numpy.fft.ifftn.html,,,,False
578,927,fft.ifftshift,,,,ifftshift,numpy.fft.ifftshift,https://numpy.org/doc/stable/reference/generated/numpy.fft.ifftshift.html,,,,False
579,928,fft.ihfft,,,,ihfft,numpy.fft.ihfft,https://numpy.org/doc/stable/reference/generated/numpy.fft.ihfft.html,,,,False
580,929,fft.irfft,,,,irfft,numpy.fft.irfft,https://numpy.org/doc/stable/reference/generated/numpy.fft.irfft.html,,,,False
581,930,fft.irfft2,,,,irfft2,numpy.fft.irfft2,https://numpy.org/doc/stable/reference/generated/numpy.fft.irfft2.html,,,,False
582,931,fft.irfftn,,,,irfftn,numpy.fft.irfftn,https://numpy.org/doc/stable/reference/generated/numpy.fft.irfftn.html,,,,False
583,932,fft.rfft,,,,rfft,numpy.fft.rfft,https://numpy.org/doc/stable/reference/generated/numpy.fft.rfft.html,,,,False
584,933,fft.rfft2,,,,rfft2,numpy.fft.rfft2,https://numpy.org/doc/stable/reference/generated/numpy.fft.rfft2.html,,,,False
585,934,fft.rfftfreq,,,,rfftfreq,numpy.fft.rfftfreq,https://numpy.org/doc/stable/reference/generated/numpy.fft.rfftfreq.html,,,,False
586,935,fft.rfftn,,,,rfftn,numpy.fft.rfftn,https://numpy.org/doc/stable/reference/generated/numpy.fft.rfftn.html,,,,False
587,936,flatiter,,,,flatiter,numpy.flatiter,https://numpy.org/doc/stable/reference/generated/numpy.flatiter.html,,,,False
588,937,flip,,,,flip,numpy.flip,https://numpy.org/doc/stable/reference/generated/numpy.flip.html,arkouda.array_api._manipulation_functions.flip,array_api._manipulation_functions.flip,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.flip,True
589,938,fliplr,,,,fliplr,numpy.fliplr,https://numpy.org/doc/stable/reference/generated/numpy.fliplr.html,,,,False
590,939,flipud,,,,flipud,numpy.flipud,https://numpy.org/doc/stable/reference/generated/numpy.flipud.html,,,,False
591,940,float_,,,,float_,numpy.float_,https://numpy.org/doc/stable/reference/generated/numpy.float_.html,,,,False
592,941,float_power,,,,float_power,numpy.float_power,https://numpy.org/doc/stable/reference/generated/numpy.float_power.html,,,,False
593,942,half,,,,float16,numpy.half / numpy.float16,https://numpy.org/doc/stable/reference/generated/numpy.half / numpy.float16.html,,,,False
594,943,float96,,,,float96,numpy.float96,https://numpy.org/doc/stable/reference/generated/numpy.float96.html,,,,False
595,944,fmax,,,,fmax,numpy.fmax,https://numpy.org/doc/stable/reference/generated/numpy.fmax.html,,,,False
596,945,fmin,,,,fmin,numpy.fmin,https://numpy.org/doc/stable/reference/generated/numpy.fmin.html,,,,False
597,946,fmod,,,,fmod,numpy.fmod,https://numpy.org/doc/stable/reference/generated/numpy.fmod.html,arkouda.pdarrayclass.fmod,pdarrayclass.fmod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.fmod,True
598,947,format_float_positional,,,,format_float_positional,numpy.format_float_positional,https://numpy.org/doc/stable/reference/generated/numpy.format_float_positional.html,,,,False
599,948,format_float_scientific,,,,format_float_scientific,numpy.format_float_scientific,https://numpy.org/doc/stable/reference/generated/numpy.format_float_scientific.html,,,,False
600,949,format_parser,,,,format_parser,numpy.format_parser,https://numpy.org/doc/stable/reference/generated/numpy.format_parser.html,,,,False
601,950,ma.frombuffer,,,,frombuffer,numpy.ma.frombuffer,https://numpy.org/doc/stable/reference/generated/numpy.ma.frombuffer.html,,,,False
602,951,fromfunction,,,,fromfunction,numpy.fromfunction,https://numpy.org/doc/stable/reference/generated/numpy.fromfunction.html,,,,False
603,952,ma.fromfunction,,,,fromfunction,numpy.ma.fromfunction,https://numpy.org/doc/stable/reference/generated/numpy.ma.fromfunction.html,,,,False
604,953,frompyfunc,,,,frompyfunc,numpy.frompyfunc,https://numpy.org/doc/stable/reference/generated/numpy.frompyfunc.html,,,,False
605,954,fromregex,,,,fromregex,numpy.fromregex,https://numpy.org/doc/stable/reference/generated/numpy.fromregex.html,,,,False
606,955,full_like,,,,full_like,numpy.full_like,https://numpy.org/doc/stable/reference/generated/numpy.full_like.html,arkouda.pdarraycreation.full_like,pdarraycreation.full_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.full_like,True
607,956,full_like,,,,full_like,numpy.full_like,https://numpy.org/doc/stable/reference/generated/numpy.full_like.html,arkouda.array_api._creation_functions.full_like,array_api._creation_functions.full_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.full_like,True
608,957,gcd,,,,gcd,numpy.gcd,https://numpy.org/doc/stable/reference/generated/numpy.gcd.html,,,,False
609,958,generic.__array_interface__,,,,__array_interface__,numpy.generic.__array_interface__,https://numpy.org/doc/stable/reference/generated/numpy.generic.__array_interface__.html,,,,False
610,959,generic.__array_priority__,,,,__array_priority__,numpy.generic.__array_priority__,https://numpy.org/doc/stable/reference/generated/numpy.generic.__array_priority__.html,,,,False
611,960,generic.__array_struct__,,,,__array_struct__,numpy.generic.__array_struct__,https://numpy.org/doc/stable/reference/generated/numpy.generic.__array_struct__.html,,,,False
