,index,ak,function,function_name,arkouda_api_link
462,2998,arkouda.array_api._elementwise_functions.bitwise_right_shift,array_api._elementwise_functions.bitwise_right_shift,bitwise_right_shift,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.bitwise_right_shift
463,2999,arkouda.array_api._elementwise_functions.bitwise_xor,array_api._elementwise_functions.bitwise_xor,bitwise_xor,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.bitwise_xor
464,3000,arkouda.array_api._elementwise_functions.ceil,array_api._elementwise_functions.ceil,ceil,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.ceil
465,3001,arkouda.array_api._elementwise_functions.conj,array_api._elementwise_functions.conj,conj,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.conj
466,3002,arkouda.array_api._elementwise_functions.cos,array_api._elementwise_functions.cos,cos,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.cos
467,3003,arkouda.array_api._elementwise_functions.cosh,array_api._elementwise_functions.cosh,cosh,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.cosh
468,3004,arkouda.array_api._elementwise_functions.divide,array_api._elementwise_functions.divide,divide,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.divide
469,3005,arkouda.array_api._elementwise_functions.equal,array_api._elementwise_functions.equal,equal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.equal
470,3006,arkouda.array_api._elementwise_functions.exp,array_api._elementwise_functions.exp,exp,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.exp
471,3007,arkouda.array_api._elementwise_functions.expm1,array_api._elementwise_functions.expm1,expm1,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.expm1
472,3008,arkouda.array_api._elementwise_functions.floor,array_api._elementwise_functions.floor,floor,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.floor
473,3009,arkouda.array_api._elementwise_functions.floor_divide,array_api._elementwise_functions.floor_divide,floor_divide,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.floor_divide
474,3010,arkouda.array_api._elementwise_functions.greater,array_api._elementwise_functions.greater,greater,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.greater
475,3011,arkouda.array_api._elementwise_functions.greater_equal,array_api._elementwise_functions.greater_equal,greater_equal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.greater_equal
476,3012,arkouda.array_api._elementwise_functions.imag,array_api._elementwise_functions.imag,imag,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.imag
477,3013,arkouda.array_api._elementwise_functions.isfinite,array_api._elementwise_functions.isfinite,isfinite,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.isfinite
478,3014,arkouda.array_api._elementwise_functions.isinf,array_api._elementwise_functions.isinf,isinf,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.isinf
479,3015,arkouda.array_api._elementwise_functions.isnan,array_api._elementwise_functions.isnan,isnan,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.isnan
480,3016,arkouda.array_api._elementwise_functions.less,array_api._elementwise_functions.less,less,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.less
481,3017,arkouda.array_api._elementwise_functions.less_equal,array_api._elementwise_functions.less_equal,less_equal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.less_equal
482,3018,arkouda.array_api._elementwise_functions.log,array_api._elementwise_functions.log,log,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.log
483,3019,arkouda.array_api._elementwise_functions.log10,array_api._elementwise_functions.log10,log10,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.log10
484,3020,arkouda.array_api._elementwise_functions.log1p,array_api._elementwise_functions.log1p,log1p,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.log1p
485,3021,arkouda.array_api._elementwise_functions.log2,array_api._elementwise_functions.log2,log2,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.log2
486,3022,arkouda.array_api._elementwise_functions.logaddexp,array_api._elementwise_functions.logaddexp,logaddexp,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.logaddexp
487,3023,arkouda.array_api._elementwise_functions.logical_and,array_api._elementwise_functions.logical_and,logical_and,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.logical_and
488,3024,arkouda.array_api._elementwise_functions.logical_not,array_api._elementwise_functions.logical_not,logical_not,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.logical_not
489,3025,arkouda.array_api._elementwise_functions.logical_or,array_api._elementwise_functions.logical_or,logical_or,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.logical_or
490,3026,arkouda.array_api._elementwise_functions.logical_xor,array_api._elementwise_functions.logical_xor,logical_xor,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.logical_xor
491,3027,arkouda.array_api._elementwise_functions.multiply,array_api._elementwise_functions.multiply,multiply,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.multiply
492,3028,arkouda.array_api._elementwise_functions.negative,array_api._elementwise_functions.negative,negative,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.negative
493,3029,arkouda.array_api._elementwise_functions.not_equal,array_api._elementwise_functions.not_equal,not_equal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.not_equal
494,3030,arkouda.array_api._elementwise_functions.positive,array_api._elementwise_functions.positive,positive,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.positive
495,3031,arkouda.array_api._elementwise_functions.pow,array_api._elementwise_functions.pow,pow,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.pow
496,3032,arkouda.array_api._elementwise_functions.real,array_api._elementwise_functions.real,real,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.real
497,3033,arkouda.array_api._elementwise_functions.remainder,array_api._elementwise_functions.remainder,remainder,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.remainder
498,3034,arkouda.array_api._elementwise_functions.round,array_api._elementwise_functions.round,round,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.round
499,3035,arkouda.array_api._elementwise_functions.sign,array_api._elementwise_functions.sign,sign,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.sign
500,3036,arkouda.array_api._elementwise_functions.sin,array_api._elementwise_functions.sin,sin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.sin
501,3037,arkouda.array_api._elementwise_functions.sinh,array_api._elementwise_functions.sinh,sinh,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.sinh
502,3038,arkouda.array_api._elementwise_functions.sqrt,array_api._elementwise_functions.sqrt,sqrt,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.sqrt
503,3039,arkouda.array_api._elementwise_functions.square,array_api._elementwise_functions.square,square,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.square
504,3040,arkouda.array_api._elementwise_functions.subtract,array_api._elementwise_functions.subtract,subtract,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.subtract
505,3041,arkouda.array_api._elementwise_functions.tan,array_api._elementwise_functions.tan,tan,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.tan
506,3042,arkouda.array_api._elementwise_functions.tanh,array_api._elementwise_functions.tanh,tanh,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.tanh
507,3043,arkouda.array_api._elementwise_functions.trunc,array_api._elementwise_functions.trunc,trunc,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.trunc
508,3185,arkouda.array_api._indexing_functions,array_api._indexing_functions,_indexing_functions,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._indexing_functions
509,3186,arkouda.array_api._indexing_functions.take,array_api._indexing_functions.take,take,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._indexing_functions.take
510,3190,arkouda.array_api._array_object,array_api._array_object,_array_object,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._array_object
511,3195,arkouda.array_api._utility_functions,array_api._utility_functions,_utility_functions,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions
512,3196,arkouda.array_api._utility_functions.all,array_api._utility_functions.all,all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.all
513,3197,arkouda.array_api._utility_functions.any,array_api._utility_functions.any,any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.any
514,3202,arkouda.array_api._data_type_functions,array_api._data_type_functions,_data_type_functions,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._data_type_functions
515,3203,arkouda.array_api._data_type_functions.finfo_object,array_api._data_type_functions.finfo_object,finfo_object,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._data_type_functions.finfo_object
516,3204,arkouda.array_api._data_type_functions.iinfo_object,array_api._data_type_functions.iinfo_object,iinfo_object,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._data_type_functions.iinfo_object
517,3205,arkouda.array_api._data_type_functions.astype,array_api._data_type_functions.astype,astype,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._data_type_functions.astype
518,3206,arkouda.array_api._data_type_functions.can_cast,array_api._data_type_functions.can_cast,can_cast,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._data_type_functions.can_cast
519,3207,arkouda.array_api._data_type_functions.isdtype,array_api._data_type_functions.isdtype,isdtype,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._data_type_functions.isdtype
520,3208,arkouda.array_api._data_type_functions.result_type,array_api._data_type_functions.result_type,result_type,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._data_type_functions.result_type
521,3213,arkouda.array_api._set_functions,array_api._set_functions,_set_functions,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._set_functions
522,3214,arkouda.array_api._set_functions.UniqueAllResult,array_api._set_functions.UniqueAllResult,UniqueAllResult,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._set_functions.UniqueAllResult
523,3215,arkouda.array_api._set_functions.UniqueCountsResult,array_api._set_functions.UniqueCountsResult,UniqueCountsResult,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._set_functions.UniqueCountsResult
524,3216,arkouda.array_api._set_functions.UniqueInverseResult,array_api._set_functions.UniqueInverseResult,UniqueInverseResult,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._set_functions.UniqueInverseResult
525,3217,arkouda.array_api._set_functions.unique_all,array_api._set_functions.unique_all,unique_all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._set_functions.unique_all
526,3218,arkouda.array_api._set_functions.unique_counts,array_api._set_functions.unique_counts,unique_counts,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._set_functions.unique_counts
527,3219,arkouda.array_api._set_functions.unique_inverse,array_api._set_functions.unique_inverse,unique_inverse,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._set_functions.unique_inverse
528,3220,arkouda.array_api._set_functions.unique_values,array_api._set_functions.unique_values,unique_values,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._set_functions.unique_values
529,3237,arkouda.array_api._typing,array_api._typing,_typing,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._typing
530,3239,arkouda.array_api._typing.SupportsDLPack,array_api._typing.SupportsDLPack,SupportsDLPack,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._typing.SupportsDLPack
531,3240,arkouda.array_api._typing.Device,array_api._typing.Device,Device,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._typing.Device
532,3241,arkouda.array_api._typing.Dtype,array_api._typing.Dtype,Dtype,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._typing.Dtype
533,3242,arkouda.array_api._typing.PyCapsule,array_api._typing.PyCapsule,PyCapsule,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._typing.PyCapsule
534,3243,arkouda.array_api._typing.SupportsBufferProtocol,array_api._typing.SupportsBufferProtocol,SupportsBufferProtocol,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._typing.SupportsBufferProtocol
535,3247,arkouda.array_api._searching_functions,array_api._searching_functions,_searching_functions,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions
536,3248,arkouda.array_api._searching_functions.argmax,array_api._searching_functions.argmax,argmax,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.argmax
537,3249,arkouda.array_api._searching_functions.argmin,array_api._searching_functions.argmin,argmin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.argmin
538,3250,arkouda.array_api._searching_functions.nonzero,array_api._searching_functions.nonzero,nonzero,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.nonzero
539,3251,arkouda.array_api._searching_functions.where,array_api._searching_functions.where,where,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.where
540,3262,arkouda.array_api._manipulation_functions,array_api._manipulation_functions,_manipulation_functions,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions
541,3263,arkouda.array_api._manipulation_functions.broadcast_arrays,array_api._manipulation_functions.broadcast_arrays,broadcast_arrays,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.broadcast_arrays
542,3264,arkouda.array_api._manipulation_functions.broadcast_to,array_api._manipulation_functions.broadcast_to,broadcast_to,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.broadcast_to
543,3265,arkouda.array_api._manipulation_functions.concat,array_api._manipulation_functions.concat,concat,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.concat
544,3266,arkouda.array_api._manipulation_functions.expand_dims,array_api._manipulation_functions.expand_dims,expand_dims,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.expand_dims
545,3267,arkouda.array_api._manipulation_functions.flip,array_api._manipulation_functions.flip,flip,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.flip
546,3268,arkouda.array_api._manipulation_functions.permute_dims,array_api._manipulation_functions.permute_dims,permute_dims,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.permute_dims
547,3269,arkouda.array_api._manipulation_functions.reshape,array_api._manipulation_functions.reshape,reshape,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.reshape
548,3270,arkouda.array_api._manipulation_functions.roll,array_api._manipulation_functions.roll,roll,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.roll
549,3271,arkouda.array_api._manipulation_functions.squeeze,array_api._manipulation_functions.squeeze,squeeze,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.squeeze
550,3272,arkouda.array_api._manipulation_functions.stack,array_api._manipulation_functions.stack,stack,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.stack
