,index,function_np,total_np_calls,num_nltk_funs_used_by,used_by_nltk,function_name,np,numpy_api_link,ak,function_ak,arkouda_api_link,partial_ak_coverage
487,487,i0,,,,i0,numpy.i0,https://numpy.org/doc/stable/reference/generated/numpy.i0.html,,,,False
488,488,identity,,,,identity,numpy.identity,https://numpy.org/doc/stable/reference/generated/numpy.identity.html,arkouda.util.identity,util.identity,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.util.identity,True
489,489,ma.identity,,,,identity,numpy.ma.identity,https://numpy.org/doc/stable/reference/generated/numpy.ma.identity.html,arkouda.util.identity,util.identity,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.util.identity,True
490,490,matlib.identity,,,,identity,numpy.matlib.identity,https://numpy.org/doc/stable/reference/generated/numpy.matlib.identity.html,arkouda.util.identity,util.identity,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.util.identity,True
491,491,iinfo,,,,iinfo,numpy.iinfo,https://numpy.org/doc/stable/reference/generated/numpy.iinfo.html,,,,False
492,492,in1d,,,,in1d,numpy.in1d,https://numpy.org/doc/stable/reference/generated/numpy.in1d.html,arkouda.pdarraysetops.in1d,pdarraysetops.in1d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.in1d,True
493,493,ma.in1d,,,,in1d,numpy.ma.in1d,https://numpy.org/doc/stable/reference/generated/numpy.ma.in1d.html,arkouda.pdarraysetops.in1d,pdarraysetops.in1d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.in1d,True
494,494,indices,,,,indices,numpy.indices,https://numpy.org/doc/stable/reference/generated/numpy.indices.html,,,,False
495,495,ma.indices,,,,indices,numpy.ma.indices,https://numpy.org/doc/stable/reference/generated/numpy.ma.indices.html,,,,False
496,496,info,,,,info,numpy.info,https://numpy.org/doc/stable/reference/generated/numpy.info.html,,,,False
497,497,inner,,,,inner,numpy.inner,https://numpy.org/doc/stable/reference/generated/numpy.inner.html,,,,False
498,498,ma.inner,,,,inner,numpy.ma.inner,https://numpy.org/doc/stable/reference/generated/numpy.ma.inner.html,,,,False
499,499,insert,,,,insert,numpy.insert,https://numpy.org/doc/stable/reference/generated/numpy.insert.html,,,,False
500,500,int_,,,,int_,numpy.int_,https://numpy.org/doc/stable/reference/generated/numpy.int_.html,,,,False
501,501,int16,,,,int16,numpy.int16,https://numpy.org/doc/stable/reference/generated/numpy.int16.html,arkouda.dtypes.int16,dtypes.int16,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.int16,True
502,502,int32,,,,int32,numpy.int32,https://numpy.org/doc/stable/reference/generated/numpy.int32.html,arkouda.dtypes.int32,dtypes.int32,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.int32,True
503,503,int64,,,,int64,numpy.int64,https://numpy.org/doc/stable/reference/generated/numpy.int64.html,arkouda.dtypes.int64,dtypes.int64,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.int64,True
504,504,int8,,,,int8,numpy.int8,https://numpy.org/doc/stable/reference/generated/numpy.int8.html,arkouda.dtypes.int8,dtypes.int8,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.int8,True
505,505,intc,,,,intc,numpy.intc,https://numpy.org/doc/stable/reference/generated/numpy.intc.html,,,,False
506,506,integer,,,,integer,numpy.integer,https://numpy.org/doc/stable/reference/generated/numpy.integer.html,,,,False
507,507,interp,,,,interp,numpy.interp,https://numpy.org/doc/stable/reference/generated/numpy.interp.html,,,,False
508,508,intersect1d,,,,intersect1d,numpy.intersect1d,https://numpy.org/doc/stable/reference/generated/numpy.intersect1d.html,arkouda.pdarraysetops.intersect1d,pdarraysetops.intersect1d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.intersect1d,True
509,509,ma.intersect1d,,,,intersect1d,numpy.ma.intersect1d,https://numpy.org/doc/stable/reference/generated/numpy.ma.intersect1d.html,arkouda.pdarraysetops.intersect1d,pdarraysetops.intersect1d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.intersect1d,True
510,510,intp,,,,intp,numpy.intp,https://numpy.org/doc/stable/reference/generated/numpy.intp.html,,,,False
511,511,invert,,,,invert,numpy.invert,https://numpy.org/doc/stable/reference/generated/numpy.invert.html,,,,False
512,512,is_busday,,,,is_busday,numpy.is_busday,https://numpy.org/doc/stable/reference/generated/numpy.is_busday.html,,,,False
513,513,isclose,,,,isclose,numpy.isclose,https://numpy.org/doc/stable/reference/generated/numpy.isclose.html,,,,False
514,514,iscomplex,,,,iscomplex,numpy.iscomplex,https://numpy.org/doc/stable/reference/generated/numpy.iscomplex.html,,,,False
515,515,iscomplexobj,,,,iscomplexobj,numpy.iscomplexobj,https://numpy.org/doc/stable/reference/generated/numpy.iscomplexobj.html,,,,False
516,516,isfinite,,,,isfinite,numpy.isfinite,https://numpy.org/doc/stable/reference/generated/numpy.isfinite.html,arkouda.numeric.isfinite,numeric.isfinite,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.isfinite,True
517,517,isfinite,,,,isfinite,numpy.isfinite,https://numpy.org/doc/stable/reference/generated/numpy.isfinite.html,arkouda.array_api._elementwise_functions.isfinite,array_api._elementwise_functions.isfinite,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.isfinite,True
518,518,isfortran,,,,isfortran,numpy.isfortran,https://numpy.org/doc/stable/reference/generated/numpy.isfortran.html,,,,False
519,519,isin,,,,isin,numpy.isin,https://numpy.org/doc/stable/reference/generated/numpy.isin.html,,,,False
520,520,ma.isin,,,,isin,numpy.ma.isin,https://numpy.org/doc/stable/reference/generated/numpy.ma.isin.html,,,,False
521,521,isinf,,,,isinf,numpy.isinf,https://numpy.org/doc/stable/reference/generated/numpy.isinf.html,arkouda.numeric.isinf,numeric.isinf,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.isinf,True
522,522,isinf,,,,isinf,numpy.isinf,https://numpy.org/doc/stable/reference/generated/numpy.isinf.html,arkouda.array_api._elementwise_functions.isinf,array_api._elementwise_functions.isinf,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.isinf,True
523,523,isnan,,,,isnan,numpy.isnan,https://numpy.org/doc/stable/reference/generated/numpy.isnan.html,arkouda.numeric.isnan,numeric.isnan,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.isnan,True
524,524,isnan,,,,isnan,numpy.isnan,https://numpy.org/doc/stable/reference/generated/numpy.isnan.html,arkouda.array_api._elementwise_functions.isnan,array_api._elementwise_functions.isnan,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.isnan,True
525,525,isnat,,,,isnat,numpy.isnat,https://numpy.org/doc/stable/reference/generated/numpy.isnat.html,,,,False
526,526,isneginf,,,,isneginf,numpy.isneginf,https://numpy.org/doc/stable/reference/generated/numpy.isneginf.html,,,,False
527,527,isposinf,,,,isposinf,numpy.isposinf,https://numpy.org/doc/stable/reference/generated/numpy.isposinf.html,,,,False
528,528,isreal,,,,isreal,numpy.isreal,https://numpy.org/doc/stable/reference/generated/numpy.isreal.html,,,,False
529,529,isrealobj,,,,isrealobj,numpy.isrealobj,https://numpy.org/doc/stable/reference/generated/numpy.isrealobj.html,,,,False
530,530,isscalar,,,,isscalar,numpy.isscalar,https://numpy.org/doc/stable/reference/generated/numpy.isscalar.html,,,,False
531,531,issctype,,,,issctype,numpy.issctype,https://numpy.org/doc/stable/reference/generated/numpy.issctype.html,,,,False
532,532,issubclass_,,,,issubclass_,numpy.issubclass_,https://numpy.org/doc/stable/reference/generated/numpy.issubclass_.html,,,,False
533,533,issubdtype,,,,issubdtype,numpy.issubdtype,https://numpy.org/doc/stable/reference/generated/numpy.issubdtype.html,,,,False
534,534,issubsctype,,,,issubsctype,numpy.issubsctype,https://numpy.org/doc/stable/reference/generated/numpy.issubsctype.html,,,,False
535,535,iterable,,,,iterable,numpy.iterable,https://numpy.org/doc/stable/reference/generated/numpy.iterable.html,,,,False
536,536,ix_,,,,ix_,numpy.ix_,https://numpy.org/doc/stable/reference/generated/numpy.ix_.html,,,,False
537,537,kaiser,,,,kaiser,numpy.kaiser,https://numpy.org/doc/stable/reference/generated/numpy.kaiser.html,,,,False
538,538,kron,,,,kron,numpy.kron,https://numpy.org/doc/stable/reference/generated/numpy.kron.html,,,,False
539,539,lcm,,,,lcm,numpy.lcm,https://numpy.org/doc/stable/reference/generated/numpy.lcm.html,,,,False
540,540,ldexp,,,,ldexp,numpy.ldexp,https://numpy.org/doc/stable/reference/generated/numpy.ldexp.html,,,,False
541,541,left_shift,,,,left_shift,numpy.left_shift,https://numpy.org/doc/stable/reference/generated/numpy.left_shift.html,,,,False
542,542,lexsort,,,,lexsort,numpy.lexsort,https://numpy.org/doc/stable/reference/generated/numpy.lexsort.html,,,,False
543,543,lib.arraysetops,,,,arraysetops,numpy.lib.arraysetops,https://numpy.org/doc/stable/reference/generated/numpy.lib.arraysetops.html,,,,False
544,544,lib.Arrayterator,,,,Arrayterator,numpy.lib.Arrayterator,https://numpy.org/doc/stable/reference/generated/numpy.lib.Arrayterator.html,,,,False
545,545,lib.format,,,,format,numpy.lib.format,https://numpy.org/doc/stable/reference/generated/numpy.lib.format.html,,,,False
546,546,lib.format.open_memmap,,,,open_memmap,numpy.lib.format.open_memmap,https://numpy.org/doc/stable/reference/generated/numpy.lib.format.open_memmap.html,,,,False
547,547,lib.mixins.NDArrayOperatorsMixin,,,,NDArrayOperatorsMixin,numpy.lib.mixins.NDArrayOperatorsMixin,https://numpy.org/doc/stable/reference/generated/numpy.lib.mixins.NDArrayOperatorsMixin.html,,,,False
548,548,lib.NumpyVersion,,,,NumpyVersion,numpy.lib.NumpyVersion,https://numpy.org/doc/stable/reference/generated/numpy.lib.NumpyVersion.html,,,,False
549,549,lib.stride_tricks.as_strided,,,,as_strided,numpy.lib.stride_tricks.as_strided,https://numpy.org/doc/stable/reference/generated/numpy.lib.stride_tricks.as_strided.html,,,,False
550,550,lib.stride_tricks.sliding_window_view,,,,sliding_window_view,numpy.lib.stride_tricks.sliding_window_view,https://numpy.org/doc/stable/reference/generated/numpy.lib.stride_tricks.sliding_window_view.html,,,,False
551,551,linalg.cholesky,,,,cholesky,numpy.linalg.cholesky,https://numpy.org/doc/stable/reference/generated/numpy.linalg.cholesky.html,,,,False
552,552,linalg.cond,,,,cond,numpy.linalg.cond,https://numpy.org/doc/stable/reference/generated/numpy.linalg.cond.html,,,,False
553,553,linalg.det,,,,det,numpy.linalg.det,https://numpy.org/doc/stable/reference/generated/numpy.linalg.det.html,,,,False
554,554,linalg.eig,,,,eig,numpy.linalg.eig,https://numpy.org/doc/stable/reference/generated/numpy.linalg.eig.html,,,,False
555,555,linalg.eigh,,,,eigh,numpy.linalg.eigh,https://numpy.org/doc/stable/reference/generated/numpy.linalg.eigh.html,,,,False
556,556,linalg.eigvals,,,,eigvals,numpy.linalg.eigvals,https://numpy.org/doc/stable/reference/generated/numpy.linalg.eigvals.html,,,,False
557,557,linalg.eigvalsh,,,,eigvalsh,numpy.linalg.eigvalsh,https://numpy.org/doc/stable/reference/generated/numpy.linalg.eigvalsh.html,,,,False
558,558,linalg.inv,,,,inv,numpy.linalg.inv,https://numpy.org/doc/stable/reference/generated/numpy.linalg.inv.html,,,,False
559,559,linalg.LinAlgError,,,,LinAlgError,numpy.linalg.LinAlgError,https://numpy.org/doc/stable/reference/generated/numpy.linalg.LinAlgError.html,,,,False
560,560,linalg.lstsq,,,,lstsq,numpy.linalg.lstsq,https://numpy.org/doc/stable/reference/generated/numpy.linalg.lstsq.html,,,,False
561,561,linalg.matrix_power,,,,matrix_power,numpy.linalg.matrix_power,https://numpy.org/doc/stable/reference/generated/numpy.linalg.matrix_power.html,,,,False
562,562,linalg.matrix_rank,,,,matrix_rank,numpy.linalg.matrix_rank,https://numpy.org/doc/stable/reference/generated/numpy.linalg.matrix_rank.html,,,,False
563,563,linalg.multi_dot,,,,multi_dot,numpy.linalg.multi_dot,https://numpy.org/doc/stable/reference/generated/numpy.linalg.multi_dot.html,,,,False
564,564,linalg.norm,,,,norm,numpy.linalg.norm,https://numpy.org/doc/stable/reference/generated/numpy.linalg.norm.html,,,,False
565,565,linalg.pinv,,,,pinv,numpy.linalg.pinv,https://numpy.org/doc/stable/reference/generated/numpy.linalg.pinv.html,,,,False
566,566,linalg.qr,,,,qr,numpy.linalg.qr,https://numpy.org/doc/stable/reference/generated/numpy.linalg.qr.html,,,,False
567,567,linalg.slogdet,,,,slogdet,numpy.linalg.slogdet,https://numpy.org/doc/stable/reference/generated/numpy.linalg.slogdet.html,,,,False
568,568,linalg.solve,,,,solve,numpy.linalg.solve,https://numpy.org/doc/stable/reference/generated/numpy.linalg.solve.html,,,,False
569,569,linalg.svd,,,,svd,numpy.linalg.svd,https://numpy.org/doc/stable/reference/generated/numpy.linalg.svd.html,,,,False
570,570,linalg.tensorinv,,,,tensorinv,numpy.linalg.tensorinv,https://numpy.org/doc/stable/reference/generated/numpy.linalg.tensorinv.html,,,,False
571,571,linalg.tensorsolve,,,,tensorsolve,numpy.linalg.tensorsolve,https://numpy.org/doc/stable/reference/generated/numpy.linalg.tensorsolve.html,,,,False
572,572,linspace,,,,linspace,numpy.linspace,https://numpy.org/doc/stable/reference/generated/numpy.linspace.html,arkouda.pdarraycreation.linspace,pdarraycreation.linspace,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.linspace,True
573,573,linspace,,,,linspace,numpy.linspace,https://numpy.org/doc/stable/reference/generated/numpy.linspace.html,arkouda.array_api._creation_functions.linspace,array_api._creation_functions.linspace,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.linspace,True
574,574,load,,,,load,numpy.load,https://numpy.org/doc/stable/reference/generated/numpy.load.html,arkouda.io.load,io.load,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io.load,True
575,575,load,,,,load,numpy.load,https://numpy.org/doc/stable/reference/generated/numpy.load.html,arkouda.segarray.SegArray.load,segarray.SegArray.load,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.segarray.SegArray.load,True
576,576,load,,,,load,numpy.load,https://numpy.org/doc/stable/reference/generated/numpy.load.html,arkouda.dataframe.DataFrame.load,dataframe.DataFrame.load,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dataframe.DataFrame.load,True
577,577,loadtxt,,,,loadtxt,numpy.loadtxt,https://numpy.org/doc/stable/reference/generated/numpy.loadtxt.html,,,,False
578,578,log1p,,,,log1p,numpy.log1p,https://numpy.org/doc/stable/reference/generated/numpy.log1p.html,arkouda.numeric.log1p,numeric.log1p,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.log1p,True
579,579,log1p,,,,log1p,numpy.log1p,https://numpy.org/doc/stable/reference/generated/numpy.log1p.html,arkouda.array_api._elementwise_functions.log1p,array_api._elementwise_functions.log1p,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.log1p,True
580,580,logaddexp,,,,logaddexp,numpy.logaddexp,https://numpy.org/doc/stable/reference/generated/numpy.logaddexp.html,arkouda.array_api._elementwise_functions.logaddexp,array_api._elementwise_functions.logaddexp,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.logaddexp,True
581,581,logical_and,,,,logical_and,numpy.logical_and,https://numpy.org/doc/stable/reference/generated/numpy.logical_and.html,arkouda.array_api._elementwise_functions.logical_and,array_api._elementwise_functions.logical_and,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.logical_and,True
582,582,logical_not,,,,logical_not,numpy.logical_not,https://numpy.org/doc/stable/reference/generated/numpy.logical_not.html,arkouda.array_api._elementwise_functions.logical_not,array_api._elementwise_functions.logical_not,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.logical_not,True
583,583,logical_or,,,,logical_or,numpy.logical_or,https://numpy.org/doc/stable/reference/generated/numpy.logical_or.html,arkouda.array_api._elementwise_functions.logical_or,array_api._elementwise_functions.logical_or,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.logical_or,True
