,index,function_np,total_np_calls,num_nltk_funs_used_by,used_by_nltk,function_name,np,numpy_api_link,ak,function_ak,arkouda_api_link,partial_ak_coverage
334,334,dsplit,,,,dsplit,numpy.dsplit,https://numpy.org/doc/stable/reference/generated/numpy.dsplit.html,,,,False
335,335,dstack,,,,dstack,numpy.dstack,https://numpy.org/doc/stable/reference/generated/numpy.dstack.html,,,,False
336,336,ma.dstack,,,,dstack,numpy.ma.dstack,https://numpy.org/doc/stable/reference/generated/numpy.ma.dstack.html,,,,False
337,337,dtype,,,,dtype,numpy.dtype,https://numpy.org/doc/stable/reference/generated/numpy.dtype.html,arkouda.dtypes.dtype,dtypes.dtype,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.dtype,True
338,338,generic.dtype,,,,dtype,numpy.generic.dtype,https://numpy.org/doc/stable/reference/generated/numpy.generic.dtype.html,arkouda.dtypes.dtype,dtypes.dtype,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.dtype,True
339,339,e,,,,e,numpy.e,https://numpy.org/doc/stable/reference/generated/numpy.e.html,,,,False
340,340,ediff1d,,,,ediff1d,numpy.ediff1d,https://numpy.org/doc/stable/reference/generated/numpy.ediff1d.html,,,,False
341,341,ma.ediff1d,,,,ediff1d,numpy.ma.ediff1d,https://numpy.org/doc/stable/reference/generated/numpy.ma.ediff1d.html,,,,False
342,342,einsum,,,,einsum,numpy.einsum,https://numpy.org/doc/stable/reference/generated/numpy.einsum.html,,,,False
343,343,einsum_path,,,,einsum_path,numpy.einsum_path,https://numpy.org/doc/stable/reference/generated/numpy.einsum_path.html,,,,False
344,344,emath.log,,,,log,numpy.emath.log,https://numpy.org/doc/stable/reference/generated/numpy.emath.log.html,arkouda.numeric.log,numeric.log,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.log,True
345,345,emath.log,,,,log,numpy.emath.log,https://numpy.org/doc/stable/reference/generated/numpy.emath.log.html,arkouda.array_api._elementwise_functions.log,array_api._elementwise_functions.log,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.log,True
346,346,log,,,,log,numpy.log,https://numpy.org/doc/stable/reference/generated/numpy.log.html,arkouda.numeric.log,numeric.log,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.log,True
347,347,log,,,,log,numpy.log,https://numpy.org/doc/stable/reference/generated/numpy.log.html,arkouda.array_api._elementwise_functions.log,array_api._elementwise_functions.log,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.log,True
348,348,emath.log10,,,,log10,numpy.emath.log10,https://numpy.org/doc/stable/reference/generated/numpy.emath.log10.html,arkouda.numeric.log10,numeric.log10,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.log10,True
349,349,emath.log10,,,,log10,numpy.emath.log10,https://numpy.org/doc/stable/reference/generated/numpy.emath.log10.html,arkouda.array_api._elementwise_functions.log10,array_api._elementwise_functions.log10,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.log10,True
350,350,log10,,,,log10,numpy.log10,https://numpy.org/doc/stable/reference/generated/numpy.log10.html,arkouda.numeric.log10,numeric.log10,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.log10,True
351,351,log10,,,,log10,numpy.log10,https://numpy.org/doc/stable/reference/generated/numpy.log10.html,arkouda.array_api._elementwise_functions.log10,array_api._elementwise_functions.log10,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.log10,True
352,352,emath.log2,,,,log2,numpy.emath.log2,https://numpy.org/doc/stable/reference/generated/numpy.emath.log2.html,arkouda.numeric.log2,numeric.log2,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.log2,True
353,353,emath.log2,,,,log2,numpy.emath.log2,https://numpy.org/doc/stable/reference/generated/numpy.emath.log2.html,arkouda.array_api._elementwise_functions.log2,array_api._elementwise_functions.log2,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.log2,True
354,354,emath.logn,,,,logn,numpy.emath.logn,https://numpy.org/doc/stable/reference/generated/numpy.emath.logn.html,,,,False
355,355,emath.power,,,,power,numpy.emath.power,https://numpy.org/doc/stable/reference/generated/numpy.emath.power.html,arkouda.pdarrayclass.power,pdarrayclass.power,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.power,True
356,356,ma.power,,,,power,numpy.ma.power,https://numpy.org/doc/stable/reference/generated/numpy.ma.power.html,arkouda.pdarrayclass.power,pdarrayclass.power,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.power,True
357,357,power,,,,power,numpy.power,https://numpy.org/doc/stable/reference/generated/numpy.power.html,arkouda.pdarrayclass.power,pdarrayclass.power,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.power,True
358,358,random.Generator.power,,,,power,numpy.random.Generator.power,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.power.html,arkouda.pdarrayclass.power,pdarrayclass.power,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.power,True
359,359,random.power,,,,power,numpy.random.power,https://numpy.org/doc/stable/reference/generated/numpy.random.power.html,arkouda.pdarrayclass.power,pdarrayclass.power,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.power,True
360,360,random.RandomState.power,,,,power,numpy.random.RandomState.power,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.power.html,arkouda.pdarrayclass.power,pdarrayclass.power,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.power,True
361,361,emath.sqrt,,,,sqrt,numpy.emath.sqrt,https://numpy.org/doc/stable/reference/generated/numpy.emath.sqrt.html,arkouda.pdarrayclass.sqrt,pdarrayclass.sqrt,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.sqrt,True
362,362,emath.sqrt,,,,sqrt,numpy.emath.sqrt,https://numpy.org/doc/stable/reference/generated/numpy.emath.sqrt.html,arkouda.array_api._elementwise_functions.sqrt,array_api._elementwise_functions.sqrt,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.sqrt,True
363,363,sqrt,,,,sqrt,numpy.sqrt,https://numpy.org/doc/stable/reference/generated/numpy.sqrt.html,arkouda.pdarrayclass.sqrt,pdarrayclass.sqrt,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.sqrt,True
364,364,sqrt,,,,sqrt,numpy.sqrt,https://numpy.org/doc/stable/reference/generated/numpy.sqrt.html,arkouda.array_api._elementwise_functions.sqrt,array_api._elementwise_functions.sqrt,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.sqrt,True
365,365,ma.empty,,,,empty,numpy.ma.empty,https://numpy.org/doc/stable/reference/generated/numpy.ma.empty.html,arkouda.array_api._creation_functions.empty,array_api._creation_functions.empty,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.empty,True
366,366,matlib.empty,,,,empty,numpy.matlib.empty,https://numpy.org/doc/stable/reference/generated/numpy.matlib.empty.html,arkouda.array_api._creation_functions.empty,array_api._creation_functions.empty,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.empty,True
367,367,empty_like,,,,empty_like,numpy.empty_like,https://numpy.org/doc/stable/reference/generated/numpy.empty_like.html,arkouda.array_api._creation_functions.empty_like,array_api._creation_functions.empty_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.empty_like,True
368,368,ma.empty_like,,,,empty_like,numpy.ma.empty_like,https://numpy.org/doc/stable/reference/generated/numpy.ma.empty_like.html,arkouda.array_api._creation_functions.empty_like,array_api._creation_functions.empty_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.empty_like,True
369,369,errstate,,,,errstate,numpy.errstate,https://numpy.org/doc/stable/reference/generated/numpy.errstate.html,,,,False
370,370,euler_gamma,,,,euler_gamma,numpy.euler_gamma,https://numpy.org/doc/stable/reference/generated/numpy.euler_gamma.html,,,,False
371,371,exceptions.AxisError,,,,AxisError,numpy.exceptions.AxisError,https://numpy.org/doc/stable/reference/generated/numpy.exceptions.AxisError.html,,,,False
372,372,exceptions.ComplexWarning,,,,ComplexWarning,numpy.exceptions.ComplexWarning,https://numpy.org/doc/stable/reference/generated/numpy.exceptions.ComplexWarning.html,,,,False
373,373,exceptions.DTypePromotionError,,,,DTypePromotionError,numpy.exceptions.DTypePromotionError,https://numpy.org/doc/stable/reference/generated/numpy.exceptions.DTypePromotionError.html,,,,False
374,374,exceptions.TooHardError,,,,TooHardError,numpy.exceptions.TooHardError,https://numpy.org/doc/stable/reference/generated/numpy.exceptions.TooHardError.html,,,,False
375,375,exceptions.VisibleDeprecationWarning,,,,VisibleDeprecationWarning,numpy.exceptions.VisibleDeprecationWarning,https://numpy.org/doc/stable/reference/generated/numpy.exceptions.VisibleDeprecationWarning.html,,,,False
376,376,exp2,,,,exp2,numpy.exp2,https://numpy.org/doc/stable/reference/generated/numpy.exp2.html,,,,False
377,377,expand_dims,,,,expand_dims,numpy.expand_dims,https://numpy.org/doc/stable/reference/generated/numpy.expand_dims.html,arkouda.array_api._manipulation_functions.expand_dims,array_api._manipulation_functions.expand_dims,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.expand_dims,True
378,378,ma.expand_dims,,,,expand_dims,numpy.ma.expand_dims,https://numpy.org/doc/stable/reference/generated/numpy.ma.expand_dims.html,arkouda.array_api._manipulation_functions.expand_dims,array_api._manipulation_functions.expand_dims,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.expand_dims,True
379,379,expm1,,,,expm1,numpy.expm1,https://numpy.org/doc/stable/reference/generated/numpy.expm1.html,arkouda.numeric.expm1,numeric.expm1,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.expm1,True
380,380,expm1,,,,expm1,numpy.expm1,https://numpy.org/doc/stable/reference/generated/numpy.expm1.html,arkouda.array_api._elementwise_functions.expm1,array_api._elementwise_functions.expm1,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.expm1,True
381,381,extract,,,,extract,numpy.extract,https://numpy.org/doc/stable/reference/generated/numpy.extract.html,,,,False
382,382,eye,,,,eye,numpy.eye,https://numpy.org/doc/stable/reference/generated/numpy.eye.html,arkouda.array_api._creation_functions.eye,array_api._creation_functions.eye,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.eye,True
383,383,matlib.eye,,,,eye,numpy.matlib.eye,https://numpy.org/doc/stable/reference/generated/numpy.matlib.eye.html,arkouda.array_api._creation_functions.eye,array_api._creation_functions.eye,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.eye,True
384,384,fabs,,,,fabs,numpy.fabs,https://numpy.org/doc/stable/reference/generated/numpy.fabs.html,,,,False
385,385,fft.fft,,,,fft,numpy.fft.fft,https://numpy.org/doc/stable/reference/generated/numpy.fft.fft.html,,,,False
386,386,fft.fft2,,,,fft2,numpy.fft.fft2,https://numpy.org/doc/stable/reference/generated/numpy.fft.fft2.html,,,,False
387,387,fft.fftfreq,,,,fftfreq,numpy.fft.fftfreq,https://numpy.org/doc/stable/reference/generated/numpy.fft.fftfreq.html,,,,False
388,388,fft.fftn,,,,fftn,numpy.fft.fftn,https://numpy.org/doc/stable/reference/generated/numpy.fft.fftn.html,,,,False
389,389,fft.fftshift,,,,fftshift,numpy.fft.fftshift,https://numpy.org/doc/stable/reference/generated/numpy.fft.fftshift.html,,,,False
390,390,fft.hfft,,,,hfft,numpy.fft.hfft,https://numpy.org/doc/stable/reference/generated/numpy.fft.hfft.html,,,,False
391,391,fft.ifft,,,,ifft,numpy.fft.ifft,https://numpy.org/doc/stable/reference/generated/numpy.fft.ifft.html,,,,False
392,392,fft.ifft2,,,,ifft2,numpy.fft.ifft2,https://numpy.org/doc/stable/reference/generated/numpy.fft.ifft2.html,,,,False
393,393,fft.ifftn,,,,ifftn,numpy.fft.ifftn,https://numpy.org/doc/stable/reference/generated/numpy.fft.ifftn.html,,,,False
394,394,fft.ifftshift,,,,ifftshift,numpy.fft.ifftshift,https://numpy.org/doc/stable/reference/generated/numpy.fft.ifftshift.html,,,,False
395,395,fft.ihfft,,,,ihfft,numpy.fft.ihfft,https://numpy.org/doc/stable/reference/generated/numpy.fft.ihfft.html,,,,False
396,396,fft.irfft,,,,irfft,numpy.fft.irfft,https://numpy.org/doc/stable/reference/generated/numpy.fft.irfft.html,,,,False
397,397,fft.irfft2,,,,irfft2,numpy.fft.irfft2,https://numpy.org/doc/stable/reference/generated/numpy.fft.irfft2.html,,,,False
398,398,fft.irfftn,,,,irfftn,numpy.fft.irfftn,https://numpy.org/doc/stable/reference/generated/numpy.fft.irfftn.html,,,,False
399,399,fft.rfft,,,,rfft,numpy.fft.rfft,https://numpy.org/doc/stable/reference/generated/numpy.fft.rfft.html,,,,False
400,400,fft.rfft2,,,,rfft2,numpy.fft.rfft2,https://numpy.org/doc/stable/reference/generated/numpy.fft.rfft2.html,,,,False
401,401,fft.rfftfreq,,,,rfftfreq,numpy.fft.rfftfreq,https://numpy.org/doc/stable/reference/generated/numpy.fft.rfftfreq.html,,,,False
402,402,fft.rfftn,,,,rfftn,numpy.fft.rfftn,https://numpy.org/doc/stable/reference/generated/numpy.fft.rfftn.html,,,,False
403,403,fill_diagonal,,,,fill_diagonal,numpy.fill_diagonal,https://numpy.org/doc/stable/reference/generated/numpy.fill_diagonal.html,,,,False
404,404,find_common_type,,,,find_common_type,numpy.find_common_type,https://numpy.org/doc/stable/reference/generated/numpy.find_common_type.html,,,,False
405,405,finfo,,,,finfo,numpy.finfo,https://numpy.org/doc/stable/reference/generated/numpy.finfo.html,,,,False
406,406,fix,,,,fix,numpy.fix,https://numpy.org/doc/stable/reference/generated/numpy.fix.html,,,,False
407,407,flatiter,,,,flatiter,numpy.flatiter,https://numpy.org/doc/stable/reference/generated/numpy.flatiter.html,,,,False
408,408,flatnonzero,,,,flatnonzero,numpy.flatnonzero,https://numpy.org/doc/stable/reference/generated/numpy.flatnonzero.html,,,,False
409,409,flip,,,,flip,numpy.flip,https://numpy.org/doc/stable/reference/generated/numpy.flip.html,arkouda.array_api._manipulation_functions.flip,array_api._manipulation_functions.flip,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.flip,True
410,410,fliplr,,,,fliplr,numpy.fliplr,https://numpy.org/doc/stable/reference/generated/numpy.fliplr.html,,,,False
411,411,flipud,,,,flipud,numpy.flipud,https://numpy.org/doc/stable/reference/generated/numpy.flipud.html,,,,False
412,412,float_,,,,float_,numpy.float_,https://numpy.org/doc/stable/reference/generated/numpy.float_.html,,,,False
413,413,float_power,,,,float_power,numpy.float_power,https://numpy.org/doc/stable/reference/generated/numpy.float_power.html,,,,False
414,414,float128,,,,float128,numpy.float128,https://numpy.org/doc/stable/reference/generated/numpy.float128.html,,,,False
415,415,float16,,,,float16,numpy.float16,https://numpy.org/doc/stable/reference/generated/numpy.float16.html,,,,False
416,416,half,,,,float16,numpy.half / numpy.float16,https://numpy.org/doc/stable/reference/generated/numpy.half / numpy.float16.html,,,,False
417,417,float96,,,,float96,numpy.float96,https://numpy.org/doc/stable/reference/generated/numpy.float96.html,,,,False
418,418,floating,,,,floating,numpy.floating,https://numpy.org/doc/stable/reference/generated/numpy.floating.html,,,,False
419,419,floor,,,,floor,numpy.floor,https://numpy.org/doc/stable/reference/generated/numpy.floor.html,arkouda.numeric.floor,numeric.floor,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.floor,True
420,420,floor,,,,floor,numpy.floor,https://numpy.org/doc/stable/reference/generated/numpy.floor.html,arkouda.array_api._elementwise_functions.floor,array_api._elementwise_functions.floor,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.floor,True
421,421,floor_divide,,,,floor_divide,numpy.floor_divide,https://numpy.org/doc/stable/reference/generated/numpy.floor_divide.html,arkouda.array_api._elementwise_functions.floor_divide,array_api._elementwise_functions.floor_divide,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.floor_divide,True
422,422,fmax,,,,fmax,numpy.fmax,https://numpy.org/doc/stable/reference/generated/numpy.fmax.html,,,,False
423,423,fmin,,,,fmin,numpy.fmin,https://numpy.org/doc/stable/reference/generated/numpy.fmin.html,,,,False
424,424,fmod,,,,fmod,numpy.fmod,https://numpy.org/doc/stable/reference/generated/numpy.fmod.html,arkouda.pdarrayclass.fmod,pdarrayclass.fmod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.fmod,True
425,425,format_float_positional,,,,format_float_positional,numpy.format_float_positional,https://numpy.org/doc/stable/reference/generated/numpy.format_float_positional.html,,,,False
426,426,format_float_scientific,,,,format_float_scientific,numpy.format_float_scientific,https://numpy.org/doc/stable/reference/generated/numpy.format_float_scientific.html,,,,False
427,427,format_parser,,,,format_parser,numpy.format_parser,https://numpy.org/doc/stable/reference/generated/numpy.format_parser.html,,,,False
428,428,frexp,,,,frexp,numpy.frexp,https://numpy.org/doc/stable/reference/generated/numpy.frexp.html,,,,False
429,429,from_dlpack,,,,from_dlpack,numpy.from_dlpack,https://numpy.org/doc/stable/reference/generated/numpy.from_dlpack.html,arkouda.array_api._creation_functions.from_dlpack,array_api._creation_functions.from_dlpack,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.from_dlpack,True
430,430,frombuffer,,,,frombuffer,numpy.frombuffer,https://numpy.org/doc/stable/reference/generated/numpy.frombuffer.html,,,,False
431,431,ma.frombuffer,,,,frombuffer,numpy.ma.frombuffer,https://numpy.org/doc/stable/reference/generated/numpy.ma.frombuffer.html,,,,False
432,432,fromfunction,,,,fromfunction,numpy.fromfunction,https://numpy.org/doc/stable/reference/generated/numpy.fromfunction.html,,,,False
433,433,ma.fromfunction,,,,fromfunction,numpy.ma.fromfunction,https://numpy.org/doc/stable/reference/generated/numpy.ma.fromfunction.html,,,,False
434,434,frompyfunc,,,,frompyfunc,numpy.frompyfunc,https://numpy.org/doc/stable/reference/generated/numpy.frompyfunc.html,,,,False
435,435,fromregex,,,,fromregex,numpy.fromregex,https://numpy.org/doc/stable/reference/generated/numpy.fromregex.html,,,,False
436,436,full,,,,full,numpy.full,https://numpy.org/doc/stable/reference/generated/numpy.full.html,arkouda.pdarraycreation.full,pdarraycreation.full,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.full,True
437,437,full,,,,full,numpy.full,https://numpy.org/doc/stable/reference/generated/numpy.full.html,arkouda.array_api._creation_functions.full,array_api._creation_functions.full,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.full,True
438,438,full_like,,,,full_like,numpy.full_like,https://numpy.org/doc/stable/reference/generated/numpy.full_like.html,arkouda.pdarraycreation.full_like,pdarraycreation.full_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.full_like,True
439,439,full_like,,,,full_like,numpy.full_like,https://numpy.org/doc/stable/reference/generated/numpy.full_like.html,arkouda.array_api._creation_functions.full_like,array_api._creation_functions.full_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.full_like,True
440,440,gcd,,,,gcd,numpy.gcd,https://numpy.org/doc/stable/reference/generated/numpy.gcd.html,,,,False
441,441,generic.__array_interface__,,,,__array_interface__,numpy.generic.__array_interface__,https://numpy.org/doc/stable/reference/generated/numpy.generic.__array_interface__.html,,,,False
442,442,generic.__array_priority__,,,,__array_priority__,numpy.generic.__array_priority__,https://numpy.org/doc/stable/reference/generated/numpy.generic.__array_priority__.html,,,,False
443,443,generic.__array_struct__,,,,__array_struct__,numpy.generic.__array_struct__,https://numpy.org/doc/stable/reference/generated/numpy.generic.__array_struct__.html,,,,False
444,444,generic.__array_wrap__,,,,__array_wrap__,numpy.generic.__array_wrap__,https://numpy.org/doc/stable/reference/generated/numpy.generic.__array_wrap__.html,,,,False
445,445,ndarray.__array_wrap__,,,,__array_wrap__,numpy.ndarray.__array_wrap__,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__array_wrap__.html,,,,False
446,446,generic.base,,,,base,numpy.generic.base,https://numpy.org/doc/stable/reference/generated/numpy.generic.base.html,,,,False
447,447,generic.data,,,,data,numpy.generic.data,https://numpy.org/doc/stable/reference/generated/numpy.generic.data.html,,,,False
448,448,generic.flags,,,,flags,numpy.generic.flags,https://numpy.org/doc/stable/reference/generated/numpy.generic.flags.html,,,,False
449,449,generic.flat,,,,flat,numpy.generic.flat,https://numpy.org/doc/stable/reference/generated/numpy.generic.flat.html,,,,False
450,450,ndarray.flat,,,,flat,numpy.ndarray.flat,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.flat.html,,,,False
451,451,generic.imag,,,,imag,numpy.generic.imag,https://numpy.org/doc/stable/reference/generated/numpy.generic.imag.html,arkouda.array_api._elementwise_functions.imag,array_api._elementwise_functions.imag,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.imag,True
452,452,imag,,,,imag,numpy.imag,https://numpy.org/doc/stable/reference/generated/numpy.imag.html,arkouda.array_api._elementwise_functions.imag,array_api._elementwise_functions.imag,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.imag,True
453,453,generic.itemsize,,,,itemsize,numpy.generic.itemsize,https://numpy.org/doc/stable/reference/generated/numpy.generic.itemsize.html,,,,False
454,454,generic.ndim,,,,ndim,numpy.generic.ndim,https://numpy.org/doc/stable/reference/generated/numpy.generic.ndim.html,,,,False
455,455,ndarray.ndim,,,,ndim,numpy.ndarray.ndim,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.ndim.html,,,,False
456,456,generic.real,,,,real,numpy.generic.real,https://numpy.org/doc/stable/reference/generated/numpy.generic.real.html,arkouda.array_api._elementwise_functions.real,array_api._elementwise_functions.real,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.real,True
457,457,real,,,,real,numpy.real,https://numpy.org/doc/stable/reference/generated/numpy.real.html,arkouda.array_api._elementwise_functions.real,array_api._elementwise_functions.real,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.real,True
458,458,generic.shape,,,,shape,numpy.generic.shape,https://numpy.org/doc/stable/reference/generated/numpy.generic.shape.html,,,,False
459,459,ma.shape,,,,shape,numpy.ma.shape,https://numpy.org/doc/stable/reference/generated/numpy.ma.shape.html,,,,False
460,460,shape,,,,shape,numpy.shape,https://numpy.org/doc/stable/reference/generated/numpy.shape.html,,,,False
461,461,generic.size,,,,size,numpy.generic.size,https://numpy.org/doc/stable/reference/generated/numpy.generic.size.html,,,,False
462,462,ma.size,,,,size,numpy.ma.size,https://numpy.org/doc/stable/reference/generated/numpy.ma.size.html,,,,False
463,463,ndarray.size,,,,size,numpy.ndarray.size,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.size.html,,,,False
464,464,generic.strides,,,,strides,numpy.generic.strides,https://numpy.org/doc/stable/reference/generated/numpy.generic.strides.html,,,,False
465,465,generic.T,,,,T,numpy.generic.T,https://numpy.org/doc/stable/reference/generated/numpy.generic.T.html,,,,False
466,466,ndarray.T,,,,T,numpy.ndarray.T,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.T.html,,,,False
467,467,genfromtxt,,,,genfromtxt,numpy.genfromtxt,https://numpy.org/doc/stable/reference/generated/numpy.genfromtxt.html,,,,False
468,468,geomspace,,,,geomspace,numpy.geomspace,https://numpy.org/doc/stable/reference/generated/numpy.geomspace.html,,,,False
469,469,get_include,,,,get_include,numpy.get_include,https://numpy.org/doc/stable/reference/generated/numpy.get_include.html,,,,False
470,470,get_printoptions,,,,get_printoptions,numpy.get_printoptions,https://numpy.org/doc/stable/reference/generated/numpy.get_printoptions.html,,,,False
471,471,getbufsize,,,,getbufsize,numpy.getbufsize,https://numpy.org/doc/stable/reference/generated/numpy.getbufsize.html,,,,False
472,472,geterr,,,,geterr,numpy.geterr,https://numpy.org/doc/stable/reference/generated/numpy.geterr.html,,,,False
473,473,geterrcall,,,,geterrcall,numpy.geterrcall,https://numpy.org/doc/stable/reference/generated/numpy.geterrcall.html,,,,False
474,474,geterrobj,,,,geterrobj,numpy.geterrobj,https://numpy.org/doc/stable/reference/generated/numpy.geterrobj.html,,,,False
475,475,gradient,,,,gradient,numpy.gradient,https://numpy.org/doc/stable/reference/generated/numpy.gradient.html,,,,False
476,476,hamming,,,,hamming,numpy.hamming,https://numpy.org/doc/stable/reference/generated/numpy.hamming.html,,,,False
477,477,hanning,,,,hanning,numpy.hanning,https://numpy.org/doc/stable/reference/generated/numpy.hanning.html,,,,False
478,478,heaviside,,,,heaviside,numpy.heaviside,https://numpy.org/doc/stable/reference/generated/numpy.heaviside.html,,,,False
479,479,histogram,,,,histogram,numpy.histogram,https://numpy.org/doc/stable/reference/generated/numpy.histogram.html,arkouda.numeric.histogram,numeric.histogram,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.histogram,True
480,480,histogram_bin_edges,,,,histogram_bin_edges,numpy.histogram_bin_edges,https://numpy.org/doc/stable/reference/generated/numpy.histogram_bin_edges.html,,,,False
481,481,histogram2d,,,,histogram2d,numpy.histogram2d,https://numpy.org/doc/stable/reference/generated/numpy.histogram2d.html,arkouda.numeric.histogram2d,numeric.histogram2d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.histogram2d,True
482,482,histogramdd,,,,histogramdd,numpy.histogramdd,https://numpy.org/doc/stable/reference/generated/numpy.histogramdd.html,arkouda.numeric.histogramdd,numeric.histogramdd,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.histogramdd,True
483,483,hsplit,,,,hsplit,numpy.hsplit,https://numpy.org/doc/stable/reference/generated/numpy.hsplit.html,,,,False
484,484,ma.hsplit,,,,hsplit,numpy.ma.hsplit,https://numpy.org/doc/stable/reference/generated/numpy.ma.hsplit.html,,,,False
485,485,ma.hstack,,,,hstack,numpy.ma.hstack,https://numpy.org/doc/stable/reference/generated/numpy.ma.hstack.html,,,,False
486,486,hypot,,,,hypot,numpy.hypot,https://numpy.org/doc/stable/reference/generated/numpy.hypot.html,,,,False
